taxonkey,am_sid,spp
290006,w-msc-419621,benthonellania xanthias
290006,slb-177273,benthoxystus petterdi
290006,w-msc-532441,berghia creutzbergi
290006,w-msc-138855,beringius turtoni
290006,w-msc-529737,bistolida kieneri
290006,w-msc-216739,bistolida stolida
290006,slb-98951,bistolida stolida
290006,slb-117084,bistolida ursellus
290006,w-msc-530879,bistolida ursellus
290006,slb-117068,blasicrura pallidula
290006,w-msc-140389,bolinus brandaris
290006,slb-114669,bolma girgyllus
290006,w-msc-555218,bolma guttata
290006,w-msc-555220,bolma kermadecensis
290006,w-msc-413401,bolma persica
290006,w-msc-555222,bolma recens
290006,slb-77545,borealea nobilis
290006,w-msc-141265,boreocingula castanea
290006,w-msc-146732,boreotrophon clathratus
290006,slb-177886,boreotrophon truncatus
290006,w-msc-146733,boreotrophon truncatus
290006,w-msc-532448,bornella calcarata
290006,w-msc-433155,borsonia jaya
290006,w-msc-419700,bostrycapulus aculeatus
290006,w-msc-457048,bostrycapulus odites
290006,slb-176780,bouchetia hystricina
290006,w-msc-420325,brachycythara barbarae
290006,w-msc-420326,brachycythara biconica
290006,w-msc-433162,brachytoma rioensis
290006,w-msc-594215,broderipia iridescens
290006,w-msc-536895,bruceiella globulus
290006,slb-93471,brunneifusus ternatanus
290006,w-msc-532463,buccinanops cochlidium
290006,w-msc-532467,buccinanops monilifer
290006,slb-177202,buccinastrum deforme
290006,w-msc-532464,buccinastrum deforme
290006,w-msc-532469,buccinastrum uruguayense
290006,w-msc-138859,buccinum belcheri
290006,w-msc-138860,buccinum ciliatum
290006,slb-73571,buccinum ciliatum
290006,w-msc-138862,buccinum cyaneum
290006,w-msc-160143,buccinum finmarkianum
290006,w-msc-160141,buccinum fragile
290006,w-msc-138864,buccinum glaciale
290006,w-msc-138866,buccinum hydrophanum
290006,w-msc-490811,buccinum isaotakii
290006,w-msc-138868,buccinum maltzani
290006,w-msc-138869,buccinum micropoma
290006,w-msc-138870,buccinum nivale
290006,w-msc-160127,buccinum plectrum
290006,slb-73565,buccinum polare
290006,w-msc-138875,buccinum scalariforme
290006,w-msc-138878,buccinum undatum
290006,w-msc-433174,buchema hadromeres
290006,w-msc-532471,buchema interpleura
290006,w-msc-433176,buchema liella
290006,w-msc-476439,bufonaria crumena
290006,w-msc-476445,bufonaria perelegans
290006,w-msc-216963,bufonaria rana
290006,w-msc-476446,bufonaria thersites
290006,w-msc-181195,bulla ampulla
290006,w-msc-457832,bulla arabica
290006,w-msc-510429,bulla punctulata
290006,w-msc-510438,bulla quoyii
290006,w-msc-420522,bulla solida
290006,w-msc-510448,bulla vernicosa
290006,w-msc-473670,bullata bullata
290006,w-msc-473695,bullata largillieri
290006,w-msc-473696,bullata lilacina
290006,w-msc-473697,bullata matthewsi
290006,w-msc-208015,bullia mauritiana
290006,w-msc-554880,bullia tranquebarica
290006,w-msc-737985,bullockus mcmurrayi
290006,w-msc-534049,burnaia helicochorda
290006,w-msc-216967,bursa bufonia
290006,w-msc-419774,bursa grayana
290006,w-msc-476453,bursa lamarckii
290006,w-msc-419775,bursa natalensis
290006,w-msc-216977,bursa rosa
290006,w-msc-476456,bursa tuberosissima
290006,w-msc-138759,bursatella leachii
290006,slb-166327,bursina ignobilis
290006,slb-74613,busycoarctum coarctatum
290006,w-msc-160185,busycon carica
290006,w-msc-160192,busycotypus canaliculatus
290006,w-msc-476465,cabestana felipponei
290006,w-msc-476466,cabestana spengleri
290006,w-msc-139134,cadlina laevis
290006,w-msc-562476,cadlina luteomarginata
290006,w-msc-430397,cadlina sparsa
290006,w-msc-558431,cadlinella ornatissima
290006,slb-182386,caducifer decapitatus
290006,w-msc-419578,caecum antillarum
290006,w-msc-419579,caecum bipartitum
290006,w-msc-419580,caecum brasilicum
290006,w-msc-419582,caecum carolinianum
290006,w-msc-743055,caecum chilense
290006,w-msc-419585,caecum clava
290006,w-msc-419586,caecum condylum
290006,w-msc-160193,caecum cooperi
290006,w-msc-419587,caecum cycloferum
290006,w-msc-532481,caecum debile
290006,w-msc-419588,caecum floridanum
290006,w-msc-419589,caecum imbricatum
290006,w-msc-160147,caecum johnsoni
290006,w-msc-532490,caecum lineicinctum
290006,w-msc-419592,caecum plicatum
290006,w-msc-160149,caecum pulchellum
290006,w-msc-419593,caecum regulare
290006,w-msc-419594,caecum ryssotitum
290006,w-msc-419595,caecum striatum
290006,w-msc-419596,caecum strigosum
290006,w-msc-419597,caecum subvolutum
290006,w-msc-419598,caecum textile
290006,w-msc-419599,caecum torquetum
290006,w-msc-532499,caelatura barcellosi
290006,w-msc-532500,caelatura gerhardtae
290006,slb-76435,calcarovula piragua
290006,w-msc-433181,calcatodrillia hololeukos
290006,w-msc-534017,caldukia affinis
290006,w-msc-581058,californiconus californicus
290006,w-msc-532504,calliostoma adspersum
290006,w-msc-532281,calliostoma alternum
290006,w-msc-532505,calliostoma anderssoni
290006,w-msc-534197,calliostoma annulatum
290006,w-msc-532506,calliostoma argentum
290006,w-msc-532253,calliostoma aulicum
290006,w-msc-532283,calliostoma aurora
290006,w-msc-532507,calliostoma axelolssoni
290006,w-msc-160194,calliostoma bairdii
290006,w-msc-419405,calliostoma barbouri
290006,w-msc-419408,calliostoma brunneum
290006,w-msc-1214579,calliostoma caribbechinatum
290006,w-msc-419410,calliostoma circumcinctum
290006,w-msc-532512,calliostoma cnidophilum
290006,w-msc-532513,calliostoma consimile
290006,w-msc-532514,calliostoma coppingeri
290006,w-msc-419412,calliostoma dentatum
290006,w-msc-419414,calliostoma euglyptum
290006,w-msc-419415,calliostoma fascinans
290006,w-msc-532518,calliostoma fernandezi
290006,w-msc-532519,calliostoma gemmosum
290006,w-msc-532521,calliostoma hassler
290006,w-msc-532524,calliostoma indiana
290006,w-msc-467207,calliostoma iris
290006,w-msc-532525,calliostoma irisans
290006,w-msc-419417,calliostoma javanicum
290006,w-msc-419419,calliostoma jujubinum
290006,w-msc-580412,calliostoma ligatum
290006,w-msc-419420,calliostoma marionae
290006,w-msc-532529,calliostoma modestulum
290006,w-msc-532532,calliostoma nordenskjoldi
290006,w-msc-532534,calliostoma nudum
290006,w-msc-141765,calliostoma occidentale
290006,w-msc-419421,calliostoma oregon
290006,w-msc-419422,calliostoma orion
290006,w-msc-419423,calliostoma psyche
290006,w-msc-419424,calliostoma pulchrum
290006,w-msc-419425,calliostoma roseolum
290006,w-msc-532536,calliostoma rosewateri
290006,w-msc-532537,calliostoma rota
290006,w-msc-419426,calliostoma sapidum
290006,w-msc-419427,calliostoma sarcodum
290006,w-msc-419428,calliostoma sayanum
290006,w-msc-419429,calliostoma scalenum
290006,w-msc-419430,calliostoma schroederi
290006,w-msc-532539,calliostoma scurra
290006,w-msc-532540,calliostoma semisuave
290006,w-msc-532541,calliostoma serratulum
290006,w-msc-419431,calliostoma springeri
290006,w-msc-419432,calliostoma tampaense
290006,w-msc-419433,calliostoma torrei
290006,w-msc-419434,calliostoma yucatecanum
290006,w-msc-446284,calliotropis acherontis
290006,w-msc-419381,calliotropis actinophora
290006,w-msc-419382,calliotropis aeglees
290006,w-msc-419383,calliotropis calatha
290006,w-msc-446308,calliotropis eucheloides
290006,w-msc-532549,calliotropis globosa
290006,w-msc-160150,calliotropis infundibulum
290006,w-msc-419384,calliotropis lissocona
290006,slb-72253,calliotropis tiara
290006,slb-118177,callistocypraea aurantium
290006,w-msc-406355,calotrophon andrewsi
290006,w-msc-406356,calotrophon ostrearum
290006,w-msc-216901,calpurnus verrucosus
290006,w-msc-419701,calyptraea centralis
290006,w-msc-138961,calyptraea chinensis
290006,w-msc-703831,calyptraea edgariana
290006,w-msc-580654,calyptraea fastigiata
290006,w-msc-703832,calyptraea pellucida
290006,w-msc-532157,canarium erythrinum
290006,slb-93080,canarium labiatum
290006,slb-98866,canarium microurceus
290006,w-msc-531880,canarium mutabile
290006,slb-93116,canarium mutabile
290006,slb-98864,canarium scalariforme
290006,slb-93087,canarium urceus
290006,w-msc-532189,canarium wilsonorum
290006,w-msc-515780,cancellaria petuchi
290006,w-msc-515781,cancellaria reticulata
290006,slb-72183,cantharidoscops frigidus
290006,w-msc-596456,cantharidus marmoreus
290006,w-msc-490887,cantharus spiralis
290006,w-msc-512325,cantrainea inexpectata
290006,w-msc-419463,cantrainea macleani
290006,w-msc-532553,capulus compressus
290006,w-msc-532554,capulus ungaricoides
290006,w-msc-138984,capulus ungaricus
290006,w-msc-225068,cardiapoda placenta
290006,w-msc-141429,carenzia carinata
290006,slb-72045,carenzia trispinosa
290006,slb-177365,caribedaphne chrysoleuca
290006,w-msc-217093,carinapex minutissima
290006,w-msc-574937,carinaria japonica
290006,w-msc-416623,carinaria lamarckii
290006,w-msc-433195,carinodrillia braziliensis
290006,slb-100748,carinomitra typha
290006,slb-77408,cariopsilla pharpa
290006,slb-94031,carminodoris nodulosa
290006,slb-71743,carolesia blakei
290006,slb-77547,carronella pellucida
290006,w-msc-419776,casmaria atlantica
290006,w-msc-211107,casmaria erinaceus
290006,w-msc-211108,casmaria ponderosa
290006,w-msc-215283,cassidula labrella
290006,w-msc-549377,cassidula nucleus
290006,w-msc-208963,cassis cornuta
290006,w-msc-419777,cassis flammea
290006,w-msc-419778,cassis madagascariensis
290006,w-msc-224273,cassis tessellata
290006,w-msc-224977,cassis tuberosa
290006,slb-108999,catriona gymnota
290006,w-msc-141612,catriona maua
290006,w-msc-139028,cavolinia gibbosa
290006,w-msc-139029,cavolinia inflexa
290006,w-msc-139030,cavolinia tridentata
290006,w-msc-139031,cavolinia uncinata
290006,w-msc-579389,caymanabyssia sinespina
290006,w-msc-325446,cellana craticulata
290006,w-msc-325450,cellana grata
290006,w-msc-325451,cellana karachiensis
290006,w-msc-207651,cellana radiata
290006,w-msc-707486,cellana rota
290006,w-msc-456654,cellana taitensis
290006,w-msc-325464,cellana testudinaria
290006,w-msc-325466,cellana toreuma
290006,w-msc-419557,cenchritis muricatus
290006,slb-93045,ceraesignum maximum
290006,w-msc-420610,ceratophyllidia papilligera
290006,slb-93966,ceratosoma amoenum
290006,w-msc-533901,ceratosoma brevicaudatum
290006,w-msc-212891,ceratosoma trilobatum
290006,w-msc-240767,ceratostoma foliatum
290006,w-msc-534051,cerberilla incola
290006,w-msc-420629,cerberilla tanna
290006,w-msc-420290,cerodrillia carminura
290006,w-msc-420291,cerodrillia clappi
290006,w-msc-420292,cerodrillia girardi
290006,w-msc-420293,cerodrillia perryae
290006,w-msc-420296,cerodrillia thea
290006,w-msc-141101,charonia lampas
290006,slb-89807,charonia lampas
290006,w-msc-141102,charonia tritonis
290006,w-msc-181006,charonia variegata
290006,w-msc-213149,chelidonura amoena
290006,w-msc-213150,chelidonura electra
290006,w-msc-420528,chelidonura hirundinina
290006,w-msc-599341,chelidonura livida
290006,w-msc-530893,chelycypraea testudinaria
290006,slb-98953,chelycypraea testudinaria
290006,slb-117170,chicomurex laciniatus
290006,w-msc-405857,chicomurex superbus
290006,w-msc-558799,chicoreus aculeatus
290006,w-msc-558782,chicoreus asianus
290006,w-msc-558800,chicoreus axicornis
290006,w-msc-208132,chicoreus banksii
290006,w-msc-558803,chicoreus brevifrons
290006,w-msc-208143,chicoreus brunneus
290006,w-msc-558798,chicoreus capucinus
290006,slb-74707,chicoreus florifer
290006,w-msc-558810,chicoreus florifer
290006,w-msc-406034,chicoreus mergus
290006,w-msc-208131,chicoreus microphyllus
290006,slb-117158,chicoreus miyokoae
290006,w-msc-406037,chicoreus nobilis
290006,w-msc-208134,chicoreus palmarosae
290006,w-msc-558787,chicoreus ramosus
290006,w-msc-558816,chicoreus rossiteri
290006,w-msc-558821,chicoreus spectrum
290006,w-msc-558822,chicoreus strigatus
290006,w-msc-558823,chicoreus territus
290006,w-msc-208137,chicoreus torrefactus
290006,w-msc-197105,chlanidota densesculpta
290006,w-msc-197106,chlanidota invenusta
290006,w-msc-197111,chlanidota signeyana
290006,w-msc-404545,chorus giganteus
290006,w-msc-209584,chromodoris africana
290006,w-msc-533904,chromodoris alternata
290006,w-msc-533906,chromodoris ambigua
290006,w-msc-558229,chromodoris annae
290006,w-msc-558301,chromodoris colemani
290006,w-msc-209587,chromodoris hamiltoni
290006,w-msc-558237,chromodoris kuiteri
290006,w-msc-558218,chromodoris lineolata
290006,w-msc-558198,chromodoris lochi
290006,w-msc-457497,chromodoris michaeli
290006,w-msc-560061,chromodoris reticulata
290006,slb-77353,chromolaichma dalli
290006,slb-77370,chromolaichma sedna
290006,w-msc-509543,chryseofusus chrysodomoides
290006,w-msc-547321,chrysostoma paradoxum
290006,slb-177459,cinctura hunteria
290006,slb-74541,cinctura lilium
290006,w-msc-160203,circulus liratus
290006,w-msc-419449,cittarium pica
290006,w-msc-547250,clanculus bronni
290006,w-msc-211267,clanculus clanguloides
290006,w-msc-547247,clanculus denticulatus
290006,w-msc-211262,clanculus margaritarius
290006,slb-117366,clanculus persicus
290006,w-msc-211270,clanculus pharaonius
290006,slb-98707,clanculus samoensis
290006,w-msc-594180,clanculus stigmatarius
290006,w-msc-211264,clanculus tonnerrei
290006,slb-74851,claremontiella nodulosa
290006,slb-129357,clathrodrillia flavidula
290006,w-msc-433222,clathrodrillia flavidula
290006,w-msc-433223,clathrodrillia gibbosa
290006,slb-74995,clathrodrillia solida
290006,slb-74520,clathrodrillia wolfei
290006,w-msc-433269,clavosurcula schepmani
290006,w-msc-433274,clavus bilineatus
290006,w-msc-433276,clavus canalicularis
290006,w-msc-217096,clavus exasperatus
290006,w-msc-433291,clavus lamberti
290006,w-msc-433296,clavus pica
290006,w-msc-433302,clavus unizonalis
290006,w-msc-139032,clio cuspidata
290006,w-msc-420556,clio polita
290006,slb-177489,clio pyramidata
290006,w-msc-139033,clio pyramidata
290006,w-msc-160204,clio recurva
290006,w-msc-139178,clione limacina
290006,w-msc-139185,cliopsis krohnii
290006,w-msc-493991,clivipollia fragaria
290006,slb-118820,clivipollia incarnata
290006,slb-100501,clivipollia pulchra
290006,w-msc-449948,clypeosectus curvus
290006,w-msc-449949,clypeosectus delectus
290006,w-msc-532639,coccocrater portoricensis
290006,w-msc-456573,coccopigya punctoradiata
290006,w-msc-139187,coccopigya spinigera
290006,w-msc-532642,cocculina emsoni
290006,w-msc-413444,cocculina messingi
290006,w-msc-532643,cocculina rathbuni
290006,w-msc-420260,cochlespira elegans
290006,w-msc-433320,cochlespira elongata
290006,w-msc-433322,cochlespira pulchella
290006,w-msc-420261,cochlespira radiata
290006,w-msc-419654,cochliolepis parasitica
290006,w-msc-419655,cochliolepis striata
290006,slb-92331,cochlis vittata
290006,slb-77661,colga pacifica
290006,slb-77662,colga ramosa
290006,w-msc-509679,colpodaspis thompsoni
290006,w-msc-527522,colubraria muricata
290006,w-msc-208638,colubraria nitidula
290006,slb-158054,colubraria tenera
290006,w-msc-208639,colubraria testacea
290006,w-msc-527519,colubraria tortuosa
290006,w-msc-476449,colubrellina condita
290006,w-msc-208599,columbella mercatoria
290006,w-msc-419988,columbella rusticoides
290006,w-msc-138899,colus gracilis
290006,w-msc-138900,colus holboelli
290006,w-msc-138902,colus islandicus
290006,w-msc-160212,colus pubescens
290006,w-msc-160214,colus pygmaeus
290006,w-msc-138906,colus sabini
290006,w-msc-433368,comitas saldanhae
290006,w-msc-420400,compsodrillia acestra
290006,w-msc-420401,compsodrillia canna
290006,w-msc-420403,compsodrillia eucosmia
290006,w-msc-420404,compsodrillia haliostrephis
290006,w-msc-420406,compsodrillia tristicha
290006,slb-103761,conasprella aculeiformis
290006,slb-103765,conasprella alisi
290006,slb-103770,conasprella aphrodite
290006,slb-73969,conasprella armiger
290006,slb-103773,conasprella articulata
290006,slb-103782,conasprella baileyi
290006,slb-103789,conasprella boholensis
290006,slb-103793,conasprella boucheti
290006,slb-100934,conasprella centurio
290006,slb-73987,conasprella delessertii
290006,slb-189753,conasprella dictator
290006,slb-168725,conasprella eugrammata
290006,slb-184326,conasprella howelli
290006,w-msc-836687,conasprella jaspidea
290006,slb-100634,conasprella kimioi
290006,slb-74005,conasprella mazei
290006,slb-74006,conasprella mcgintyi
290006,slb-74008,conasprella mindana
290006,slb-129356,conasprella orbignyi
290006,slb-178961,conasprella puncticulata
290006,w-msc-835321,conasprella roberti
290006,slb-169179,conasprella saecularis
290006,slb-74028,conasprella stearnsii
290006,slb-189888,conasprella tirardi
290006,slb-169330,conasprella viminea
290006,w-msc-399122,conchatalos lacrima
290006,w-msc-399125,conchatalos tirardi
290006,w-msc-399124,conchatalos vaubani
290006,w-msc-395353,concholepas concholepas
290006,slb-100735,condylomitra tuberosa
290006,w-msc-419990,conella ovulata
290006,w-msc-419991,conella ovuloides
290006,w-msc-564728,conomurex decorus
290006,w-msc-564729,conomurex fasciatus
290006,slb-93085,conomurex luhuanus
290006,slb-170889,conomurex persicus
290006,slb-117066,contradusta walkeri
290006,w-msc-215431,conus achatinus
290006,w-msc-215510,conus acutangulus
290006,w-msc-426289,conus adamsonii
290006,w-msc-215531,conus amadis
290006,w-msc-426315,conus ammiralis
290006,w-msc-420199,conus amphiurgus
290006,w-msc-420200,conus anabathrum
290006,w-msc-426318,conus andamanensis
290006,w-msc-467677,conus andremenezi
290006,w-msc-420201,conus arangoi
290006,w-msc-426359,conus archon
290006,w-msc-426361,conus ardisiaceus
290006,w-msc-215482,conus arenatus
290006,w-msc-428976,conus armadillo
290006,w-msc-420203,conus attenuatus
290006,w-msc-428935,conus augur
290006,w-msc-215471,conus aulicus
290006,w-msc-426366,conus aurantius
290006,w-msc-426369,conus aureus
290006,w-msc-215484,conus auricomus
290006,w-msc-426372,conus aurisiacus
290006,w-msc-215490,conus balteatus
290006,w-msc-215557,conus bandanus
290006,w-msc-215465,conus bengalensis
290006,w-msc-215517,conus betulinus
290006,w-msc-428940,conus biliosus
290006,w-msc-426405,conus boeticus
290006,w-msc-429343,conus brunneobandatus
290006,w-msc-426424,conus brunneus
290006,w-msc-428980,conus bruuni
290006,w-msc-215495,conus bullatus
290006,w-msc-420206,conus cancellatus
290006,w-msc-215546,conus canonicus
290006,w-msc-426441,conus capitanellus
290006,w-msc-215525,conus capitaneus
290006,w-msc-426443,conus caracteristicus
290006,w-msc-426444,conus cardinalis
290006,w-msc-215441,conus catus
290006,w-msc-430327,conus cedonulli
290006,w-msc-426448,conus ceruttii
290006,w-msc-426449,conus cervus
290006,w-msc-430457,conus chaldaeus
290006,slb-103803,conus chiangi
290006,w-msc-426452,conus cinereus
290006,slb-100648,conus circumactus
290006,w-msc-426455,conus circumcisus
290006,w-msc-215433,conus coccineus
290006,w-msc-215437,conus coelinae
290006,w-msc-426459,conus coffeae
290006,w-msc-426462,conus consors
290006,w-msc-215446,conus coronatus
290006,w-msc-426467,conus crocatus
290006,w-msc-426469,conus cuvieri
290006,w-msc-215474,conus cylindraceus
290006,w-msc-420208,conus daucus
290006,w-msc-215530,conus distans
290006,w-msc-430468,conus dusaveli
290006,w-msc-215436,conus ebraeus
290006,w-msc-215559,conus eburneus
290006,w-msc-428985,conus eldredi
290006,w-msc-215514,conus emaciatus
290006,w-msc-426487,conus encaustus
290006,w-msc-215455,conus episcopatus
290006,w-msc-215538,conus ermineus
290006,w-msc-426492,conus excelsus
290006,w-msc-426493,conus exiguus
290006,w-msc-426494,conus eximius
290006,w-msc-426496,conus fergusoni
290006,w-msc-426497,conus ferrugineus
290006,w-msc-215469,conus figulinus
290006,w-msc-426500,conus flammeacolor
290006,w-msc-420210,conus flavescens
290006,w-msc-215518,conus flavidus
290006,w-msc-426504,conus floridulus
290006,w-msc-215561,conus frigidus
290006,w-msc-428133,conus garciai
290006,w-msc-215520,conus generalis
290006,w-msc-215499,conus geographus
290006,w-msc-428134,conus gladiator
290006,w-msc-215567,conus glans
290006,w-msc-420211,conus granulatus
290006,w-msc-428144,conus granum
290006,w-msc-428148,conus harlandi
290006,w-msc-430175,conus hirasei
290006,w-msc-215501,conus imperialis
290006,w-msc-428167,conus julieandreae
290006,w-msc-428168,conus kalafuti
290006,w-msc-429066,conus kinoshitai
290006,w-msc-428173,conus kulkulcan
290006,w-msc-428174,conus lamberti
290006,w-msc-215438,conus legatus
290006,w-msc-215464,conus leopardus
290006,w-msc-428182,conus lienardi
290006,w-msc-428185,conus lischkeanus
290006,w-msc-215430,conus litoglyphus
290006,w-msc-215522,conus litteratus
290006,w-msc-215541,conus lividus
290006,w-msc-428195,conus luteus
290006,w-msc-215551,conus magnificus
290006,w-msc-215429,conus magus
290006,w-msc-428202,conus marchionatus
290006,w-msc-215457,conus marmoreus
290006,slb-100616,conus martensi
290006,w-msc-389713,conus mcbridei
290006,slb-178962,conus melvilli
290006,w-msc-215479,conus miles
290006,w-msc-428207,conus milesi
290006,w-msc-215533,conus miliaris
290006,w-msc-215532,conus milneedwardsi
290006,w-msc-467678,conus miniexcelsus
290006,w-msc-215467,conus mitratus
290006,w-msc-215487,conus moluccensis
290006,w-msc-215542,conus monachus
290006,w-msc-428212,conus monile
290006,w-msc-215428,conus moreleti
290006,w-msc-428213,conus muriculatus
290006,w-msc-420216,conus mus
290006,w-msc-215435,conus musicus
290006,w-msc-215445,conus mustelinus
290006,w-msc-215452,conus nanus
290006,w-msc-428947,conus nielsenae
290006,w-msc-215555,conus nucleus
290006,w-msc-215434,conus nussatella
290006,w-msc-215476,conus obscurus
290006,w-msc-215498,conus omaria
290006,w-msc-428233,conus parius
290006,w-msc-420217,conus patae
290006,w-msc-215500,conus pennaceus
290006,w-msc-215454,conus pertusus
290006,w-msc-215475,conus planorbis
290006,w-msc-428244,conus poormani
290006,w-msc-428247,conus praecellens
290006,w-msc-215492,conus pulicarius
290006,w-msc-428255,conus purpurascens
290006,w-msc-215439,conus quercinus
290006,w-msc-428259,conus radiatus
290006,w-msc-215458,conus rattus
290006,w-msc-420220,conus regius
290006,w-msc-215537,conus retifer
290006,w-msc-420221,conus riosi
290006,w-msc-428347,conus salzmanni
290006,w-msc-215478,conus sanguinolentus
290006,w-msc-428995,conus sculletti
290006,w-msc-420222,conus sennottorum
290006,w-msc-215432,conus spectrum
290006,w-msc-215451,conus sponsalis
290006,w-msc-420223,conus spurius
290006,w-msc-428363,conus stercusmuscarum
290006,w-msc-420225,conus stimpsoni
290006,w-msc-215543,conus striatellus
290006,w-msc-215466,conus striatus
290006,w-msc-215483,conus sugillatus
290006,w-msc-428372,conus sulcatus
290006,w-msc-428373,conus sulcocastaneus
290006,w-msc-428375,conus suratensis
290006,w-msc-428376,conus suturatus
290006,w-msc-428377,conus swainsoni
290006,w-msc-215488,conus tenuistriatus
290006,w-msc-215550,conus terebra
290006,w-msc-215519,conus tessulatus
290006,w-msc-215529,conus textile
290006,w-msc-428387,conus thomae
290006,w-msc-215503,conus tulipa
290006,w-msc-215511,conus varius
290006,w-msc-580226,conus vautieri
290006,w-msc-215516,conus vexillum
290006,w-msc-429012,conus vicweei
290006,w-msc-428349,conus villepinii
290006,w-msc-420226,conus villepinii
290006,w-msc-428404,conus viola
290006,w-msc-215569,conus virgo
290006,w-msc-429011,conus visagenus
290006,w-msc-215444,conus vitulinus
290006,w-msc-428408,conus voluminalis
290006,w-msc-430441,conus wallangra
290006,w-msc-428410,conus wittigi
290006,w-msc-567139,conus zandbergeni
290006,w-msc-428415,conus zapatosensis
290006,w-msc-215502,conus zeylanicus
290006,w-msc-598173,copulabyssia gradata
290006,w-msc-419932,coralliophila aberrans
290006,w-msc-549921,coralliophila abnormis
290006,w-msc-234155,coralliophila aedonia
290006,w-msc-549927,coralliophila amirantium
290006,w-msc-549861,coralliophila bulbiformis
290006,w-msc-419933,coralliophila caribaea
290006,w-msc-208121,coralliophila clathrata
290006,w-msc-208124,coralliophila costularis
290006,w-msc-208126,coralliophila erosa
290006,w-msc-419934,coralliophila galea
290006,w-msc-549862,coralliophila latilirata
290006,w-msc-549950,coralliophila mitraeforma
290006,w-msc-549942,coralliophila monodonta
290006,w-msc-208127,coralliophila radula
290006,w-msc-139401,coralliophila richardi
290006,w-msc-419936,coralliophila scalariformis
290006,w-msc-549943,coralliophila sertata
290006,w-msc-549949,coralliophila solutistoma
290006,w-msc-208123,coralliophila squamosissima
290006,w-msc-388510,coralliophila suduirauti
290006,w-msc-208125,coralliophila violacea
290006,slb-117265,coralliophila violacea
290006,w-msc-535658,corambe lucea
290006,w-msc-139407,corambe obscura
290006,w-msc-433399,cordieria rouaultii
290006,w-msc-139233,corinnaeturris leucomata
290006,slb-71920,cornisepta acuminata
290006,w-msc-420559,corolla ovata
290006,slb-180120,coronium acanthodes
290006,w-msc-399129,coronium coronatum
290006,slb-77553,coryphella verrucosa
290006,slb-104247,coryphella verta
290006,slb-108934,coryphellina poenicia
290006,slb-94131,coryphellina rubrolineata
290006,w-msc-511687,cosmioconcha helenae
290006,w-msc-419992,cosmioconcha nitens
290006,w-msc-389908,cosmioconcha rikae
290006,w-msc-532666,costaclis egregia
290006,w-msc-160222,costoanachis avara
290006,slb-73850,costoanachis catenata
290006,w-msc-419993,costoanachis floridana
290006,slb-73805,costoanachis floridana
290006,slb-73808,costoanachis hotessieriana
290006,w-msc-419995,costoanachis scutulata
290006,w-msc-419996,costoanachis semiplicata
290006,w-msc-532668,costoanachis sertulariarum
290006,w-msc-419997,costoanachis similis
290006,w-msc-419998,costoanachis sparsa
290006,slb-73824,costoanachis translirata
290006,w-msc-746844,crassicantharus noumeensis
290006,w-msc-432643,crassispira affinis
290006,w-msc-432640,crassispira apicata
290006,slb-176922,crassispira chazaliei
290006,w-msc-420267,crassispira cubana
290006,w-msc-420269,crassispira fuscescens
290006,w-msc-420270,crassispira nigrescens
290006,w-msc-433422,crassispira pellisphocae
290006,w-msc-420271,crassispira premorra
290006,w-msc-534062,cratena lineata
290006,w-msc-156811,cratena pilata
290006,w-msc-599286,cratena simba
290006,w-msc-572177,crepidula adunca
290006,w-msc-532683,crepidula argentina
290006,w-msc-419702,crepidula atrasolea
290006,w-msc-389784,crepidula carioca
290006,w-msc-160228,crepidula convexa
290006,w-msc-419703,crepidula depressa
290006,w-msc-138963,crepidula fornicata
290006,w-msc-419704,crepidula maculosa
290006,w-msc-160230,crepidula plana
290006,w-msc-532686,crepidula protea
290006,w-msc-387736,crepidula ustulatulina
290006,w-msc-234137,crepipatella dilatata
290006,w-msc-139034,creseis acicula
290006,w-msc-390545,creseis conica
290006,w-msc-139035,creseis virgula
290006,w-msc-396627,cribrarula cribraria
290006,w-msc-567602,cribrarula cumingii
290006,w-msc-529735,cribrarula gaskoini
290006,w-msc-531251,crimora multidigitalis
290006,w-msc-534009,crosslandia viridis
290006,w-msc-419705,crucibulum auricula
290006,w-msc-160233,crucibulum striatum
290006,w-msc-420329,cryoturris adamsii
290006,w-msc-420330,cryoturris cerinella
290006,slb-74126,cryoturris citronella
290006,w-msc-420331,cryoturris fargoi
290006,w-msc-420332,cryoturris quadrilineata
290006,w-msc-420395,cryptogemma periscelida
290006,w-msc-140525,cryptonatica affinis
290006,w-msc-140526,cryptonatica bathybii
290006,w-msc-473707,cryptospira fischeri
290006,w-msc-367566,curtitoma conoidea
290006,w-msc-160238,curtitoma hebes
290006,w-msc-160240,curtitoma incisula
290006,w-msc-433471,curtitoma novajasemljensis
290006,w-msc-160246,curtitoma trevelliana
290006,slb-176618,curtitoma trevelliana
290006,w-msc-160248,curtitoma violacea
290006,w-msc-141630,cuthona perca
290006,w-msc-532258,cuthona tina
290006,w-msc-156708,cuthona veronicae
290006,w-msc-246651,cuvierina cancapae
290006,w-msc-449951,cyathermia naticoides
290006,w-msc-419477,cyclostrema amabile
290006,w-msc-419478,cyclostrema cancellatum
290006,w-msc-419467,cyclostrema pompholyx
290006,w-msc-419480,cyclostrema tortuganum
290006,w-msc-419656,cyclostremiscus beauii
290006,w-msc-419657,cyclostremiscus cubanus
290006,w-msc-419658,cyclostremiscus dalli
