species,fe_code,n_spp,fe_id
willeysthenelais diplocirrus,MOBres_FECvhi_GENshort_TRPpri_LENlg_WCOLben,246,29
willeysthenelais foliosa,MOBres_FECvhi_GENshort_TRPpri_LENlg_WCOLben,246,29
willeysthenelais heterochela,MOBres_FECvhi_GENshort_TRPpri_LENlg_WCOLben,246,29
willeysthenelais horsti,MOBres_FECvhi_GENshort_TRPpri_LENlg_WCOLben,246,29
willeysthenelais suezensis,MOBres_FECvhi_GENshort_TRPpri_LENlg_WCOLben,246,29
willeysthenelais suluensis,MOBres_FECvhi_GENshort_TRPpri_LENlg_WCOLben,246,29
acentrogobius cenderawasih,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
antilligobius nikkiae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
asterropteryx atripes,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
asterropteryx bipunctata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
asterropteryx ensifera,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
asterropteryx profunda,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
asterropteryx spinosa,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
asterropteryx striata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
barbulifer ceuthoecus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
barbulifer enigmaticus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops amplus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops discus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops erythrops,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops isis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops loki,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops natans,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops nexus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops ridens,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops spongicolus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops tigris,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
bryaninops yongei,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
cabillus caudimacula,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
cabillus lacertops,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
cabillus nigromarginatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
cabillus nigrostigmus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
cabillus tongarevae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
callogobius bauchotae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
callogobius plumatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
callogobius snelliusi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
callogobius swifti,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
calumia godeffroyi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
chriolepis fisheri,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
coryogalops guttatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
coryogalops pseudomonospilus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
cryptopsilotris batrachodes,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
ctenogobiops formosa,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
didogobius janetarum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
discordipinna filamentosa,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
discordipinna griessingeri,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus atronasus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus cayman,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus centralis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus colini,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus digueti,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus dilepis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus evelynae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus figaro,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus gemmatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus genie,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus illecebrosus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus jarocho,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus limbaughi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus lobeli,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus lori,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus louisae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus macrodon,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus pallens,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus panamensis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus prochilos,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus puncticulatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus randalli,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus saucrus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus serranilla,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus tenox,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
elacatinus xanthiprora,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
feia dabra,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
feia nympha,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon acicularis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon albofasciatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon ater,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon atrangulatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon axillaris,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon bilineatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon brochus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon ceramensis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon fulvus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon fuscoruber,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon howsoni,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon irregularis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon micropus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon multilineatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon oculolineatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon okinawae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon prolixus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon quinquestrigatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon reticulatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon spilophthalmus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiodon winterbottomi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiopsis angustifrons,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiopsis aporia,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiopsis bravoi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobiopsis woodsi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
gobius salamansa,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
grallenia arenicola,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
grallenia lauensis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
grallenia rubrilineata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
hazeus maculipinna,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
hetereleotris apora,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
hetereleotris aurantiaca,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
hetereleotris caminata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
hetereleotris dorsovittata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
hetereleotris margaretae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
hetereleotris tentaculata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
hetereleotris zanzibarensis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
lotilia graciliosa,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
lotilia klausewitzi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
lubricogobius dinah,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
luposicya lupus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
mahidolia paucipora,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
myersina balteata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
opua nephodes,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
palutrus pruinosa,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
palutrus pusillus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
palutrus reticularis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
paragobiodon echinocephalus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
paragobiodon kasaii,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
paragobiodon lacunicolus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
paragobiodon melanosoma,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
paragobiodon modestus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
paragobiodon xanthosoma,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis agrena,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis ailina,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis anthioides,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis boreus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis compita,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis cyanocephala,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis dawsoni,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis fallacincta,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis farcimen,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis hipoliti,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis inhaca,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis kappa,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis latifascima,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis limbatosquamis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis melanops,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis nocturna,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis nuchifasciata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis pallidicincta,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis semidoliata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis triops,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
priolepis vexilla,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
psammogobius pisinnus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
psilotris alepis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
psilotris laetarii,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
psilotris laurae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
psilotris vantasselli,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
risor ruber,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
thalasseleotris adela,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
thalasseleotris iota,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius digueti,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius dilepis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius gemmatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius harveyi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius janssi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius nesiotes,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius panamensis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius puncticulatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius redimiculus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius rubrigenis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius saucrus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tigrigobius zebrellus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tomiyamichthys gomezi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tomiyamichthys nudus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tomiyamichthys praealta,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tomiyamichthys stuarti,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma abyssum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma agrena,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma annosum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma anthrenum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma aturirii,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma avidori,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma barralli,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma bathum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma benjamini,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma blematium,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma caesiura,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma capostriatum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma caudomaculatum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma chledophilum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma christianeae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma corallinum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma emeryi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma erwani,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma fangi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma filamentosus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma finistrinum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma fishelsoni,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma flammeum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma flavicaudatum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma fucatum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma gigantum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma grammistes,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma hamartium,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma hayashii,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma hoesei,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma insularum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma irinae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma kalum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma kardium,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma kitrinum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma lutea,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma luteum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma macrophthalmum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma macrophthalmus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma maiandros,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma marinae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma meityae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma mendelssohni,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma meranyx,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma meristum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma multiclitellum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma nauagium,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma naudei,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma necopinum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma nomurai,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma okinawae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma pajama,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma pentherum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma preclarum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma putrai,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma quadrimaculatum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma randalli,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma readerae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma rubromaculatum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma sanguinellum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma sheppardi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma striatum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma tauroculum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma trioculatum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma ukkriti,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma unisquame,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma wangunui,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma winterbottomi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma xanthum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma yanagitai,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma yoshinoi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
trimma zurae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tryssogobius colini,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tryssogobius longipes,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
tryssogobius sarah,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLrf,240,31
achelia adelpha,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia alaskensis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia anomala,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia aspera,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia australiensis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia barnardi,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia besnardi,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia bituberculata,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia borealis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia boschi,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia brevicauda,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia brevirostris,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia bullosa,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia chelata,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia columnaris,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia communis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia crurispinifera,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia deodata,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia dohrni,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia echinata,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia fernandeziana,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia gracilipes,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia gracilis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia hariettae,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia hoekii,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia kiiensis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia kurilensis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia laevis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia lagena,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia lagenaria,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia langi,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia latifrons,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia megova,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia mixta,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia nana,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia neotenica,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia orientalis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia orpax,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia parvula,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia pribilofensis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia quadridentata,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia salebrosa,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia sawayai,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia scabra,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia segmentata,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia serratipalpis,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia setulosa,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia shepherdi,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia simplex,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia simplissima,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
achelia socors,MOBres_FECmed_GENshort_TRPter_LENvsm_WCOLben,237,32
