stressor,mean_imp,mean_imp_npp,iucn_sid,species
non-climate,0.07916899752836462,0.0763957907124873,NA,ostorhinchus septemstriatus
climate,0.2217881783290922,0.21936651922005698,NA,ostorhinchus spilurus
non-climate,0.0935142611767669,0.08811683148996709,NA,ostorhinchus spilurus
climate,0.19527065931437693,0.19668813775452995,NA,ostorhinchus taeniophorus
non-climate,0.0924230342651802,0.09317901141480997,NA,ostorhinchus taeniophorus
climate,0.22042445821493376,0.22358398456856304,NA,ostorhinchus unitaeniatus
non-climate,0.041115457384259715,0.02285970708379357,NA,ostorhinchus unitaeniatus
climate,0.1323208938389962,0.09859176653038206,NA,ostorhinchus victoriae
non-climate,0.1247644297194417,0.09530258000845905,NA,ostorhinchus victoriae
climate,0.20066481267558278,0.2120006379766576,NA,ostorhinchus wassinki
non-climate,0.08316651433709493,0.07203115811789078,NA,ostorhinchus wassinki
climate,0.15824073043300727,0.1750479331323624,NA,ostracion cubicus
non-climate,0.0812675535452382,0.08779901643146465,NA,ostracion cubicus
climate,0.14928156834277542,0.1448942875134744,NA,ostracion cyanurus
non-climate,0.09865683537079999,0.08908142796857542,NA,ostracion cyanurus
climate,0.15559148718712143,0.15379624880086276,NA,ostracion meleagris
non-climate,0.08926193234639547,0.08128599262517311,NA,ostracion meleagris
climate,0.15541397517593966,0.1794842995312369,NA,ostracion rhinorhynchos
non-climate,0.05473537717988817,0.06961562294732171,NA,ostracion rhinorhynchos
climate,0.15623245668728813,0.1562955958102269,NA,ostracion solorense
non-climate,0.09162303635607301,0.077129901997832,NA,ostracion solorense
climate,0.2298105273180253,0.03305672278908866,NA,ostracion whitleyi
non-climate,0.06840758049415237,0.00628025770823746,NA,ostracion whitleyi
climate,0.05865324468492917,0.028414221140231063,NA,ostracoberyx dorygenys
non-climate,0.06366115692866146,0.01705668363226876,NA,ostracoberyx dorygenys
climate,0.06120566647738561,0.036068972731220304,NA,ostracoberyx paxtoni
non-climate,0.05129137388167414,0.013102176615056811,NA,ostracoberyx paxtoni
climate,0.1437609147371351,0.1401952471185704,NA,othos dentex
non-climate,0.016100254305463944,0.01725583053419398,NA,othos dentex
climate,0.17458258685042885,0.2617643099790097,NA,otolithes cuvieri
non-climate,0.09428197880352511,0.13563462154954564,NA,otolithes cuvieri
climate,0.15092701053292654,0.227308394113559,NA,otolithes ruber
non-climate,0.08611212488410595,0.13457613466480436,NA,otolithes ruber
climate,0.1532447112511647,0.2278479462878926,NA,otolithoides biauritus
non-climate,0.20628677862353284,0.3345778516856308,NA,otolithoides biauritus
climate,0.12696157378413564,0.16764190927514144,NA,otolithoides pama
non-climate,0.11444542873081738,0.14066002570123884,NA,otolithoides pama
climate,0.2543267722599725,0.11406868112523325,NA,otophidium dormitator
non-climate,0.07156890997429849,0.030238868913495053,NA,otophidium dormitator
climate,0.32781954577589256,0.2871995775892542,NA,otophidium omostigma
non-climate,0.0907725574407918,0.06955610109579356,NA,otophidium omostigma
climate,0.2515591598472424,0.20606213124649556,NA,otopleura mitralis
non-climate,0.05549946300067263,0.04238122698374936,NA,otopleura mitralis
climate,0.2536095454678485,0.14986071260946526,NA,ougia tenuidentis
non-climate,0.01687619031101736,0.011829452616814427,NA,ougia tenuidentis
climate,0.29788229412325795,0.09663230810218762,NA,ova canalifera
non-climate,0.13546208420907216,0.0447439586355249,NA,ova canalifera
climate,0.3653306692286176,0.2812794014277201,NA,ovalipes floridanus
non-climate,0.09351187537243552,0.06456195867637937,NA,ovalipes floridanus
climate,0.21042976735988722,0.24208280460580428,NA,ovalipes ocellatus
non-climate,0.08796351780049348,0.105952017976736,NA,ovalipes ocellatus
climate,0.23646762591877152,0.32104436112021717,NA,ovalipes trimaculatus
non-climate,0.07916079077340718,0.1221723565253436,NA,ovalipes trimaculatus
climate,0.23126621064672234,0.24460508458446817,NA,ovatipsa chinensis
non-climate,0.08886235450822835,0.09178111009324148,NA,ovatipsa chinensis
climate,0.23982387883725687,0.2319301464701519,NA,ovula costellata
non-climate,0.05695574156546306,0.05028349424024444,NA,ovula costellata
climate,0.22948725652585486,0.22708001764849134,NA,ovula ovum
non-climate,0.08874580432604136,0.0853772080430347,NA,ovula ovum
climate,0.23131885107214484,0.2567452938578685,NA,owenia fusiformis
non-climate,0.0797681871967199,0.09728320823014255,NA,owenia fusiformis
climate,0.15244404094581773,0.10643643055840961,NA,owstonia sibogae
non-climate,0.08142149636847532,0.04852569533426606,NA,owstonia sibogae
climate,0.15681893328127697,0.18463378383228088,NA,owstonia taeniosoma
non-climate,0.07307249791535866,0.076320278579953,NA,owstonia taeniosoma
climate,0.2170532032194918,0.18065395563241057,NA,owstonia weberi
non-climate,0.07717741206872265,0.0700141277790461,NA,owstonia weberi
climate,0.26218384038715914,0.2715526382239376,NA,oxycercichthys veliferus
non-climate,0.037029876404062224,0.011153216487708133,NA,oxycercichthys veliferus
climate,0.15718805368152705,0.17034722219849358,NA,oxycirrhites typus
non-climate,0.08443227805373169,0.08477429873336223,NA,oxycirrhites typus
climate,0.26194489795428266,0.27366419812130044,NA,oxyconger leptognathus
non-climate,0.05992276879244466,0.07249883515119902,NA,oxyconger leptognathus
climate,0.15647074636844796,0.16722488174605524,NA,oxydromus angustifrons
non-climate,0.033220600220485036,0.045127534594457806,NA,oxydromus angustifrons
climate,0.27789542171942105,0.38784422437151805,NA,oxylebius pictus
non-climate,0.09316105691113932,0.13972696540163698,NA,oxylebius pictus
climate,0.23252991599548356,0.19772545279173084,NA,oxymeris chlorata
non-climate,0.08281268500345217,0.0676614410368507,NA,oxymeris chlorata
climate,0.31261008025370896,0.313946958954033,NA,oxymeris crenulata
non-climate,0.10042366068243198,0.09401973085536035,NA,oxymeris crenulata
climate,0.2293804837183136,0.21302820482962306,NA,oxymeris dimidiata
non-climate,0.0829742694461095,0.07006164620039103,NA,oxymeris dimidiata
climate,0.2271160037339173,0.19238808080302652,NA,oxymeris felina
non-climate,0.0771074944431133,0.051463114468123676,NA,oxymeris felina
climate,0.1701558781976348,0.15595744734256559,NA,oxymonacanthus halli
non-climate,0.13897679989099176,0.10951077890690554,NA,oxymonacanthus halli
climate,0.15724227590606035,0.1605217771664211,NA,oxymonacanthus longirostris
non-climate,0.08694535171137162,0.07750688007850579,NA,oxymonacanthus longirostris
climate,0.2806599877234554,0.16012771635695255,NA,oxynoe antillarum
non-climate,0.07870935623583311,0.044765724607613515,NA,oxynoe antillarum
climate,0.2899174366246396,0.26725255532843767,NA,oxynoe viridis
non-climate,0.09104009369430921,0.09345772955031127,NA,oxynoe viridis
climate,0.16420950564911874,0.1606662474315954,NA,oxyporhamphus micropterus
non-climate,0.025479425459293277,0.024457354717606877,NA,oxyporhamphus micropterus
climate,0.17406216079090914,0.13909183129360989,NA,oxyporhamphus similis
non-climate,0.05630797846404983,0.0474714708752745,NA,oxyporhamphus similis
climate,0.4926209698225392,0.2474380792480839,NA,oxysmilia rotundifolia
non-climate,0.057681135217092755,0.0344776645908003,NA,oxysmilia rotundifolia
climate,0.16043411547402303,0.20003215010361106,NA,oxyurichthys auchenolepis
non-climate,0.07304457619379535,0.09136653082902438,NA,oxyurichthys auchenolepis
climate,0.15901206023680373,0.17890586683897447,NA,oxyurichthys cornutus
non-climate,0.06593870892455714,0.05803868026627448,NA,oxyurichthys cornutus
climate,0.1594959081730469,0.11390437463439143,NA,oxyurichthys lonchotus
non-climate,0.06327849875758261,0.03263290213840234,NA,oxyurichthys lonchotus
climate,0.15711534411173117,0.18627806689464532,NA,oxyurichthys microlepis
non-climate,0.08453230140047048,0.10499465879144546,NA,oxyurichthys microlepis
climate,0.15519842470280373,0.17083413208598683,NA,oxyurichthys ophthalmonema
non-climate,0.09139872036425763,0.09694021452055196,NA,oxyurichthys ophthalmonema
climate,0.1549717374058611,0.17326867101671567,NA,oxyurichthys papuensis
non-climate,0.09180400703497783,0.0954853420944207,NA,oxyurichthys papuensis
climate,0.19544774811598825,0.08909256739829573,NA,oxyurichthys stigmalophius
non-climate,0.05864659451463997,0.019540697890458217,NA,oxyurichthys stigmalophius
climate,0.15650684276232232,0.1765437486988256,NA,oxyurichthys tentacularis
non-climate,0.08337507412717529,0.08922094485122146,NA,oxyurichthys tentacularis
climate,0.33217118922070454,0.29795159136555627,NA,oxyurostylis lecroyae
non-climate,0.04536300338634751,0.04832375897441482,NA,oxyurostylis lecroyae
climate,0.32738129436336405,0.22766692056918694,NA,oxyurostylis smithi
non-climate,0.05688984655381919,0.05253023580821924,NA,oxyurostylis smithi
climate,0.21881274545184864,0.22938564957951646,NA,ozichthys albimaculosus
non-climate,0.04918601261978579,0.03350522330759939,NA,ozichthys albimaculosus
climate,0.19871582235188348,0.20772131110473122,NA,ozius guttatus
non-climate,0.08617169686081609,0.08280762940278037,NA,ozius guttatus
climate,0.2555725092503183,0.07113678721277014,NA,ozius reticulatus
non-climate,0.08308929654854175,0.018588638558232142,NA,ozius reticulatus
climate,0.22061379614089968,0.1863048947010086,NA,ozius rugulosus
non-climate,0.07776235276364284,0.05783279138083652,NA,ozius rugulosus
climate,0.1824821800286979,0.1862260413087852,NA,ozius truncatus
non-climate,0.10122719831854651,0.09654295588205573,NA,ozius truncatus
climate,0.18146185508242318,0.18271928451271421,NA,ozius tuberculosus
non-climate,0.09681996294428662,0.09501269354566598,NA,ozius tuberculosus
climate,0.12247561413461054,0.02919944923560796,NA,pachycara brachycephalum
non-climate,1.1726183209943918e-4,1.7582094053611564e-5,NA,pachycara brachycephalum
climate,0.07086092903961243,0.04029153605015674,NA,pachycara bulbiceps
non-climate,0.0050094043887147334,0.0017438016528925622,NA,pachycara bulbiceps
climate,0.06146833397957865,0.05194700788419284,NA,pachycara crassiceps
non-climate,0.007704342768514928,0.006469109473956314,NA,pachycara crassiceps
climate,0.13009485313931554,0.07325572621934788,NA,pachycara lepinium
non-climate,0.0037528967933171654,0.0023123147399622744,NA,pachycara lepinium
climate,0.061041444657340085,0.005880154334759443,NA,pachycara sulaki
non-climate,0.07628063728706791,0.0014977558466101474,NA,pachycara sulaki
climate,0.5314163404031168,0.6361604077332599,NA,pachycerianthus fimbriatus
non-climate,0.06909313973549717,0.10613606447737167,NA,pachycerianthus fimbriatus
climate,0.6664465263786856,0.41236981484744256,NA,pachycerianthus solitarius
non-climate,0.25557421806175834,0.16447392007108877,NA,pachycerianthus solitarius
climate,0.2608463790941398,0.13441792346714038,NA,pachycheles ackleianus
non-climate,0.06571910834717284,0.024243344266782586,NA,pachycheles ackleianus
climate,0.22246165300032308,0.1876938171816664,NA,pachycheles johnsoni
non-climate,0.07079466381311585,0.0427100741655194,NA,pachycheles johnsoni
climate,0.31732983921534463,0.22891699386827286,NA,pachycheles monilifer
non-climate,0.06922220405096775,0.04385514098116204,NA,pachycheles monilifer
climate,0.25210932586670853,0.24235992773249249,NA,pachycheles natalensis
non-climate,0.0747407517652549,0.06457124477183618,NA,pachycheles natalensis
climate,0.22622959593279166,0.13086289093597178,NA,pachycheles pilosus
non-climate,0.0696691829780423,0.032899852997544346,NA,pachycheles pilosus
climate,0.2156534100976106,0.20005963944049304,NA,pachycheles pisoides
non-climate,0.07616025893693724,0.06031571001563363,NA,pachycheles pisoides
climate,0.33460254392109307,0.19163580034596256,NA,pachycheles rugimanus
non-climate,0.06948230645051957,0.032365695142883205,NA,pachycheles rugimanus
climate,0.22780059261536115,0.25368416743480016,NA,pachycheles sculptus
non-climate,0.0791397821690731,0.08003708353670137,NA,pachycheles sculptus
climate,0.2036501427741748,0.11055306843480786,NA,pachycheles spinipes
non-climate,0.042950561417094184,0.006195884957893718,NA,pachycheles spinipes
climate,0.24569011608609959,0.2724261844565643,NA,pachycheles tomentosus
non-climate,0.12545392956705717,0.13949374222302352,NA,pachycheles tomentosus
climate,0.21159031645270907,0.3628184585614499,NA,pachycymbiola brasiliana
non-climate,0.14795736383802155,0.27074801184632813,NA,pachycymbiola brasiliana
climate,0.2573031792964705,0.2017112165366073,NA,pachygrapsus fakaravensis
non-climate,0.09598542002521014,0.07971179566389111,NA,pachygrapsus fakaravensis
climate,0.3656758027688416,0.45542664946397193,NA,pachygrapsus laevimanus
non-climate,0.08319018597584267,0.09321983515970494,NA,pachygrapsus laevimanus
climate,0.2859003895381191,0.10559310143499641,NA,pachygrapsus marmoratus
non-climate,0.20446732942882948,0.07424593813003458,NA,pachygrapsus marmoratus
climate,0.22993700633834466,0.22707281567391654,NA,pachygrapsus minutus
non-climate,0.08785910220010083,0.08183847870612714,NA,pachygrapsus minutus
climate,0.19877469833023914,0.17815557046708838,NA,pachygrapsus planifrons
non-climate,0.08431834976880517,0.0659254940880303,NA,pachygrapsus planifrons
climate,0.1981323816131371,0.18106255102563731,NA,pachygrapsus plicatus
non-climate,0.08497463902838119,0.06914303007851139,NA,pachygrapsus plicatus
climate,0.1881244327659498,0.1859040993309777,NA,pachymatisma johnstonia
non-climate,0.06276224149373127,0.07613218122791598,NA,pachymatisma johnstonia
climate,0.056840865324658554,0.04260745849214879,NA,pachystomias microdon
non-climate,0.020265368551958412,0.013135471759020936,NA,pachystomias microdon
climate,0.45528248967801455,0.7085669530103901,NA,pacifigorgia adamsii
non-climate,0.11322457313107787,0.2014831596618321,NA,pacifigorgia adamsii
climate,0.4029975794251135,0.5158049645059932,NA,paciocinebrina interfossa
non-climate,0.0907776608867683,0.1216198091469801,NA,paciocinebrina interfossa
climate,0.35438866251290085,0.5030360766025763,NA,paciocinebrina lurida
non-climate,0.0952122192067072,0.14472745180484947,NA,paciocinebrina lurida
climate,0.15473272727272727,0.04732818181818182,NA,paelopatides confundens
non-climate,0.21559,0.10659636363636364,NA,paelopatides confundens
climate,0.225995005736954,0.06933053082389774,NA,pagetopsis macropterus
non-climate,0.02405320913643277,0.005308230082985707,NA,pagetopsis macropterus
climate,0.20465929897754276,0.04846435920229212,NA,pagetopsis maculata
non-climate,0.01380360463098396,0.002836208514692289,NA,pagetopsis maculata
climate,0.24904715783857773,0.07725018322618195,NA,pagonana rostrata
non-climate,0.007209865382646325,0.002364749438196192,NA,pagonana rostrata
climate,0.4216771375577277,0.2528870516972829,NA,pagothenia borchgrevinki
non-climate,0.009215352770662493,0.008351465823200033,NA,pagothenia borchgrevinki
climate,0.4695278056025268,0.26888715383541983,NA,pagothenia brachysoma
non-climate,0.007099064512189776,0.007066227635689848,NA,pagothenia brachysoma
climate,0.25218958371935024,0.27545152553887964,NA,paguristes acanthomerus
non-climate,0.16383915138039654,0.18085012352541535,NA,paguristes acanthomerus
climate,0.236905159028042,0.10569655413534608,NA,paguristes cadenati
non-climate,0.0650979793721143,0.021591445494462555,NA,paguristes cadenati
climate,0.2839542050788347,0.0789231207225296,NA,paguristes eremita
non-climate,0.23700871695554615,0.05831938820232927,NA,paguristes eremita
climate,0.22601320653598347,0.1482966181722874,NA,paguristes erythrops
non-climate,0.06792259937175069,0.03620220552280436,NA,paguristes erythrops
climate,0.23993319510950523,0.08547531428954327,NA,paguristes hernancortezi
non-climate,0.06357910328902268,0.014612657144771635,NA,paguristes hernancortezi
climate,0.24270781136211503,0.0769071949272857,NA,paguristes inconstans
non-climate,0.06534392796981087,0.012841776332727688,NA,paguristes inconstans
climate,0.23927361709281098,0.09132832133310288,NA,paguristes limonensis
non-climate,0.06645920000568245,0.017287220642448378,NA,paguristes limonensis
climate,0.2682598247344771,0.10187873410275282,NA,paguristes lymani
non-climate,0.07907337115225753,0.01946581027584547,NA,paguristes lymani
climate,0.21825685933315933,0.10563422271202498,NA,paguristes moorei
non-climate,0.06381764643330144,0.021340717109905937,NA,paguristes moorei
climate,0.20298937667342287,0.16977300844987508,NA,paguristes palythophilus
non-climate,0.0786756664296048,0.058188863024041214,NA,paguristes palythophilus
climate,0.19922628093914085,0.12028895223109841,NA,paguristes puniceus
non-climate,0.04463057374002046,0.030102932919749772,NA,paguristes puniceus
climate,0.2600998300723234,0.1372177068716554,NA,paguristes sericeus
non-climate,0.06273821475773561,0.023645121515574043,NA,paguristes sericeus
climate,0.23240416979090767,0.10333407610069345,NA,paguristes spinipes
non-climate,0.06604392726872774,0.02100021997476636,NA,paguristes spinipes
climate,0.22802628078914083,0.14608300517661785,NA,paguristes tortugae
non-climate,0.0658867207364619,0.03264568772737349,NA,paguristes tortugae
climate,0.29916861252910953,0.15678013982482286,NA,paguristes triangulatus
non-climate,0.0641138469816026,0.026303229405463927,NA,paguristes triangulatus
climate,0.29806412523222053,0.41545339403025217,NA,paguristes ulreyi
non-climate,0.10950330628867229,0.1423406830395609,NA,paguristes ulreyi
climate,0.34306789424751705,0.26409077093646266,NA,paguristes versus
non-climate,0.10542418823716583,0.07759593575833307,NA,paguristes versus
climate,0.20305243858405692,0.21579491579329002,NA,pagurixus anceps
non-climate,0.08461702564793834,0.08747633574899914,NA,pagurixus anceps
climate,0.20200609779853596,0.17869522081485706,NA,pagurixus maorus
non-climate,0.07090647744082823,0.04848324511143137,NA,pagurixus maorus
climate,0.21490611017169303,0.19419554203315914,NA,pagurixus nomurai
non-climate,0.0625143338965084,0.04633719056914475,NA,pagurixus nomurai
climate,0.21955782051084993,0.18385407992922784,NA,pagurixus ruber
non-climate,0.07830705543112389,0.05976046194237439,NA,pagurixus ruber
climate,0.22375246048855585,0.11914435377488726,NA,pagurojacquesia polymorpha
non-climate,0.08297375943686955,0.036542007490929174,NA,pagurojacquesia polymorpha
climate,0.1973681043296691,0.10760663092107667,NA,paguropsina inermis
non-climate,0.08122518165447346,0.040623659764275476,NA,paguropsina inermis
climate,0.1978434369973294,0.1065375736165869,NA,paguropsina pistillata
non-climate,0.07446716034181541,0.036683735489045514,NA,paguropsina pistillata
climate,0.19804252331675398,0.19459207226605021,NA,paguropsis andersoni
non-climate,0.08101739511338131,0.07207523043728362,NA,paguropsis andersoni
climate,0.1986224890631959,0.16033403142824507,NA,paguropsis confusa
non-climate,0.07007515179168658,0.049283744821056255,NA,paguropsis confusa
climate,0.2134739305946606,0.09061924188673114,NA,paguropsis lacinia
non-climate,0.05149375023433273,0.009209439011892497,NA,paguropsis lacinia
climate,0.2024219192416139,0.12746151615546716,NA,paguropsis typica
non-climate,0.07073203186299551,0.03695843668391355,NA,paguropsis typica
climate,0.2591898513457998,0.14154083806277862,NA,pagurus alatus
non-climate,0.12244425543569222,0.04690758638528369,NA,pagurus alatus
climate,0.24418474425832426,0.1934505915875395,NA,pagurus annulipes
non-climate,0.07174207184214747,0.04790441209000868,NA,pagurus annulipes
climate,0.2270041345658148,0.1403667986954883,NA,pagurus brevidactylus
non-climate,0.06966324204460614,0.03453596689797606,NA,pagurus brevidactylus
climate,0.32261035378644515,0.13470728421592842,NA,pagurus bullisi
non-climate,0.06608146291274879,0.017468147130157586,NA,pagurus bullisi
climate,0.23015461958686526,0.13492240799217595,NA,pagurus carolinensis
non-climate,0.06635349344126974,0.02976688159029928,NA,pagurus carolinensis
climate,0.30618128743807077,0.410276807816465,NA,pagurus comptus
non-climate,0.09733883547100762,0.11674930345768095,NA,pagurus comptus
climate,0.2046517661278868,0.218547108347947,NA,pagurus criniticornis
non-climate,0.10731289831756231,0.10415434274643122,NA,pagurus criniticornis
climate,0.06929358320896768,0.029150476086034015,NA,pagurus curacaoensis
non-climate,0.04336590203641808,0.006071665609757261,NA,pagurus curacaoensis
climate,0.3351032061946511,0.20728824962321088,NA,pagurus defensus
non-climate,0.0720516022467858,0.03897939482395528,NA,pagurus defensus
climate,0.27266244641145565,0.08636123828329906,NA,pagurus excavatus
non-climate,0.2164527253602551,0.06132219588758558,NA,pagurus excavatus
climate,0.2716674789397397,0.15893255837315767,NA,pagurus forbesii
non-climate,0.13381407987830254,0.05334794563797879,NA,pagurus forbesii
climate,0.19905118868205562,0.18345872696095153,NA,pagurus hirtimanus
non-climate,0.07301353133164407,0.05247223635377553,NA,pagurus hirtimanus
climate,0.34701934855102357,0.3034191876411111,NA,pagurus impressus
non-climate,0.11305114793950291,0.09539736403742179,NA,pagurus impressus
climate,0.23241300705632287,0.2867315024641025,NA,pagurus longicarpus
non-climate,0.11062649983942384,0.1365022899837876,NA,pagurus longicarpus
climate,0.2208347214286726,0.18225691175151218,NA,pagurus maclaughlinae
non-climate,0.08553642085778909,0.06587866387756933,NA,pagurus maclaughlinae
climate,0.2912485187343678,0.12347120031082294,NA,pagurus politus
non-climate,0.08359387520944124,0.032886929044947916,NA,pagurus politus
climate,0.23839398653527585,0.28487518184810773,NA,pagurus pollicaris
non-climate,0.12180730471902476,0.14561257725226182,NA,pagurus pollicaris
climate,0.06907014436176755,0.02044765123009314,NA,pagurus rotundimanus
non-climate,0.045855107946948886,0.005467587708658885,NA,pagurus rotundimanus
climate,0.16481013061115837,0.16332043425172016,NA,pagurus sinuatus
non-climate,0.10533863995416745,0.09670212901396388,NA,pagurus sinuatus
climate,0.2550838174925224,0.15511616613440102,NA,pagurus stimpsoni
non-climate,0.07002084782153684,0.03543059503473793,NA,pagurus stimpsoni
climate,0.3457884978426853,0.2689954754624075,NA,palaemon adspersus
non-climate,0.1559491534605061,0.10738685812101005,NA,palaemon adspersus
climate,0.33639362353108593,0.2573674400529822,NA,palaemon elegans
non-climate,0.18008851633525447,0.11055298161497075,NA,palaemon elegans
climate,0.3186445204397456,0.14696575823352853,NA,palaemon floridanus
non-climate,0.08547221750908336,0.04236191543263689,NA,palaemon floridanus
climate,0.3721933224322166,0.484780849526562,NA,palaemon longirostris
non-climate,0.14290268091417271,0.19703541848880102,NA,palaemon longirostris
climate,0.3368116879724442,0.30890669024233824,NA,palaemon mundusnovus
non-climate,0.1051951388238346,0.0869302106677812,NA,palaemon mundusnovus
climate,0.29491872898973814,0.16547433338493747,NA,palaemon northropi
non-climate,0.085869951086636,0.04149668904075254,NA,palaemon northropi
climate,0.3174278220634545,0.3247449586309324,NA,palaemon pugio
non-climate,0.1299753500111769,0.12995907728567987,NA,palaemon pugio
climate,0.2755542724890633,0.4051094033536884,NA,palaemon ritteri
non-climate,0.07613287314865709,0.09626930780293504,NA,palaemon ritteri
climate,0.3227501886080724,0.29851615536358067,NA,palaemon serratus
non-climate,0.16875488062036595,0.1363823781313578,NA,palaemon serratus
climate,0.28378026169761145,0.3568786704237403,NA,palaemon serrifer
non-climate,0.112120162404536,0.15342100245994983,NA,palaemon serrifer
climate,0.33605983482957297,0.33576365363074273,NA,palaemon vulgaris
non-climate,0.1210503485847624,0.12107160662352277,NA,palaemon vulgaris
climate,0.31078043693185653,0.0848090116939553,NA,palaemon xiphias
non-climate,0.22634080111679014,0.05853115078918335,NA,palaemon xiphias
climate,0.23217792978416055,0.22357887561900383,NA,palaemonella dolichodactylus
non-climate,0.06419698149990413,0.03882399410936228,NA,palaemonella dolichodactylus
climate,0.21146807175703333,0.3623792262750253,NA,palaemonella holmesi
non-climate,0.07199376434198333,0.10599304720518361,NA,palaemonella holmesi
climate,0.20209113956471345,0.1686936552019254,NA,palaemonella lata
non-climate,0.07040100848483292,0.04633998221195436,NA,palaemonella lata
climate,0.20010747500181625,0.1928987076664262,NA,palaemonella pottsi
non-climate,0.06603288911845885,0.044055866872378315,NA,palaemonella pottsi
climate,0.19946698946765185,0.21778571503339883,NA,palaemonella rotumana
non-climate,0.08458399105773286,0.08470757838688327,NA,palaemonella rotumana
climate,0.2190582195441609,0.2134564944622539,NA,palaemonella spinulata
non-climate,0.08009920013392408,0.06999050951967332,NA,palaemonella spinulata
climate,0.20203653409347969,0.1735399408257751,NA,palaemonella tenuipes
non-climate,0.07845828328719075,0.05688482861817757,NA,palaemonella tenuipes
climate,0.2284585733131202,0.10493575358009354,NA,palanana serrata
non-climate,9.682719302831173e-4,0.0010970461345444819,NA,palanana serrata
climate,0.18437100142600857,0.11572309004763119,NA,palatogobius paradoxus
non-climate,0.04840152051821402,0.02329451551254762,NA,palatogobius paradoxus
climate,0.26244432673195883,0.15757825985231638,NA,palinurus elephas
non-climate,0.13900432183395325,0.05809865108051315,NA,palinurus elephas
climate,0.28624050442046434,0.3394422198320274,NA,paliolla cooki
non-climate,0.13797707088323843,0.1399187529214268,NA,paliolla cooki
climate,0.3739283263441638,0.3906214769579871,NA,pallasina barbata
non-climate,0.13844012784433246,0.15294365134981813,NA,pallasina barbata
climate,0.19726704076129623,0.07222355567388233,NA,pallenopsis angusta
non-climate,0.014613353630925157,0.005514266339902744,NA,pallenopsis angusta
climate,0.10591662989114446,0.03932277875845837,NA,pallenopsis buphtalmus
non-climate,1.6282625141848442e-4,4.648951372252343e-5,NA,pallenopsis buphtalmus
climate,0.15927732369931857,0.04149001722914766,NA,pallenopsis hodgsoni
non-climate,1.373085567458969e-4,2.7727600617626195e-5,NA,pallenopsis hodgsoni
climate,0.2090369584922405,0.21459537370942444,NA,pallenopsis hoeki
non-climate,0.04195142439751239,0.04734787001926266,NA,pallenopsis hoeki
climate,0.3527287250734602,0.28729827689498755,NA,pallenopsis kupei
non-climate,0.0337638861153111,0.03353323538641485,NA,pallenopsis kupei
climate,0.15487045314507117,0.056876009106764276,NA,pallenopsis macronyx
non-climate,3.464382317003123e-4,1.267532087767485e-4,NA,pallenopsis macronyx
climate,0.02476322721793097,0.0332068580613475,NA,pallenopsis notiosa
non-climate,0.010813144617582713,0.015005357860427735,NA,pallenopsis notiosa
climate,0.3024231837163034,0.3383196032561563,NA,pallenopsis obliqua
non-climate,0.044225088728073056,0.06727738545515498,NA,pallenopsis obliqua
climate,0.16214995319070946,0.06036385431165576,NA,pallenopsis patagonica
non-climate,8.547921320764997e-4,3.2086406482962905e-4,NA,pallenopsis patagonica
climate,0.15413050889934266,0.04270074296066955,NA,pallenopsis pilosa
non-climate,4.268786776031034e-4,1.0980467913810298e-4,NA,pallenopsis pilosa
climate,0.3132234964999093,0.15716514730426148,NA,pallenopsis schmitti
non-climate,0.03940212936686923,0.017287553380734018,NA,pallenopsis schmitti
climate,0.2885941500327133,0.28870334809182235,NA,pallenopsis spinipes
non-climate,0.04243462351676933,0.04442568861100323,NA,pallenopsis spinipes
climate,0.15505228943429714,0.060319776420879746,NA,pallenopsis vanhoeffeni
non-climate,3.5521794990662125e-4,1.0795109869004887e-4,NA,pallenopsis vanhoeffeni
climate,0.6263128321073579,0.10898293358894746,NA,pallenopsis villosa
non-climate,1.826772802100481e-4,2.7975160974389965e-5,NA,pallenopsis villosa
climate,0.16057204650595916,0.16417705377163297,NA,pallenopsis virgata
non-climate,0.048578410838691445,0.05520390591008245,NA,pallenopsis virgata
climate,0.45569506415836397,0.46999248177084063,NA,palmadusta asellus
non-climate,0.16598710435336853,0.17409221404116662,NA,palmadusta asellus
climate,0.2686745552814437,0.2964892087540544,NA,palmadusta lentiginosa
non-climate,0.12297901362509438,0.14041669647251595,NA,palmadusta lentiginosa
climate,0.2713039983341399,0.3167047077428817,NA,palmadusta saulae
non-climate,0.09231885316780927,0.1100814804733431,NA,palmadusta saulae
climate,0.23086009157105433,0.2518114287206197,NA,palmadusta ziczac
non-climate,0.0791771464824435,0.08549068676820037,NA,palmadusta ziczac
climate,0.1529694195253578,0.1296989866043246,NA,palola siciliensis
non-climate,0.06783846949847468,0.06360344259493313,NA,palola siciliensis
climate,0.16132858708655162,0.1628246073701331,NA,palutrus scapulopunctatus
non-climate,0.07391218196931211,0.059144454503982875,NA,palutrus scapulopunctatus
climate,0.18549606754315143,0.26534219944649734,NA,pampus argenteus
non-climate,0.11297676819764493,0.17090167708372472,NA,pampus argenteus
climate,0.1900930806873846,0.25708369749748294,NA,pampus chinensis
non-climate,0.10922125453199429,0.16193723714110728,NA,pampus chinensis
climate,0.16609290627911932,0.18285174442939603,NA,pandaka pygmaea
non-climate,0.07263819948395112,0.07155297834258025,NA,pandaka pygmaea
climate,0.31248043403056536,0.4140034900579236,NA,pandalus borealis
non-climate,0.061521474744738555,0.07550267187699373,NA,pandalus borealis
