species,fe_code,n_spp,fe_id
paguristes fagei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes fecundus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes florae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes foresti,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes frontalis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes gamianus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes geminatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes gonagrus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes grayi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes haigae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes hernancortezi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes hokensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes holguinensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes holmesi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes hungaricus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes incomitatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes inconstans,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes insularis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes jalur,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes johnsoni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes jousseaumei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes kimberleyensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes lapillatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes laticlavus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes lauriei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes lewinsohni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes limonensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes longirostris,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes longisetosus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes luculentus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes lymani,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes maclaughlinae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes macrops,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes macrotrichus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes markhami,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes meloi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes mexicanus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes microphthalmus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes microps,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes miyakei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes moorei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes mundus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes ocellus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes oculiviolaceus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes oligotuberculatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes ortmanni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes ouachitensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes oxyacanthus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes palythophilus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes paraguanensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes parvus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes pauciparus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes perplexus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes perrieri,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes petalodactylus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes planatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes pugil,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes puncticeps,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes puniceus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes purpureantennatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes pusillus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes robustus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes rostralis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes rubropictus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes runyanae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes sanguinimanus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes sayi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes scarabinoi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes seminudus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes sericeus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes simplex,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes sinensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes skoogi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes spectabilis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes spinipes,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes squamosus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes starcki,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes streaensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes subequalis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes subpilosus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes substriatiformis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes sulcatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes syrtensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes tomentosus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes tortugae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes tosaensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes triangulatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes triangulopsis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes triton,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes turgidus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes versus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes wassi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes werdingi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes wheeleri,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes whitteni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes zebra,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguristes zhejiangensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguropsina inermis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguropsina pistillata,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguropsis andersoni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguropsis confusa,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguropsis gigas,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguropsis lacinia,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
paguropsis typica,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
parabetaeus acanthus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
parabetaeus culliereti,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
parabetaeus euryone,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
parabetaeus hummelincki,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
petrochirus californiensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
petrochirus diogenes,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
petrochirus pustulatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops amnicus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops darwiniensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops galle,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops hanleyi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops haugi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops johnsoni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops kisi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops miyai,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops monodi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops nazgul,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops palawensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops pininsulae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops pylorus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops tigger,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
potamalpheops tyrymembe,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
prionalpheus brachytomeus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
prionalpheus fissipes,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
prionalpheus gomezi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
prionalpheus mortoni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
prionalpheus nayaritae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
prionalpheus sulu,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
prionalpheus triarticulatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes araeos,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes asper,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes bicolor,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes bollandi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes calliopsis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes hians,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes invisisacculus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes janetkae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes kuekenthali,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes laurentae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes marocanus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes mclaughlinae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes pachydactylus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
pseudopaguristes shidarai,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
racilius compressus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
richalpheus palmeri,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
rugathanas verrucosus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus alpheophilus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus alvarezi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus antricola,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus armatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus arubae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus auroculatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus babai,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus brevirostris,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus brucei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus bruni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus caboverdensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus camaroncito,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus carvachoi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus cavicolus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus chadwickae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus colinorum,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus cristatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus degravei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus depressus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus durisi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus erasimorum,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus excavatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus falcidactylus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus gracilipes,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus hilarulus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus hispaniolensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus ikaros,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus inconspicuus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus jarli,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus kekovae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus komaii,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus latirostris,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus malagensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus mauiensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus nhatrangensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus ortmanni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus paulayi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus pinguis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus poupini,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus pusillus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus rashedi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus rocas,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus rostratus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus saotomensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus seticheles,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus setosus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus sibogae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus singaporensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus singularis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus sketi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus tafaongae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus teres,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus tiburon,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus tricristatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus venustus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus wehrtmanni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
salmoneus yoyo,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
strigopagurus bilineatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
strigopagurus boreonotus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
strigopagurus elongatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
strigopagurus poupini,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
strigopagurus strigimanus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus africanus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus agelas,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus albatrossi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus amabilis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus amintae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus anasimus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus anceps,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus ancistrorhynchus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus androsi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus ankeri,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus antenor,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus antillensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus apioceros,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus arostris,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus bannerorum,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus barahonensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus belizensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus bispinosus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus bituberculatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus biunguiculatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus bocas,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus bousfieldi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus bradleyi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus brevicarpus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus brevidactylus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus brevifrons,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus brevrostrus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus brooksi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus carinatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus carpenteri,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus cayoneptunus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus chacei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus comatularum,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus congoensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus corallinus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus coutierei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus cretoculatus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus crosnieri,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus curacaoensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus dardeaui,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus demani,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus digueti,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus disparodigitus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus dominicensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus dorae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus duffyi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus echinus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus elizabethae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus filidigitus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus fossor,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus fritzmuelleri,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus gambarelloides,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus goodei,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus gracilirostris,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus haddoni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus harpagatrus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus heardi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus hemphilli,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus herdmaniae,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus heroni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus herricki,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus hilarulus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus hoetjesi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus idios,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus iocasta,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus iphinoe,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus irie,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus jedanensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus jejuensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus jinqingensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus kensleyi,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus kuadramanus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus kusaiensis,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus lani,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus liui,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus lockingtoni,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
synalpheus lophodactylus,MOBmig_FEChi_GENshort_TRPsec_LENvsm_WCOLben,664,14
