name,rank,trait,trait_value,trait_prob
rostanga bifurcata,species,thermal_tolerance_range,7.5-10C,1
rostanga calumus,species,thermal_tolerance_range,5-7.5C,1
sclerodoris tarka,species,thermal_tolerance_range,0-2.5C,1
thordisa verrucosa,species,thermal_tolerance_range,5-7.5C,1
marianina rosea,species,thermal_tolerance_range,7.5-10C,1
doto ostenta,species,thermal_tolerance_range,5-7.5C,1
caldukia affinis,species,thermal_tolerance_range,5-7.5C,1
burnaia helicochorda,species,thermal_tolerance_range,5-7.5C,1
cerberilla incola,species,thermal_tolerance_range,5-7.5C,1
phyllodesmium macphersonae,species,thermal_tolerance_range,10-15C,1
wunderpus photogenicus,species,thermal_tolerance_range,0-2.5C,1
thaumoctopus mimicus,species,thermal_tolerance_range,2.5-5C,1
phyllodoce groenlandica,species,thermal_tolerance_range,>15C,1
exogone occidentalis,species,thermal_tolerance_range,7.5-10C,1
nereis callaona,species,thermal_tolerance_range,>15C,1
perinereis vancaurica,species,thermal_tolerance_range,5-7.5C,1
glycera longipinnis,species,thermal_tolerance_range,2.5-5C,1
nephtys cryptomma,species,thermal_tolerance_range,0-2.5C,1
scoletoma fragilis,species,thermal_tolerance_range,10-15C,1
kinbergonuphis virgata,species,thermal_tolerance_range,2.5-5C,1
spiophanes kroyeri,species,thermal_tolerance_range,5-7.5C,1
tapes platyptycha,species,thermal_tolerance_range,7.5-10C,1
clementia papyracea,species,thermal_tolerance_range,5-7.5C,1
parapholas quadrizonata,species,thermal_tolerance_range,7.5-10C,1
jouannetia cumingi,species,thermal_tolerance_range,5-7.5C,1
myadora antipodum,species,thermal_tolerance_range,5-7.5C,1
myadora novaezelandiae,species,thermal_tolerance_range,5-7.5C,1
myadora subrostrata,species,thermal_tolerance_range,5-7.5C,1
megalasma striatum,species,thermal_tolerance_range,10-15C,1
octolasmis orthogonia,species,thermal_tolerance_range,7.5-10C,1
marphysa stragulum,species,thermal_tolerance_range,7.5-10C,1
striatobalanus tenuis,species,thermal_tolerance_range,5-7.5C,1
solidobalanus maldivensis,species,thermal_tolerance_range,5-7.5C,1
nicomache antillensis,species,thermal_tolerance_range,2.5-5C,1
polycirrus arcticus,species,thermal_tolerance_range,7.5-10C,1
hypsicomus phaeotenia,species,thermal_tolerance_range,10-15C,1
megalomma heterops,species,thermal_tolerance_range,2.5-5C,1
pseudovermilia fuscostriata,species,thermal_tolerance_range,2.5-5C,1
spirobranchus tetraceros,species,thermal_tolerance_range,7.5-10C,1
patelloida alticostata,species,thermal_tolerance_range,5-7.5C,1
patelloida conulus,species,thermal_tolerance_range,5-7.5C,1
patelloida heroldi,species,thermal_tolerance_range,10-15C,1
cellana grata,species,thermal_tolerance_range,7.5-10C,1
cellana karachiensis,species,thermal_tolerance_range,0-2.5C,1
cellana toreuma,species,thermal_tolerance_range,10-15C,1
patella pellucida,species,thermal_tolerance_range,2.5-5C,1
acoetes melanota,species,thermal_tolerance_range,2.5-5C,1
tellina perna,species,thermal_tolerance_range,7.5-10C,1
lioconcha fastigiata,species,thermal_tolerance_range,2.5-5C,1
tapes sulcarius,species,thermal_tolerance_range,2.5-5C,1
gari amethystus,species,thermal_tolerance_range,7.5-10C,1
limaria orientalis,species,thermal_tolerance_range,10-15C,1
timoclea costellifera,species,thermal_tolerance_range,5-7.5C,1
gari occidens,species,thermal_tolerance_range,5-7.5C,1
laevicardium attenuatum,species,thermal_tolerance_range,5-7.5C,1
laevicardium biradiatum,species,thermal_tolerance_range,5-7.5C,1
tucetona angusticosta,species,thermal_tolerance_range,2.5-5C,1
tucetona auriflua,species,thermal_tolerance_range,2.5-5C,1
melaxinaea vitrea,species,thermal_tolerance_range,5-7.5C,1
pteria lata,species,thermal_tolerance_range,5-7.5C,1
vulsella vulsella,species,thermal_tolerance_range,10-15C,1
isognomon legumen,species,thermal_tolerance_range,5-7.5C,1
excellichlamys histrionica,species,thermal_tolerance_range,7.5-10C,1
decatopecten strangei,species,thermal_tolerance_range,5-7.5C,1
spondylus albibarbatus,species,thermal_tolerance_range,10-15C,1
spondylus victoriae,species,thermal_tolerance_range,2.5-5C,1
spondylus wrightianus,species,thermal_tolerance_range,5-7.5C,1
lima nimbifer,species,thermal_tolerance_range,10-15C,1
ctenoides annulatus,species,thermal_tolerance_range,2.5-5C,1
plicatula australis,species,thermal_tolerance_range,5-7.5C,1
lamellolucina dentifera,species,thermal_tolerance_range,2.5-5C,1
cardiolucina semperiana,species,thermal_tolerance_range,2.5-5C,1
cardita crassicosta,species,thermal_tolerance_range,10-15C,1
vepricardium multispinosum,species,thermal_tolerance_range,5-7.5C,1
nemocardium bechei,species,thermal_tolerance_range,5-7.5C,1
ctenocardia fornicata,species,thermal_tolerance_range,2.5-5C,1
vasticardium elongatum,species,thermal_tolerance_range,2.5-5C,1
vasticardium flavum,species,thermal_tolerance_range,5-7.5C,1
vasticardium pectiniforme,species,thermal_tolerance_range,2.5-5C,1
vasticardium angulatum,species,thermal_tolerance_range,2.5-5C,1
vasticardium assimile,species,thermal_tolerance_range,0-2.5C,1
lunulicardia retusa,species,thermal_tolerance_range,5-7.5C,1
lyrocardium lyratum,species,thermal_tolerance_range,5-7.5C,1
lutraria australis,species,thermal_tolerance_range,5-7.5C,1
tellina inflata,species,thermal_tolerance_range,5-7.5C,1
pinguitellina pinguis,species,thermal_tolerance_range,5-7.5C,1
macoma candida,species,thermal_tolerance_range,5-7.5C,1
semele casta,species,thermal_tolerance_range,5-7.5C,1
semele lamellosa,species,thermal_tolerance_range,2.5-5C,1
semele duplicata,species,thermal_tolerance_range,5-7.5C,1
gari pulcherrima,species,thermal_tolerance_range,5-7.5C,1
gari maculosa,species,thermal_tolerance_range,5-7.5C,1
antigona chemnitzii,species,thermal_tolerance_range,5-7.5C,1
antigona lamellaris,species,thermal_tolerance_range,5-7.5C,1
solidobalanus auricoma,species,thermal_tolerance_range,10-15C,1
laternula anatina,species,thermal_tolerance_range,7.5-10C,1
hemilamprops pellucidus,species,thermal_tolerance_range,0-2.5C,1
zenatia acinaces,species,thermal_tolerance_range,5-7.5C,1
leocrates claparedii,species,thermal_tolerance_range,7.5-10C,1
modiolus areolatus,species,thermal_tolerance_range,7.5-10C,1
xenostrobus pulex,species,thermal_tolerance_range,2.5-5C,1
modiolarca impacta,species,thermal_tolerance_range,2.5-5C,1
musculus cumingianus,species,thermal_tolerance_range,7.5-10C,1
trichomusculus barbatus,species,thermal_tolerance_range,7.5-10C,1
atrina zelandica,species,thermal_tolerance_range,5-7.5C,1
pinna saccata,species,thermal_tolerance_range,5-7.5C,1
saccostrea glomerata,species,thermal_tolerance_range,10-15C,1
mesopeplum convexum,species,thermal_tolerance_range,5-7.5C,1
delectopecten fosterianus,species,thermal_tolerance_range,10-15C,1
mimachlamys sanguinea,species,thermal_tolerance_range,5-7.5C,1
talochlamys dichroa,species,thermal_tolerance_range,7.5-10C,1
talochlamys gemmulata,species,thermal_tolerance_range,5-7.5C,1
talochlamys zelandiae,species,thermal_tolerance_range,5-7.5C,1
veprichlamys kiwaensis,species,thermal_tolerance_range,7.5-10C,1
cyclochlamys mestayerae,species,thermal_tolerance_range,2.5-5C,1
cyclochlamys aupouria,species,thermal_tolerance_range,5-7.5C,1
cyclopecten kapalae,species,thermal_tolerance_range,7.5-10C,1
cyclopecten powelli,species,thermal_tolerance_range,2.5-5C,1
cyclopecten secundus,species,thermal_tolerance_range,2.5-5C,1
parvamussium cristatellum,species,thermal_tolerance_range,7.5-10C,1
propeamussium maorium,species,thermal_tolerance_range,>15C,1
acesta maui,species,thermal_tolerance_range,0-2.5C,1
divarilima sydneyensis,species,thermal_tolerance_range,5-7.5C,1
escalima regularis,species,thermal_tolerance_range,5-7.5C,1
limatula maoria,species,thermal_tolerance_range,5-7.5C,1
limatula suteri,species,thermal_tolerance_range,7.5-10C,1
limatula vigilis,species,thermal_tolerance_range,5-7.5C,1
gonimyrtea concinna,species,thermal_tolerance_range,2.5-5C,1
zemysina globus,species,thermal_tolerance_range,5-7.5C,1
zemysina striatula,species,thermal_tolerance_range,5-7.5C,1
zemysia zelandica,species,thermal_tolerance_range,2.5-5C,1
lasaea hinemoa,species,thermal_tolerance_range,10-15C,1
borniola reniformis,species,thermal_tolerance_range,5-7.5C,1
melliteryx parva,species,thermal_tolerance_range,5-7.5C,1
solemya parkinsoni,species,thermal_tolerance_range,5-7.5C,1
poroleda lanceolata,species,thermal_tolerance_range,5-7.5C,1
acar sandersonae,species,thermal_tolerance_range,5-7.5C,1
bathyarca cybaea,species,thermal_tolerance_range,5-7.5C,1
glycymeris modesta,species,thermal_tolerance_range,5-7.5C,1
tucetona laticostata,species,thermal_tolerance_range,5-7.5C,1
cosa costata,species,thermal_tolerance_range,5-7.5C,1
rhomboidella radians,species,thermal_tolerance_range,2.5-5C,1
zelithophaga truncata,species,thermal_tolerance_range,2.5-5C,1
adipicola arcuatilis,species,thermal_tolerance_range,5-7.5C,1
neolepton antipodum,species,thermal_tolerance_range,7.5-10C,1
nemocardium pulchellum,species,thermal_tolerance_range,10-15C,1
puberella intapurpurea,species,thermal_tolerance_range,2.5-5C,1
stewartia floridana,species,thermal_tolerance_range,0-2.5C,1
websterinereis punctata,species,thermal_tolerance_range,2.5-5C,1
kinbergonuphis investigatoris,species,thermal_tolerance_range,0-2.5C,1
armandia lanceolata,species,thermal_tolerance_range,10-15C,1
globivenus toreuma,species,thermal_tolerance_range,5-7.5C,1
tawera phenax,species,thermal_tolerance_range,2.5-5C,1
dosinia greyi,species,thermal_tolerance_range,2.5-5C,1
notocallista multistriata,species,thermal_tolerance_range,5-7.5C,1
barnea similis,species,thermal_tolerance_range,2.5-5C,1
pholadidea suteri,species,thermal_tolerance_range,5-7.5C,1
pholadidea tridens,species,thermal_tolerance_range,5-7.5C,1
lyrodus medilobatus,species,thermal_tolerance_range,2.5-5C,1
bankia australis,species,thermal_tolerance_range,5-7.5C,1
bankia neztalia,species,thermal_tolerance_range,2.5-5C,1
nototeredo edax,species,thermal_tolerance_range,10-15C,1
cuspidaria fairchildi,species,thermal_tolerance_range,5-7.5C,1
cuspidaria willetti,species,thermal_tolerance_range,2.5-5C,1
thracia vegrandis,species,thermal_tolerance_range,5-7.5C,1
thracia vitrea,species,thermal_tolerance_range,5-7.5C,1
euciroa galatheae,species,thermal_tolerance_range,5-7.5C,1
haliris setosa,species,thermal_tolerance_range,5-7.5C,1
ascalista polita,species,thermal_tolerance_range,2.5-5C,1
euplica scripta,species,thermal_tolerance_range,7.5-10C,1
mitrella bicincta,species,thermal_tolerance_range,7.5-10C,1
mitrella moleculina,species,thermal_tolerance_range,2.5-5C,1
pardalinops testudinaria,species,thermal_tolerance_range,2.5-5C,1
seminella peasei,species,thermal_tolerance_range,2.5-5C,1
zafra succinea,species,thermal_tolerance_range,2.5-5C,1
zafra troglodytes,species,thermal_tolerance_range,2.5-5C,1
sigambra constricta,species,thermal_tolerance_range,2.5-5C,1
glyphocrangon parviocullus,species,thermal_tolerance_range,0-2.5C,1
aglaophamus dibranchis,species,thermal_tolerance_range,2.5-5C,1
micronephthys sphaerocirrata,species,thermal_tolerance_range,10-15C,1
ceratonereis erythraeensis,species,thermal_tolerance_range,7.5-10C,1
leonnates decipiens,species,thermal_tolerance_range,5-7.5C,1
leonnates indicus,species,thermal_tolerance_range,>15C,1
leonnates persicus,species,thermal_tolerance_range,>15C,1
neanthes caudata,species,thermal_tolerance_range,10-15C,1
neanthes unifasciata,species,thermal_tolerance_range,5-7.5C,1
munida acantha,species,thermal_tolerance_range,5-7.5C,1
nereis persica,species,thermal_tolerance_range,2.5-5C,1
perinereis nigropunctata,species,thermal_tolerance_range,2.5-5C,1
perinereis nuntia,species,thermal_tolerance_range,10-15C,1
perinereis obfuscata,species,thermal_tolerance_range,5-7.5C,1
perinereis suluana,species,thermal_tolerance_range,2.5-5C,1
perinereis vallata,species,thermal_tolerance_range,10-15C,1
angulus agilis,species,thermal_tolerance_range,10-15C,1
eurytellina punicea,species,thermal_tolerance_range,2.5-5C,1
pectinaria antipoda,species,thermal_tolerance_range,10-15C,1
spondylus candidus,species,thermal_tolerance_range,2.5-5C,1
branchiomma cingulata,species,thermal_tolerance_range,7.5-10C,1
hydroides albiceps,species,thermal_tolerance_range,5-7.5C,1
steggoa magalaensis,species,thermal_tolerance_range,>15C,1
paguristes palythophilus,species,thermal_tolerance_range,7.5-10C,1
paguristes acanthomerus,species,thermal_tolerance_range,5-7.5C,1
paguristes versus,species,thermal_tolerance_range,7.5-10C,1
striatobalanus amaryllis,species,thermal_tolerance_range,5-7.5C,1
cryptodromia canaliculata,species,thermal_tolerance_range,0-2.5C,1
camposcia retusa,species,thermal_tolerance_range,2.5-5C,1
hyastenus borradailei,species,thermal_tolerance_range,2.5-5C,1
charybdis orientalis,species,thermal_tolerance_range,5-7.5C,1
caphyra loevis,species,thermal_tolerance_range,5-7.5C,1
irus macrophyllus,species,thermal_tolerance_range,7.5-10C,1
epixanthus frontalis,species,thermal_tolerance_range,2.5-5C,1
potamilla ehlersi,species,thermal_tolerance_range,0-2.5C,1
trapezia cymodoce,species,thermal_tolerance_range,5-7.5C,1
ditrupa gracillima,species,thermal_tolerance_range,2.5-5C,1
chlamydella favus,species,thermal_tolerance_range,2.5-5C,1
euthalenessa festiva,species,thermal_tolerance_range,10-15C,1
labioleanira yhleni,species,thermal_tolerance_range,10-15C,1
huenia brevifrons,species,thermal_tolerance_range,5-7.5C,1
wallucina fijiensis,species,thermal_tolerance_range,2.5-5C,1
acrosterigma transcendens,species,thermal_tolerance_range,2.5-5C,1
entemnotrochus rumphii,species,thermal_tolerance_range,10-15C,1
chrysostoma paradoxum,species,thermal_tolerance_range,2.5-5C,1
pseudostomatella papyracea,species,thermal_tolerance_range,5-7.5C,1
clanculus denticulatus,species,thermal_tolerance_range,7.5-10C,1
monilea callifera,species,thermal_tolerance_range,2.5-5C,1
stomatolina rubra,species,thermal_tolerance_range,10-15C,1
tectus triserialis,species,thermal_tolerance_range,2.5-5C,1
trochus stellatus,species,thermal_tolerance_range,2.5-5C,1
stomatia phymotis,species,thermal_tolerance_range,5-7.5C,1
bolma persica,species,thermal_tolerance_range,10-15C,1
guildfordia triumphans,species,thermal_tolerance_range,7.5-10C,1
guildfordia yoka,species,thermal_tolerance_range,7.5-10C,1
heliacus variegatus,species,thermal_tolerance_range,5-7.5C,1
architectonica trochlearis,species,thermal_tolerance_range,7.5-10C,1
rhinoclavis kochi,species,thermal_tolerance_range,7.5-10C,1
cerithium kobelti,species,thermal_tolerance_range,10-15C,1
cerithium lifuense,species,thermal_tolerance_range,5-7.5C,1
cerithium citrinum,species,thermal_tolerance_range,5-7.5C,1
eunaticina papilla,species,thermal_tolerance_range,7.5-10C,1
polinices flemingianus,species,thermal_tolerance_range,2.5-5C,1
natica fasciata,species,thermal_tolerance_range,0-2.5C,1
polinices tumidus,species,thermal_tolerance_range,2.5-5C,1
natica violacea,species,thermal_tolerance_range,2.5-5C,1
planaxis niger,species,thermal_tolerance_range,5-7.5C,1
nerita chamaeleon,species,thermal_tolerance_range,5-7.5C,1
euchelus atratus,species,thermal_tolerance_range,2.5-5C,1
bolma guttata,species,thermal_tolerance_range,7.5-10C,1
polinices aurantium,species,thermal_tolerance_range,2.5-5C,1
crepidula walshi,species,thermal_tolerance_range,>15C,1
ctenoides ales,species,thermal_tolerance_range,2.5-5C,1
davila plana,species,thermal_tolerance_range,2.5-5C,1
chlamys lentiginosa,species,thermal_tolerance_range,2.5-5C,1
mimachlamys lentiginosa,species,thermal_tolerance_range,2.5-5C,1
spondylus multimuricatus,species,thermal_tolerance_range,5-7.5C,1
spondylus anacanthus,species,thermal_tolerance_range,5-7.5C,1
spondylus sinensis,species,thermal_tolerance_range,5-7.5C,1
quadrans gargadia,species,thermal_tolerance_range,2.5-5C,1
tellinella rastellum,species,thermal_tolerance_range,2.5-5C,1
trapezium bicarinatum,species,thermal_tolerance_range,5-7.5C,1
polinices albumen,species,thermal_tolerance_range,5-7.5C,1
neritina violacea,species,thermal_tolerance_range,5-7.5C,1
diastylopsis annulata,species,thermal_tolerance_range,5-7.5C,1
diastylopsis goekei,species,thermal_tolerance_range,0-2.5C,1
cyclaspis gigas,species,thermal_tolerance_range,0-2.5C,1
vaunthompsonia inermis,species,thermal_tolerance_range,0-2.5C,1
vaunthompsonia meridionalis,species,thermal_tolerance_range,2.5-5C,1
diastylis anderssoni,species,thermal_tolerance_range,0-2.5C,1
diastylis corniculata,species,thermal_tolerance_range,2.5-5C,1
diastylis mawsoni,species,thermal_tolerance_range,0-2.5C,1
ektonodiastylis nimia,species,thermal_tolerance_range,5-7.5C,1
holostylis helleri,species,thermal_tolerance_range,0-2.5C,1
leptostylis antipus,species,thermal_tolerance_range,0-2.5C,1
leptostylis crassicauda,species,thermal_tolerance_range,0-2.5C,1
campylaspis quadridentata,species,thermal_tolerance_range,0-2.5C,1
eudorella fallax,species,thermal_tolerance_range,2.5-5C,1
eudorella gracilior,species,thermal_tolerance_range,0-2.5C,1
eudorella splendida,species,thermal_tolerance_range,2.5-5C,1
leucon antarcticus,species,thermal_tolerance_range,10-15C,1
leucon assimilis,species,thermal_tolerance_range,10-15C,1
leucon intermedius,species,thermal_tolerance_range,0-2.5C,1
leucon pallidus,species,thermal_tolerance_range,2.5-5C,1
leucon parasiphonatus,species,thermal_tolerance_range,0-2.5C,1
leucon sagitta,species,thermal_tolerance_range,10-15C,1
leucon septemdentatus,species,thermal_tolerance_range,5-7.5C,1
leucon spinulosus,species,thermal_tolerance_range,10-15C,1
campylaspis antarctica,species,thermal_tolerance_range,2.5-5C,1
campylaspis excavata,species,thermal_tolerance_range,0-2.5C,1
campylaspis frigida,species,thermal_tolerance_range,10-15C,1
campylaspis johnstoni,species,thermal_tolerance_range,>15C,1
campylaspis maculata,species,thermal_tolerance_range,7.5-10C,1
cumella australis,species,thermal_tolerance_range,0-2.5C,1
nannastacus gibbosus,species,thermal_tolerance_range,0-2.5C,1
attiliosa nodulifera,species,thermal_tolerance_range,2.5-5C,1
thais savignyi,species,thermal_tolerance_range,2.5-5C,1
pascula ochrostoma,species,thermal_tolerance_range,5-7.5C,1
thais echinata,species,thermal_tolerance_range,5-7.5C,1
morula musiva,species,thermal_tolerance_range,5-7.5C,1
thais mancinella,species,thermal_tolerance_range,2.5-5C,1
pterynotus martinetana,species,thermal_tolerance_range,2.5-5C,1
nassarius limnaeiformis,species,thermal_tolerance_range,2.5-5C,1
nassarius conoidalis,species,thermal_tolerance_range,2.5-5C,1
nassarius pullus,species,thermal_tolerance_range,5-7.5C,1
nassarius olivaceus,species,thermal_tolerance_range,2.5-5C,1
nassarius distortus,species,thermal_tolerance_range,2.5-5C,1
nassarius siquijorensis,species,thermal_tolerance_range,7.5-10C,1
nassarius fretorum,species,thermal_tolerance_range,2.5-5C,1
nassarius venustus,species,thermal_tolerance_range,0-2.5C,1
nassarius crenoliratus,species,thermal_tolerance_range,2.5-5C,1
cinachyrella macellata,species,thermal_tolerance_range,0-2.5C,1
clypeomorus bifasciatus,species,thermal_tolerance_range,2.5-5C,1
cerithium tenellum,species,thermal_tolerance_range,2.5-5C,1
clypeomorus moniliferus,species,thermal_tolerance_range,2.5-5C,1
strombus aratrum,species,thermal_tolerance_range,5-7.5C,1
strombus minimus,species,thermal_tolerance_range,2.5-5C,1
epitonium pallasii,species,thermal_tolerance_range,5-7.5C,1
trigonostoma obliquata,species,thermal_tolerance_range,5-7.5C,1
xenophora corrugata,species,thermal_tolerance_range,7.5-10C,1
xenophora pallidula,species,thermal_tolerance_range,2.5-5C,1
cypraea walkeri,species,thermal_tolerance_range,7.5-10C,1
cypraea pallidula,species,thermal_tolerance_range,2.5-5C,1
cypraea limacina,species,thermal_tolerance_range,2.5-5C,1
cypraea quadrimaculata,species,thermal_tolerance_range,0-2.5C,1
cypraea chinensis,species,thermal_tolerance_range,2.5-5C,1
cypraea ursellus,species,thermal_tolerance_range,0-2.5C,1
cypraea lutea,species,thermal_tolerance_range,5-7.5C,1
phenacovolva subreflexa,species,thermal_tolerance_range,5-7.5C,1
diminovula punctata,species,thermal_tolerance_range,5-7.5C,1
tonna cumingii,species,thermal_tolerance_range,5-7.5C,1
harpa amouretta,species,thermal_tolerance_range,2.5-5C,1
vasum tubiferum,species,thermal_tolerance_range,0-2.5C,1
ficus filosus,species,thermal_tolerance_range,5-7.5C,1
gyrineum gyrinum,species,thermal_tolerance_range,2.5-5C,1
distorsio reticulata,species,thermal_tolerance_range,5-7.5C,1
distorsio kurzi,species,thermal_tolerance_range,2.5-5C,1
distorsio decipiens,species,thermal_tolerance_range,2.5-5C,1
bursa lamarckii,species,thermal_tolerance_range,2.5-5C,1
pterynotus tripterus,species,thermal_tolerance_range,5-7.5C,1
pterynotus elongatus,species,thermal_tolerance_range,5-7.5C,1
pterynotus pellucidus,species,thermal_tolerance_range,2.5-5C,1
homalocantha scorpio,species,thermal_tolerance_range,2.5-5C,1
chicoreus axicornis,species,thermal_tolerance_range,2.5-5C,1
chicoreus banksii,species,thermal_tolerance_range,2.5-5C,1
chicoreus capucinus,species,thermal_tolerance_range,2.5-5C,1
chicoreus microphyllus,species,thermal_tolerance_range,2.5-5C,1
murex tenuirostrum,species,thermal_tolerance_range,2.5-5C,1
favartia rosamiae,species,thermal_tolerance_range,5-7.5C,1
favartia brevicula,species,thermal_tolerance_range,2.5-5C,1
coralliophila neritoidea,species,thermal_tolerance_range,7.5-10C,1
pisania fasciculata,species,thermal_tolerance_range,2.5-5C,1
engina alveolata,species,thermal_tolerance_range,2.5-5C,1
phos textum,species,thermal_tolerance_range,2.5-5C,1
engina concinna,species,thermal_tolerance_range,2.5-5C,1
engina mendicaria,species,thermal_tolerance_range,2.5-5C,1
herpetopoma atratum,species,thermal_tolerance_range,2.5-5C,1
enida japonica,species,thermal_tolerance_range,10-15C,1
clanculus bronni,species,thermal_tolerance_range,5-7.5C,1
clanculus margaritarius,species,thermal_tolerance_range,7.5-10C,1
gaza sericata,species,thermal_tolerance_range,7.5-10C,1
microtis tuberculata,species,thermal_tolerance_range,2.5-5C,1
pseudostomatella decolorata,species,thermal_tolerance_range,2.5-5C,1
ethalia guamensis,species,thermal_tolerance_range,5-7.5C,1
monilea belcheri,species,thermal_tolerance_range,5-7.5C,1
calliostoma haliarchus,species,thermal_tolerance_range,10-15C,1
microgaza fulgens,species,thermal_tolerance_range,7.5-10C,1
pseudotalopia sakuraii,species,thermal_tolerance_range,10-15C,1
pista typha,species,thermal_tolerance_range,5-7.5C,1
streblosoma persica,species,thermal_tolerance_range,2.5-5C,1
leptochiton medinae,species,thermal_tolerance_range,5-7.5C,1
pseudokellya gradata,species,thermal_tolerance_range,0-2.5C,1
stelletta clavosa,species,thermal_tolerance_range,2.5-5C,1
stelletta purpurea,species,thermal_tolerance_range,2.5-5C,1
scleritoderma flabelliforme,species,thermal_tolerance_range,10-15C,1
harpovoluta charcoti,species,thermal_tolerance_range,0-2.5C,1
newnesia antarctica,species,thermal_tolerance_range,2.5-5C,1
philine alata,species,thermal_tolerance_range,0-2.5C,1
leptochiton rissoi,species,thermal_tolerance_range,>15C,1
hargeria rapax,species,thermal_tolerance_range,2.5-5C,1
gregariella barbata,species,thermal_tolerance_range,7.5-10C,1
heteroglypta contraria,species,thermal_tolerance_range,7.5-10C,1
paralbunea dayriti,species,thermal_tolerance_range,5-7.5C,1
nerita atramentosa,species,thermal_tolerance_range,5-7.5C,1
austrolittorina antipodum,species,thermal_tolerance_range,5-7.5C,1
echinolittorina millegrana,species,thermal_tolerance_range,5-7.5C,1
gastroptychus rogeri,species,thermal_tolerance_range,7.5-10C,1
uroptychus gracilimanus,species,thermal_tolerance_range,>15C,1
hipponix conicus,species,thermal_tolerance_range,10-15C,1
trivia oryza,species,thermal_tolerance_range,7.5-10C,1
cabestana spengleri,species,thermal_tolerance_range,7.5-10C,1
ranella australasia,species,thermal_tolerance_range,7.5-10C,1
dardanus setifer,species,thermal_tolerance_range,2.5-5C,1
dardanus woodmasoni,species,thermal_tolerance_range,5-7.5C,1
diogenes avarus,species,thermal_tolerance_range,2.5-5C,1
actinopyga caerulea,species,thermal_tolerance_range,0-2.5C,1
dicathais orbita,species,thermal_tolerance_range,5-7.5C,1
morula nodulifera,species,thermal_tolerance_range,7.5-10C,1
diogenes custos,species,thermal_tolerance_range,7.5-10C,1
diogenes gardineri,species,thermal_tolerance_range,5-7.5C,1
diogenes jousseaumei,species,thermal_tolerance_range,2.5-5C,1
allogalathea elegans,species,thermal_tolerance_range,5-7.5C,1
nassarius spiratus,species,thermal_tolerance_range,5-7.5C,1
conus lischkeanus,species,thermal_tolerance_range,5-7.5C,1
heliacus implexus,species,thermal_tolerance_range,7.5-10C,1
chelycypraea testudinaria,species,thermal_tolerance_range,2.5-5C,1
erronea cylindrica,species,thermal_tolerance_range,2.5-5C,1
erronea errones,species,thermal_tolerance_range,2.5-5C,1
palmadusta asellus,species,thermal_tolerance_range,2.5-5C,1
palmadusta lentiginosa,species,thermal_tolerance_range,2.5-5C,1
purpuradusta minoridens,species,thermal_tolerance_range,2.5-5C,1
palmadusta saulae,species,thermal_tolerance_range,2.5-5C,1
erosaria eburnea,species,thermal_tolerance_range,2.5-5C,1
erosaria nebrites,species,thermal_tolerance_range,2.5-5C,1
dercitus bucklandi,species,thermal_tolerance_range,5-7.5C,1
stryphnus ponderosus,species,thermal_tolerance_range,7.5-10C,1
pachymatisma johnstonia,species,thermal_tolerance_range,2.5-5C,1
albunea marquisiana,species,thermal_tolerance_range,0-2.5C,1
hippa adactyla,species,thermal_tolerance_range,5-7.5C,1
amaryllis carrascoi,species,thermal_tolerance_range,5-7.5C,1
amaryllis dianae,species,thermal_tolerance_range,2.5-5C,1
amaryllis kamata,species,thermal_tolerance_range,10-15C,1
amaryllis keablei,species,thermal_tolerance_range,5-7.5C,1
amaryllis philatelica,species,thermal_tolerance_range,5-7.5C,1
amaryllis quokka,species,thermal_tolerance_range,5-7.5C,1
bamarooka tropicalis,species,thermal_tolerance_range,2.5-5C,1
pseudoliomera granosimana,species,thermal_tolerance_range,2.5-5C,1
liomera stimpsonii,species,thermal_tolerance_range,2.5-5C,1
thalassograpsus harpax,species,thermal_tolerance_range,2.5-5C,1
portunus gladiator,species,thermal_tolerance_range,5-7.5C,1
thalamita danae,species,thermal_tolerance_range,5-7.5C,1
philyra platycheir,species,thermal_tolerance_range,5-7.5C,1
sargassum polycystum,species,thermal_tolerance_range,2.5-5C,1
gomeza bicornis,species,thermal_tolerance_range,2.5-5C,1
clibanarius padavensis,species,thermal_tolerance_range,5-7.5C,1
pseudexogone dineti,species,thermal_tolerance_range,10-15C,1
dulichiella australis,species,thermal_tolerance_range,7.5-10C,1
dulichiella pacifica,species,thermal_tolerance_range,2.5-5C,1
conus magus,species,thermal_tolerance_range,2.5-5C,1
grapsus granulosus,species,thermal_tolerance_range,2.5-5C,1
liotina peronii,species,thermal_tolerance_range,5-7.5C,1
stomatella auricula,species,thermal_tolerance_range,2.5-5C,1
thyca crystallina,species,thermal_tolerance_range,2.5-5C,1
cronia margariticola,species,thermal_tolerance_range,5-7.5C,1
drupella cariosa,species,thermal_tolerance_range,5-7.5C,1
morula spinosa,species,thermal_tolerance_range,2.5-5C,1
engina incarnata,species,thermal_tolerance_range,2.5-5C,1
engina lineata,species,thermal_tolerance_range,5-7.5C,1
pyrene turturina,species,thermal_tolerance_range,2.5-5C,1
latirus gibbulus,species,thermal_tolerance_range,2.5-5C,1
latirus turritus,species,thermal_tolerance_range,5-7.5C,1
peristernia ustulata,species,thermal_tolerance_range,2.5-5C,1
oliva tessellata,species,thermal_tolerance_range,2.5-5C,1
pterygia scabricula,species,thermal_tolerance_range,5-7.5C,1
