db,spec_code,species,tm,age_mat_min,age_mat_min2
fb,6309,elassoma boehlkei,1,NA,NA
fb,6984,electrona antarctica,NA,2,3
fb,4535,electrophorus electricus,NA,3,NA
fb,315,eleginus gracilis,2,NA,NA
fb,315,eleginus gracilis,2,NA,NA
fb,315,eleginus gracilis,2,NA,NA
fb,315,eleginus gracilis,2,NA,NA
fb,315,eleginus gracilis,2,NA,NA
fb,315,eleginus gracilis,2,NA,NA
fb,315,eleginus gracilis,NA,2,3
fb,315,eleginus gracilis,NA,2,3
fb,315,eleginus gracilis,NA,2,3
fb,315,eleginus gracilis,NA,2,3
fb,315,eleginus gracilis,NA,3,NA
fb,315,eleginus gracilis,NA,12,NA
fb,314,eleginus nawaga,NA,3,4
fb,12068,elopichthys bambusa,2,NA,NA
fb,12068,elopichthys bambusa,6.800000190734863,5,10
fb,12068,elopichthys bambusa,8.100000381469727,6,11
fb,175,elops saurus,2,NA,NA
fb,3628,embiotoca jacksoni,1.5,NA,NA
fb,3629,embiotoca lateralis,3,NA,NA
fb,57925,emblemariopsis pricei,NA,1,NA
fb,57925,emblemariopsis pricei,NA,1,NA
fb,395,emmelichthys nitidus nitidus,2.5,NA,NA
fb,1874,enchelyopus cimbrius,NA,3,NA
fb,1874,enchelyopus cimbrius,3,NA,NA
fb,555,encrasicholina devisi,NA,0.28999999165534973,NA
fb,555,encrasicholina devisi,1.899999976158142,NA,NA
fb,556,encrasicholina heteroloba,NA,0.3619999885559082,NA
fb,556,encrasicholina heteroloba,NA,0.6600000262260437,0.9800000190734864
fb,1660,engraulis australis,NA,1,NA
fb,64907,engraulis capensis,1,NA,NA
fb,66,engraulis encrasicolus,NA,1,NA
fb,66,engraulis encrasicolus,NA,1,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,NA,1,3
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,66,engraulis encrasicolus,1,NA,NA
fb,1663,engraulis japonicus,NA,2,NA
fb,1663,engraulis japonicus,NA,1,NA
fb,1663,engraulis japonicus,1,NA,NA
fb,1663,engraulis japonicus,2,NA,NA
fb,1664,engraulis mordax,NA,1,4
fb,1664,engraulis mordax,1,NA,NA
fb,1664,engraulis mordax,1.5,1,2
fb,4,engraulis ringens,NA,1,NA
fb,51538,enneapterygius atriceps,0.20000000298023224,NA,NA
fb,67,entelurus aequoreus,NA,2,NA
fb,8600,enteromius anoplus,NA,1,NA
fb,8600,enteromius anoplus,NA,1,NA
fb,11294,enteromius apleurogramma,NA,1,NA
fb,11294,enteromius apleurogramma,NA,1,NA
fb,5313,enteromius liberiensis,NA,1,NA
fb,5313,enteromius liberiensis,NA,1,NA
fb,7571,enteromius paludinosus,NA,1,NA
fb,7571,enteromius paludinosus,NA,1,NA
fb,2526,entosphenus minimus,NA,2.5,3
fb,2526,entosphenus minimus,NA,2.5,3
fb,4237,eopsetta jordani,8,NA,NA
fb,4237,eopsetta jordani,7,NA,NA
fb,4237,eopsetta jordani,NA,5,7
fb,4237,eopsetta jordani,NA,6,8
fb,4237,eopsetta jordani,7,NA,NA
fb,2508,epigonus telescopus,35.79999923706055,NA,NA
fb,2508,epigonus telescopus,36.599998474121094,NA,NA
fb,15101,epinephelides armatus,NA,7,NA
fb,15101,epinephelides armatus,NA,5,NA
fb,426,epinephelus aeneus,NA,5,7
fb,5523,epinephelus andersoni,NA,3,NA
fb,5523,epinephelus andersoni,NA,2.700000047683716,NA
fb,5367,epinephelus areolatus,NA,2,NA
fb,5524,epinephelus chlorostigma,2.5,NA,NA
fb,5524,epinephelus chlorostigma,3,NA,NA
fb,6465,epinephelus coioides,NA,2,3
fb,6465,epinephelus coioides,2.700000047683716,NA,NA
fb,9224,epinephelus costae,NA,4,NA
fb,15,epinephelus guttatus,3,NA,NA
fb,16,epinephelus itajara,6.5,NA,NA
fb,16,epinephelus itajara,5.5,NA,NA
fb,6470,epinephelus marginatus,5,5,17
fb,6470,epinephelus marginatus,NA,5,NA
fb,6470,epinephelus marginatus,7,NA,NA
fb,6470,epinephelus marginatus,6.300000190734863,NA,NA
fb,6470,epinephelus marginatus,12,NA,NA
fb,6470,epinephelus marginatus,6.300000190734863,5,7
fb,17,epinephelus morio,NA,4,6
fb,6472,epinephelus ongus,NA,3,NA
fb,4461,epinephelus tauvina,NA,5,6
fb,7693,erythrocles schlegelii,NA,2,NA
fb,7693,erythrocles schlegelii,NA,2,NA
fb,258,esox lucius,NA,3,NA
fb,258,esox lucius,NA,3,4
fb,258,esox lucius,NA,1,NA
fb,258,esox lucius,NA,2,NA
fb,258,esox lucius,NA,3,5
fb,258,esox lucius,4,NA,NA
fb,258,esox lucius,2,NA,NA
fb,258,esox lucius,3,NA,NA
fb,258,esox lucius,3,NA,NA
fb,258,esox lucius,2,NA,NA
fb,258,esox lucius,2,NA,NA
fb,258,esox lucius,NA,NA,5
fb,258,esox lucius,3,NA,NA
fb,258,esox lucius,NA,2,3
fb,258,esox lucius,NA,NA,6
fb,258,esox lucius,NA,3,4
fb,258,esox lucius,3,NA,NA
fb,258,esox lucius,3,NA,NA
fb,258,esox lucius,NA,2,NA
fb,258,esox lucius,NA,2,3
fb,258,esox lucius,NA,NA,4
fb,258,esox lucius,NA,2,NA
fb,258,esox lucius,NA,1,2
fb,258,esox lucius,NA,NA,5
fb,258,esox lucius,NA,2,3
fb,258,esox lucius,3,NA,NA
fb,258,esox lucius,NA,2,NA
fb,258,esox lucius,NA,2,NA
fb,258,esox lucius,NA,3,4
fb,258,esox lucius,NA,1,6
fb,258,esox lucius,NA,1,6
fb,258,esox lucius,NA,2,5
fb,258,esox lucius,NA,2,5
fb,258,esox lucius,NA,1,2
fb,258,esox lucius,NA,2,3
fb,258,esox lucius,NA,2,3
fb,258,esox lucius,NA,4,NA
fb,2711,esox masquinongy,5,NA,NA
fb,2711,esox masquinongy,4,NA,NA
fb,2712,esox niger,NA,1,4
fb,4638,esox reichertii,NA,3,4
fb,3432,etheostoma juliae,1,NA,NA
fb,60380,etheostoma lawrencei,NA,2,NA
fb,3441,etheostoma microperca,1,NA,NA
fb,3441,etheostoma microperca,1,NA,NA
fb,3474,etheostoma tetrazonum,1,NA,NA
fb,3474,etheostoma tetrazonum,2,NA,NA
fb,1594,ethmalosa fimbriata,1,NA,NA
fb,687,etmopterus spinax,5,NA,NA
fb,4681,etroplus suratensis,NA,2,NA
fb,1455,etrumeus sadina,1.7300000190734863,NA,NA
fb,1455,etrumeus sadina,1.7000000476837158,NA,NA
fb,1455,etrumeus sadina,3,NA,5
fb,4454,eubleekeria splendens,1,NA,NA
fb,4881,eudontomyzon danfordi,6,5,7
fb,4881,eudontomyzon danfordi,6,5,7
fb,7533,eugerres brasilianus,1,NA,NA
fb,96,euthynnus affinis,NA,3,NA
fb,96,euthynnus affinis,5.300000190734863,NA,NA
fb,97,euthynnus alletteratus,2,NA,NA
fb,97,euthynnus alletteratus,2,NA,NA
fb,68,eutrigla gurnardus,NA,3,4
fb,68,eutrigla gurnardus,NA,3,NA
fb,68,eutrigla gurnardus,NA,4,NA
fb,68,eutrigla gurnardus,1.5,NA,NA
fb,68,eutrigla gurnardus,4.5,NA,NA
fb,7276,eviota sigillata,0.0820000022649765,NA,NA
fb,58721,facciolella equatorialis,NA,4,NA
fb,2620,facciolella gilbertii,NA,3,4
fb,3060,forbesichthys agassizii,NA,1,NA
fb,3192,fundulus heteroclitus,NA,1,NA
fb,5924,furgaleus macki,4.5,NA,NA
fb,5924,furgaleus macki,6.5,NA,NA
fb,25,gadiculus thori,2,NA,NA
fb,318,gadus chalcogrammus,NA,3,5
fb,318,gadus chalcogrammus,5.5,5,6
fb,318,gadus chalcogrammus,3,NA,NA
fb,318,gadus chalcogrammus,4,NA,NA
fb,318,gadus chalcogrammus,4,NA,NA
fb,318,gadus chalcogrammus,5,NA,NA
fb,318,gadus chalcogrammus,4.5,NA,NA
fb,318,gadus chalcogrammus,4.5,NA,NA
fb,318,gadus chalcogrammus,NA,3,4
fb,318,gadus chalcogrammus,3,NA,NA
fb,318,gadus chalcogrammus,3,NA,NA
fb,318,gadus chalcogrammus,4,NA,NA
fb,308,gadus macrocephalus,NA,5,7
fb,308,gadus macrocephalus,NA,5,6
fb,308,gadus macrocephalus,NA,5,6
fb,308,gadus macrocephalus,NA,5,7
fb,308,gadus macrocephalus,NA,5,7
fb,308,gadus macrocephalus,NA,5,6
fb,308,gadus macrocephalus,NA,5,6
fb,308,gadus macrocephalus,NA,5,7
fb,308,gadus macrocephalus,NA,4,9
fb,308,gadus macrocephalus,NA,3,8
fb,308,gadus macrocephalus,NA,3,NA
fb,308,gadus macrocephalus,NA,3,NA
fb,308,gadus macrocephalus,NA,5,NA
fb,308,gadus macrocephalus,NA,2,3
fb,308,gadus macrocephalus,NA,2,3
fb,308,gadus macrocephalus,5.800000190734863,NA,NA
fb,308,gadus macrocephalus,NA,3,4
fb,308,gadus macrocephalus,NA,3,NA
fb,308,gadus macrocephalus,NA,3,NA
fb,308,gadus macrocephalus,NA,2,4
fb,69,gadus morhua,NA,2,NA
fb,69,gadus morhua,NA,4,NA
fb,69,gadus morhua,NA,5,NA
fb,69,gadus morhua,NA,5,NA
fb,69,gadus morhua,NA,2.5,NA
fb,69,gadus morhua,NA,3,NA
fb,69,gadus morhua,NA,7,NA
fb,69,gadus morhua,NA,6,NA
fb,69,gadus morhua,NA,6,NA
fb,69,gadus morhua,NA,3,4
fb,69,gadus morhua,NA,3,NA
fb,69,gadus morhua,1.7000000476837158,NA,NA
fb,69,gadus morhua,2.0999999046325684,NA,NA
fb,69,gadus morhua,1.899999976158142,NA,NA
fb,69,gadus morhua,2.299999952316284,NA,NA
fb,69,gadus morhua,2.200000047683716,1,3
fb,69,gadus morhua,2.700000047683716,2,5
fb,69,gadus morhua,2.5,2,4
fb,69,gadus morhua,NA,6,15
fb,69,gadus morhua,NA,6,15
fb,69,gadus morhua,NA,6,15
fb,69,gadus morhua,NA,7,NA
fb,69,gadus morhua,NA,2.5,NA
fb,69,gadus morhua,NA,3,NA
fb,69,gadus morhua,NA,2.5,NA
fb,69,gadus morhua,3.799999952316284,NA,NA
fb,69,gadus morhua,2.5,NA,NA
fb,69,gadus morhua,7.800000190734863,3,NA
fb,69,gadus morhua,8.5,5,NA
fb,69,gadus morhua,2.700000047683716,NA,NA
fb,69,gadus morhua,2.200000047683716,NA,NA
fb,69,gadus morhua,NA,4,6
fb,69,gadus morhua,NA,4,8
fb,69,gadus morhua,NA,3,NA
fb,69,gadus morhua,NA,3,4
fb,69,gadus morhua,NA,2,4
fb,69,gadus morhua,NA,2,4
fb,69,gadus morhua,NA,2,4
fb,69,gadus morhua,NA,2,4
fb,69,gadus morhua,4,3,6
fb,69,gadus morhua,10.5,NA,NA
fb,69,gadus morhua,7.309999942779541,NA,NA
fb,69,gadus morhua,6.360000133514404,NA,NA
fb,69,gadus morhua,7.119999885559082,NA,NA
fb,69,gadus morhua,6.340000152587891,NA,NA
fb,69,gadus morhua,7.380000114440918,NA,NA
fb,69,gadus morhua,6.28000020980835,NA,NA
fb,69,gadus morhua,6.579999923706055,NA,NA
fb,69,gadus morhua,6.179999828338623,NA,NA
fb,69,gadus morhua,6.789999961853027,NA,NA
fb,69,gadus morhua,5.880000114440918,NA,NA
fb,69,gadus morhua,6.590000152587891,NA,NA
fb,69,gadus morhua,5.570000171661377,NA,NA
fb,69,gadus morhua,7.019999980926514,NA,NA
fb,69,gadus morhua,5.909999847412109,NA,NA
fb,69,gadus morhua,7.28000020980835,NA,NA
fb,69,gadus morhua,6.389999866485596,NA,NA
fb,69,gadus morhua,6.860000133514404,NA,NA
fb,69,gadus morhua,6.349999904632568,NA,NA
fb,69,gadus morhua,7.5,5,10
fb,69,gadus morhua,9.140000343322754,NA,NA
fb,69,gadus morhua,6.920000076293945,NA,NA
fb,69,gadus morhua,3.119999885559082,3,4
fb,69,gadus morhua,NA,NA,10
fb,69,gadus morhua,4,2,6
fb,69,gadus morhua,3.119999885559082,NA,NA
fb,69,gadus morhua,3.140000104904175,NA,NA
fb,69,gadus morhua,3.7300000190734863,NA,NA
fb,69,gadus morhua,2.109999895095825,NA,NA
fb,69,gadus morhua,2.0199999809265137,NA,NA
fb,69,gadus morhua,2.299999952316284,NA,NA
fb,69,gadus morhua,2.0999999046325684,NA,NA
fb,69,gadus morhua,1.7000000476837158,NA,NA
fb,69,gadus morhua,2.799999952316284,NA,NA
fb,69,gadus morhua,2.799999952316284,NA,NA
fb,69,gadus morhua,2.0999999046325684,NA,NA
fb,69,gadus morhua,1.7000000476837158,NA,NA
fb,69,gadus morhua,7.309999942779541,NA,NA
fb,69,gadus morhua,6.360000133514404,NA,NA
fb,69,gadus morhua,7.119999885559082,NA,NA
fb,69,gadus morhua,6.340000152587891,NA,NA
fb,69,gadus morhua,7.380000114440918,NA,NA
fb,69,gadus morhua,6.28000020980835,NA,NA
fb,69,gadus morhua,6.579999923706055,NA,NA
fb,69,gadus morhua,6.179999828338623,NA,NA
fb,69,gadus morhua,6.789999961853027,NA,NA
fb,69,gadus morhua,5.880000114440918,NA,NA
fb,69,gadus morhua,6.590000152587891,NA,NA
fb,69,gadus morhua,5.570000171661377,NA,NA
fb,69,gadus morhua,7.019999980926514,NA,NA
fb,69,gadus morhua,5.909999847412109,NA,NA
fb,69,gadus morhua,7.28000020980835,NA,NA
fb,69,gadus morhua,6.389999866485596,NA,NA
fb,69,gadus morhua,6.860000133514404,NA,NA
fb,69,gadus morhua,6.349999904632568,NA,NA
fb,69,gadus morhua,NA,3,NA
fb,7543,galaxias auratus,NA,1,NA
fb,7543,galaxias auratus,NA,2,NA
fb,7543,galaxias auratus,NA,1,2
fb,7543,galaxias auratus,NA,2,NA
fb,12247,galaxias fasciatus,NA,2,4
fb,6202,galaxias johnstoni,NA,2,NA
fb,22570,galaxias occidentalis,1,NA,NA
fb,22570,galaxias occidentalis,1,NA,NA
fb,9464,galaxiella munda,1,NA,NA
fb,9476,galaxiella nigrostriata,NA,1,NA
fb,9481,galaxiella pusilla,1,NA,NA
fb,886,galeocerdo cuvier,NA,4,6
fb,886,galeocerdo cuvier,NA,4,6
fb,886,galeocerdo cuvier,9,8,11
fb,886,galeocerdo cuvier,10,NA,NA
fb,886,galeocerdo cuvier,8,NA,NA
fb,4642,galeorhinus galeus,NA,11,NA
fb,4642,galeorhinus galeus,NA,8,NA
fb,4642,galeorhinus galeus,NA,10,NA
fb,4642,galeorhinus galeus,NA,8,NA
fb,4642,galeorhinus galeus,NA,12,NA
fb,4642,galeorhinus galeus,NA,10,NA
fb,4642,galeorhinus galeus,15,NA,NA
fb,4642,galeorhinus galeus,17,NA,NA
fb,4642,galeorhinus galeus,17.5,NA,NA
fb,4642,galeorhinus galeus,13,NA,NA
fb,807,galeus melastomus,NA,3,4
fb,3215,gambusia affinis,NA,0,1
fb,3215,gambusia affinis,3,0,1
fb,3215,gambusia affinis,NA,0,1
fb,2420,gasterosteus aculeatus,NA,1,2
fb,2420,gasterosteus aculeatus,NA,1,2
fb,2420,gasterosteus aculeatus,2,NA,NA
fb,2420,gasterosteus aculeatus,NA,1,NA
fb,2420,gasterosteus aculeatus,NA,1,NA
fb,422,genyonemus lineatus,1,NA,NA
fb,482,genypterus blacodes,NA,5,7
fb,485,genypterus capensis,NA,4,5
fb,4751,geophagus brasiliensis,2,NA,NA
fb,4751,geophagus brasiliensis,2,NA,NA
fb,1054,gerres cinereus,1.5,NA,NA
fb,7699,gerres longirostris,1.100000023841858,1,NA
fb,7699,gerres longirostris,1.5,1,NA
fb,4439,gibelion catla,NA,3,5
fb,1556,gilchristella aestuaria,NA,0.5,NA
fb,3594,girella nigricans,2.5,NA,NA
fb,8173,girella tricuspidata,4.519999980926514,NA,NA
fb,8173,girella tricuspidata,4.159999847412109,NA,NA
fb,14956,glaucosoma hebraicum,NA,3,4
fb,14956,glaucosoma hebraicum,3,NA,NA
fb,14956,glaucosoma hebraicum,3,NA,NA
fb,2074,glaucostegus cemiculus,5.090000152587891,NA,NA
fb,2074,glaucostegus cemiculus,2.890000104904175,NA,NA
fb,10478,glossolepis maculosus,1,NA,NA
fb,26,glyptocephalus cynoglossus,8.420000076293945,NA,NA
fb,26,glyptocephalus cynoglossus,8.979999542236328,NA,NA
fb,26,glyptocephalus cynoglossus,11.899999618530272,NA,NA
fb,26,glyptocephalus cynoglossus,10.199999809265137,NA,NA
fb,26,glyptocephalus cynoglossus,10.300000190734863,NA,NA
fb,26,glyptocephalus cynoglossus,7.380000114440918,NA,NA
fb,26,glyptocephalus cynoglossus,7.920000076293945,NA,NA
fb,26,glyptocephalus cynoglossus,7.659999847412109,NA,NA
fb,26,glyptocephalus cynoglossus,9.43000030517578,NA,NA
fb,26,glyptocephalus cynoglossus,7.869999885559082,NA,NA
fb,26,glyptocephalus cynoglossus,4.400000095367432,NA,NA
fb,26,glyptocephalus cynoglossus,3.5999999046325684,NA,NA
fb,26,glyptocephalus cynoglossus,4.5,NA,NA
fb,26,glyptocephalus cynoglossus,NA,4,7
fb,26,glyptocephalus cynoglossus,7,NA,NA
fb,8843,glyptocephalus stelleri,NA,7,8
fb,4238,glyptocephalus zachirus,NA,4,NA
fb,4238,glyptocephalus zachirus,NA,3,NA
fb,4238,glyptocephalus zachirus,6,NA,NA
fb,4478,gobio gobio,3,NA,NA
fb,4478,gobio gobio,2,2,2
fb,4478,gobio gobio,NA,2,3
fb,4478,gobio gobio,NA,2,3
fb,4478,gobio gobio,NA,2,3
fb,4478,gobio gobio,NA,2,3
fb,4478,gobio gobio,NA,1,3
fb,46940,gobio soldatovi,2,NA,NA
fb,46940,gobio soldatovi,NA,3,4
fb,47278,gobiobotia pappenheimi,2,NA,NA
fb,22535,gobiomorphus breviceps,1.5,NA,3
fb,22535,gobiomorphus breviceps,2.5,NA,4
fb,7041,gobionotothen gibberifrons,10,NA,NA
fb,46334,gobius bucchichi,1,NA,NA
fb,4579,gobius cobitis,NA,2,3
fb,72,gobius niger,2,NA,NA
fb,72,gobius niger,NA,0.800000011920929,NA
fb,73,gobius paganellus,NA,2,3
fb,73,gobius paganellus,NA,0,1
fb,74,gobiusculus flavescens,1,NA,NA
fb,7317,gymnapistes marmoratus,NA,4,NA
fb,7317,gymnapistes marmoratus,NA,2,NA
fb,7317,gymnapistes marmoratus,NA,2,NA
fb,23956,gymnocanthus detrisus,5,NA,NA
fb,23956,gymnocanthus detrisus,6,NA,NA
fb,4092,gymnocanthus tricuspis,NA,3,4
fb,4092,gymnocanthus tricuspis,NA,2,3
fb,9393,gymnocephalus acerina,NA,2,3
fb,9400,gymnocephalus baloni,NA,1,2
fb,9400,gymnocephalus baloni,NA,2,3
fb,4474,gymnocephalus cernua,NA,1,NA
fb,4474,gymnocephalus cernua,NA,1,2
fb,4474,gymnocephalus cernua,1,NA,NA
fb,4474,gymnocephalus cernua,NA,1,2
fb,4474,gymnocephalus cernua,NA,1,3
fb,4474,gymnocephalus cernua,2.5,NA,NA
fb,4474,gymnocephalus cernua,1.5,NA,NA
fb,4474,gymnocephalus cernua,NA,1,3
fb,4474,gymnocephalus cernua,NA,2,4
fb,6499,gymnocephalus schraetser,NA,2,3
fb,6183,gymnocharacinus bergii,1,NA,NA
fb,6183,gymnocharacinus bergii,1,NA,NA
fb,10915,gymnotus carapo,NA,2,NA
fb,1126,haemulon album,3.5,NA,NA
fb,1140,haemulon plumierii,2,NA,NA
fb,1141,haemulon sciurus,2,NA,NA
fb,3667,halichoeres semicinctus,2.5,NA,NA
fb,1479,harengula humeralis,1.5,NA,NA
fb,1480,harengula jaguana,1,NA,NA
fb,76,helicolenus dactylopterus,13,NA,NA
fb,76,helicolenus dactylopterus,NA,15,16
fb,55189,helicolenus lahillei,NA,14.5,24
fb,17301,hemibarbus labeo,NA,4,NA
fb,17301,hemibarbus labeo,NA,3,NA
fb,17301,hemibarbus labeo,NA,4,5
fb,17301,hemibarbus labeo,NA,4,5
fb,4752,hemibarbus maculatus,3,NA,NA
fb,4752,hemibarbus maculatus,5,NA,NA
fb,4755,hemiculter leucisculus,NA,3,NA
fb,4755,hemiculter leucisculus,2,NA,NA
fb,23903,hemilepidotus gilberti,NA,5,6
fb,23903,hemilepidotus gilberti,NA,5,6
fb,23903,hemilepidotus gilberti,6,NA,NA
fb,4094,hemilepidotus jordani,NA,4,7
fb,4094,hemilepidotus jordani,NA,6,7
fb,4094,hemilepidotus jordani,NA,6,7
fb,4096,hemilepidotus zapus,4,NA,NA
fb,4096,hemilepidotus zapus,5,NA,NA
fb,1494,herklotsichthys quadrimaculatus,NA,0.4399999976158142,NA
fb,1494,herklotsichthys quadrimaculatus,NA,0.5199999809265137,NA
fb,1494,herklotsichthys quadrimaculatus,NA,0.75,NA
fb,1494,herklotsichthys quadrimaculatus,NA,0.3400000035762787,NA
fb,1494,herklotsichthys quadrimaculatus,NA,0.3400000035762787,NA
fb,1494,herklotsichthys quadrimaculatus,NA,0.3799999952316284,NA
fb,1494,herklotsichthys quadrimaculatus,NA,0.3799999952316284,NA
fb,1494,herklotsichthys quadrimaculatus,NA,0.6700000166893005,NA
fb,12315,herotilapia multispinosa,NA,1,NA
fb,3224,heterandria formosa,0.12999999523162842,NA,NA
fb,740,heterodontus galeatus,NA,11.800000190734863,NA
fb,740,heterodontus galeatus,NA,11.800000190734863,NA
fb,743,heterodontus portusjacksoni,NA,11,14
fb,743,heterodontus portusjacksoni,NA,8,10
fb,743,heterodontus portusjacksoni,NA,11,14
fb,743,heterodontus portusjacksoni,NA,8,10
fb,4885,heteropneustes fossilis,NA,1,NA
fb,4885,heteropneustes fossilis,NA,1,NA
fb,3728,heterostichus rostratus,1.25,NA,NA
fb,2388,heterotis niloticus,NA,2,2.5
fb,2388,heterotis niloticus,2,NA,NA
fb,4032,hexagrammos decagrammus,NA,3,5
fb,4032,hexagrammos decagrammus,3,NA,NA
fb,4033,hexagrammos lagocephalus,3.5,NA,NA
fb,2666,hiodon alosoides,NA,6,9
fb,2666,hiodon alosoides,NA,7,10
fb,2666,hiodon alosoides,NA,3,6
fb,2666,hiodon alosoides,NA,4,7
fb,2667,hiodon tergisus,NA,4,5
fb,2667,hiodon tergisus,NA,3,5
fb,46324,hippocampus abdominalis,1,NA,NA
fb,53789,hippocampus barbouri,NA,0.33000001311302185,0.41999998688697815
fb,6303,hippocampus capensis,NA,NA,1
fb,6303,hippocampus capensis,NA,0.5,1
fb,53792,hippocampus comes,NA,0.5,1
fb,3283,hippocampus erectus,NA,0.5,1
fb,25955,hippocampus fuscus,NA,0.33000001311302185,0.41999998688697815
fb,1802,hippocampus guttulatus,0.5,NA,NA
fb,1801,hippocampus hippocampus,NA,0.33000001311302185,0.41999998688697815
fb,3284,hippocampus ingens,NA,0.33000001311302185,0.41999998688697815
fb,5955,hippocampus kuda,NA,0.5799999833106995,0.6700000166893005
fb,5955,hippocampus kuda,NA,0.5,1
fb,53911,hippocampus mohnikei,NA,0.5,1
fb,25974,hippocampus spinosissimus,NA,0.5,1
fb,22816,hippocampus trimaculatus,NA,0.5,1
fb,22818,hippocampus whitei,0.5799999833106995,0.3400000035762787,NA
fb,22818,hippocampus whitei,NA,0.699999988079071,NA
fb,3286,hippocampus zosterae,0.25,NA,NA
fb,3286,hippocampus zosterae,0.4000000059604645,NA,NA
fb,4225,hippoglossina stomata,3,NA,NA
fb,519,hippoglossoides elassodon,NA,1,3
fb,519,hippoglossoides elassodon,NA,1,2
fb,519,hippoglossoides elassodon,8.880000114440918,5,NA
fb,4239,hippoglossoides platessoides,6.429999828338623,NA,NA
fb,4239,hippoglossoides platessoides,4.650000095367432,NA,NA
fb,4239,hippoglossoides platessoides,7.590000152587891,NA,NA
fb,4239,hippoglossoides platessoides,5.320000171661377,NA,NA
fb,4239,hippoglossoides platessoides,10.600000381469728,NA,NA
fb,4239,hippoglossoides platessoides,11.100000381469728,NA,NA
fb,4239,hippoglossoides platessoides,8.789999961853027,NA,NA
fb,4239,hippoglossoides platessoides,7.639999866485596,NA,NA
fb,4239,hippoglossoides platessoides,8.109999656677246,NA,NA
fb,4239,hippoglossoides platessoides,7.829999923706055,NA,NA
fb,4239,hippoglossoides platessoides,8.649999618530273,NA,NA
fb,4239,hippoglossoides platessoides,6.170000076293945,NA,NA
fb,4239,hippoglossoides platessoides,10.600000381469728,NA,NA
fb,4239,hippoglossoides platessoides,9.479999542236328,NA,NA
fb,4239,hippoglossoides platessoides,14,NA,NA
fb,4239,hippoglossoides platessoides,NA,4,5
fb,4239,hippoglossoides platessoides,NA,3,5
fb,4239,hippoglossoides platessoides,3.5999999046325684,NA,NA
fb,4239,hippoglossoides platessoides,3,NA,NA
fb,4239,hippoglossoides platessoides,8,NA,NA
fb,4239,hippoglossoides platessoides,4.5,NA,NA
fb,4239,hippoglossoides platessoides,2.5999999046325684,NA,NA
fb,4239,hippoglossoides platessoides,NA,2,3
fb,4239,hippoglossoides platessoides,11,NA,NA
fb,4239,hippoglossoides platessoides,8,NA,NA
fb,1371,hippoglossus hippoglossus,7.300000190734863,NA,NA
fb,1371,hippoglossus hippoglossus,4.5,NA,NA
fb,1371,hippoglossus hippoglossus,NA,7,18
fb,1371,hippoglossus hippoglossus,NA,7,18
fb,1371,hippoglossus hippoglossus,NA,7,8
fb,1371,hippoglossus hippoglossus,NA,10,11
fb,1371,hippoglossus hippoglossus,NA,5,NA
fb,514,hippoglossus stenolepis,NA,12.100000381469727,NA
fb,514,hippoglossus stenolepis,NA,10.899999618530273,NA
fb,514,hippoglossus stenolepis,13,NA,NA
fb,514,hippoglossus stenolepis,NA,7,20
fb,514,hippoglossus stenolepis,NA,5,20
fb,7457,hirundichthys affinis,NA,0.5799999833106995,0.6700000166893005
fb,27850,hoplias aimara,NA,1,NA
fb,5377,hoplosternum littorale,2,NA,NA
fb,5377,hoplosternum littorale,1,NA,NA
fb,5377,hoplosternum littorale,1,NA,NA
fb,5377,hoplosternum littorale,1,NA,NA
fb,334,hoplostethus atlanticus,33,NA,NA
fb,334,hoplostethus atlanticus,34,NA,NA
fb,334,hoplostethus atlanticus,32,NA,NA
fb,334,hoplostethus atlanticus,NA,20,32
fb,334,hoplostethus atlanticus,NA,6,9
fb,334,hoplostethus atlanticus,NA,11,12
fb,334,hoplostethus atlanticus,NA,5,8
fb,334,hoplostethus atlanticus,NA,9,NA
fb,334,hoplostethus atlanticus,27.5,NA,NA
fb,4664,hucho hucho,5,NA,NA
fb,4664,hucho hucho,NA,3,4
fb,4664,hucho hucho,NA,4,5
fb,8681,hucho taimen,NA,5,NA
fb,8681,hucho taimen,NA,6,8
fb,8681,hucho taimen,NA,4,6
fb,8681,hucho taimen,NA,4,7
fb,8681,hucho taimen,NA,5,8
fb,4633,huso dauricus,NA,17,23
fb,4633,huso dauricus,NA,14,21
fb,4633,huso dauricus,NA,11,16
fb,4633,huso dauricus,NA,8,15
fb,4633,huso dauricus,NA,12,15
fb,4633,huso dauricus,NA,16,NA
fb,4633,huso dauricus,NA,14,21
fb,4633,huso dauricus,NA,17,23
fb,2067,huso huso,NA,13,22
fb,2067,huso huso,NA,10,16
fb,2067,huso huso,NA,10,16
fb,2067,huso huso,NA,14,20
fb,2773,hybognathus hankinsoni,1,NA,NA
fb,2773,hybognathus hankinsoni,2,NA,NA
fb,2777,hybognathus regius,2,NA,NA
fb,2777,hybognathus regius,NA,NA,2
