spec_code,species,db,length,length_female,common_length,common_length_f
2460,rhexipanchax nimbaensis,fb,4.5,NA,NA,NA
2466,rhexipanchax schiotzi,fb,3.5,NA,NA,NA
8729,rhina ancylostomus,fb,300,NA,NA,NA
2081,rhincodon typus,fb,1700,2000,1000,NA
15214,rhinecanthus abyssus,fb,16.600000381469727,16.65999984741211,NA,NA
5839,rhinecanthus aculeatus,fb,30,NA,15,NA
25420,rhinecanthus assasi,fb,30,NA,NA,NA
54955,rhinecanthus cinereus,fb,16.5,NA,NA,NA
13774,rhinecanthus lunula,fb,28,NA,NA,NA
5840,rhinecanthus rectangulus,fb,30,NA,NA,NA
6028,rhinecanthus verrucosus,fb,23,NA,19,NA
48588,rhinelepis aspera,fb,49,NA,NA,NA
48833,rhinelepis strigosa,fb,40,NA,NA,NA
2943,rhinichthys atratulus,fb,12.399999618530272,NA,5.699999809265137,NA
2944,rhinichthys cataractae,fb,22.5,NA,9.449999809265137,NA
2956,rhinichthys cobitis,fb,6,NA,NA,NA
6149,rhinichthys deaconi,fb,7.400000095367432,NA,NA,NA
2945,rhinichthys evermanni,fb,11,NA,NA,NA
2946,rhinichthys falcatus,fb,12,NA,6,NA
62163,rhinichthys obtusus,fb,8,NA,NA,NA
2947,rhinichthys osculus,fb,11,NA,6.25,NA
10171,rhinichthys umatilla,fb,12,NA,NA,NA
8825,rhinobatos albomaculatus,fb,75,NA,60,NA
23163,rhinobatos annandalei,fb,89,65,NA,NA
68366,rhinobatos austini,fb,NA,115,NA,NA
68221,rhinobatos borneensis,fb,68.5999984741211,90,NA,NA
15396,rhinobatos formosensis,fb,73,63,NA,NA
10126,rhinobatos holcorhynchus,fb,127,NA,NA,NA
10135,rhinobatos hynnicephalus,fb,53,62,NA,NA
8880,rhinobatos irvinei,fb,100,NA,65,NA
63601,rhinobatos jimbaranensis,fb,89.19999694824219,99.4000015258789,NA,NA
13147,rhinobatos lionotus,fb,75,NA,NA,NA
68649,rhinobatos manai,fb,73.0999984741211,NA,NA,NA
63344,rhinobatos nudidorsalis,fb,50.099998474121094,NA,NA,NA
63602,rhinobatos penggali,fb,86.4000015258789,99.19999694824219,NA,NA
25239,rhinobatos punctifer,fb,88,NA,NA,NA
5016,rhinobatos rhinobatos,fb,147,NA,80,NA
63347,rhinobatos sainsburyi,fb,59.5,NA,NA,NA
7969,rhinobatos schlegelii,fb,100,NA,NA,NA
62788,rhinobatos thouiniana,fb,120,NA,90,NA
67531,rhinobatos whitei,fb,72,84.4000015258789,NA,NA
51363,rhinobrycon negrensis,fb,3.900000095367432,NA,NA,NA
52796,rhinochimaera africana,fb,81.80000305175781,NA,NA,NA
9005,rhinochimaera atlantica,fb,140,NA,NA,NA
22766,rhinochimaera pacifica,fb,165,NA,NA,NA
63774,rhinodoras armbrusteri,fb,9.619999885559082,NA,NA,NA
57802,rhinodoras boehlkei,fb,17,NA,NA,NA
47624,rhinodoras dorbignyi,fb,50,NA,NA,NA
63775,rhinodoras gallagheri,fb,14.949999809265137,NA,NA,NA
48680,rhinodoras thomersoni,fb,20,NA,NA,NA
55915,rhinogobio cylindricus,fb,33.099998474121094,NA,11.100000381469727,NA
55914,rhinogobio hunanensis,fb,20.299999237060547,NA,NA,NA
55916,rhinogobio nasutus,fb,30,NA,20,NA
54978,rhinogobio typus,fb,45.20000076293945,NA,25,NA
55917,rhinogobio ventralis,fb,29.5,NA,19.5,NA
3847,rhinogobiops nicholsii,fb,15,NA,NA,NA
54753,rhinogobius albimaculatus,fb,5.900000095367432,NA,NA,NA
68190,rhinogobius biwaensis,fb,4.309999942779541,3.299999952316284,NA,NA
23675,rhinogobius brunneus,fb,58,NA,4.5,NA
27647,rhinogobius bucculentus,fb,6.199999809265137,NA,NA,NA
27215,rhinogobius candidianus,fb,7.840000152587891,NA,NA,NA
27650,rhinogobius carpenteri,fb,5.900000095367432,NA,NA,NA
63244,rhinogobius changtinensis,fb,3.4100000858306885,NA,NA,NA
61736,rhinogobius chiengmaiensis,fb,5,NA,NA,NA
60226,rhinogobius cliffordpopei,fb,14.5,NA,NA,NA
54774,rhinogobius davidi,fb,5.400000095367432,NA,NA,NA
27217,rhinogobius delicatus,fb,6.489999771118164,NA,NA,NA
55204,rhinogobius duospilus,fb,4.5,NA,2.9000000953674316,NA
5342,rhinogobius flavoventris,fb,3.700000047683716,NA,NA,NA
15824,rhinogobius flumineus,fb,7,NA,NA,NA
27332,rhinogobius formosanus,fb,4.869999885559082,NA,NA,NA
27074,rhinogobius gigas,fb,8.050000190734863,NA,NA,NA
15825,rhinogobius giurinus,fb,12.100000381469728,NA,7.5,NA
27218,rhinogobius henchuenensis,fb,4.449999809265137,NA,NA,NA
66241,rhinogobius henryi,fb,3.4200000762939453,NA,NA,NA
59345,rhinogobius honghensis,fb,4.5,NA,NA,NA
69177,rhinogobius immaculatus,fb,2.630000114440918,NA,NA,NA
54599,rhinogobius lanyuensis,fb,6.690000057220459,NA,NA,NA
60211,rhinogobius leavelli,fb,6,NA,NA,NA
54776,rhinogobius lentiginis,fb,3.1500000953674316,NA,NA,NA
54756,rhinogobius lineatus,fb,3.819999933242798,NA,NA,NA
64751,rhinogobius longyanensis,fb,4.25,NA,NA,NA
63245,rhinogobius lungwoensis,fb,3.369999885559082,NA,NA,NA
27219,rhinogobius maculafasciatus,fb,5,NA,NA,NA
58054,rhinogobius maculicervix,fb,4.190000057220459,NA,NA,NA
26861,rhinogobius mekongianus,fb,5,NA,NA,NA
60215,rhinogobius milleri,fb,4.599999904632568,NA,NA,NA
60219,rhinogobius multimaculatus,fb,4.75,NA,NA,NA
60221,rhinogobius nammaensis,fb,4.300000190734863,NA,NA,NA
27072,rhinogobius nantaiensis,fb,6.019999980926514,NA,NA,NA
66406,rhinogobius ogasawaraensis,fb,6.510000228881836,NA,NA,NA
27651,rhinogobius philippinus,fb,6,NA,NA,NA
63246,rhinogobius ponkouensis,fb,3.0299999713897705,NA,NA,NA
64820,rhinogobius rubrolineatus,fb,4.230000019073486,NA,NA,NA
27214,rhinogobius rubromaculatus,fb,3.369999885559082,NA,NA,NA
64821,rhinogobius sagittus,fb,3.5399999618530273,NA,NA,NA
67763,rhinogobius sangenloensis,fb,3.1600000858306885,2.940000057220459,NA,NA
23114,rhinogobius similis,fb,10,6.579999923706055,NA,NA
54757,rhinogobius taenigena,fb,3.0999999046325684,NA,NA,NA
60216,rhinogobius vermiculatus,fb,3.5,NA,NA,NA
64737,rhinogobius wuyanlingensis,fb,3.109999895095825,3.009999990463257,NA,NA
64013,rhinogobius wuyiensis,fb,4.159999847412109,3.859999895095825,NA,NA
54315,rhinogobius xianshuiensis,fb,3.5,NA,NA,NA
69226,rhinogobius yaima,fb,6.599999904632568,5.03000020980835,NA,NA
69225,rhinogobius yonezawai,fb,7.519999980926514,6.019999980926514,NA,NA
65269,rhinogobius zhoui,fb,3.609999895095825,3.2100000381469727,NA,NA
66002,rhinolekos britskii,fb,4,NA,NA,NA
68113,rhinolekos capetinga,fb,3.910000085830689,NA,NA,NA
66003,rhinolekos garavelloi,fb,3.619999885559082,NA,NA,NA
66007,rhinolekos schaeferi,fb,3.839999914169311,NA,NA,NA
25257,rhinoliparis attenuatus,fb,11,9.300000190734863,NA,NA
50721,rhinoliparis barbulifer,fb,8.800000190734863,NA,NA,NA
5338,rhinomugil corsula,fb,45,NA,NA,NA
8594,rhinomuraena quaesita,fb,130,NA,NA,NA
51366,rhinopetitia myersi,fb,3.0399999618530273,NA,NA,NA
68030,rhinopetitia potamorhachia,fb,4.409999847412109,4.449999809265137,NA,NA
54746,rhinophichthus penicillatus,fb,NA,45.70000076293945,NA,NA
12898,rhinopias aphanes,fb,25,NA,NA,NA
23883,rhinopias argoliba,fb,15,NA,NA,NA
50318,rhinopias cea,fb,20.200000762939453,NA,NA,NA
25845,rhinopias eschmeyeri,fb,23,NA,NA,NA
5823,rhinopias frondosa,fb,23,NA,NA,NA
23884,rhinopias xenops,fb,15.300000190734863,NA,NA,NA
4339,rhinoprenes pentanemus,fb,15,NA,NA,NA
2584,rhinoptera bonasus,fb,120,NA,NA,NA
14148,rhinoptera brasiliensis,fb,104,NA,90,NA
7971,rhinoptera javanica,fb,165,NA,NA,NA
27176,rhinoptera jayakari,fb,90,NA,NA,NA
8976,rhinoptera marginata,fb,200,NA,NA,NA
15421,rhinoptera neglecta,fb,86,NA,NA,NA
13271,rhinoptera steindachneri,fb,91.5999984741211,NA,NA,NA
1526,rhinosardinia amazonica,fb,11,NA,5,NA
1527,rhinosardinia bahiensis,fb,8,NA,NA,NA
24245,rhinosolea microlepidota,fb,2.4000000953674316,NA,NA,NA
899,rhizoprionodon acutus,fb,175,80.80000305175781,110,NA
900,rhizoprionodon lalandii,fb,NA,80,55,NA
901,rhizoprionodon longurio,fb,110,154,NA,NA
902,rhizoprionodon oligolinx,fb,84.5,77.5,NA,NA
903,rhizoprionodon porosus,fb,113,NA,75,NA
904,rhizoprionodon taylori,fb,69.0999984741211,NA,NA,NA
905,rhizoprionodon terraenovae,fb,110,110,70,NA
48748,rhizosomichthys totae,fb,13.800000190734863,NA,NA,NA
48115,rhoadsia altipinna,fb,17,9,NA,NA
53482,rhoadsia minor,fb,10.399999618530272,NA,NA,NA
67829,rhodeus albomarginatus,fb,5.840000152587891,4.71999979019165,NA,NA
4483,rhodeus amarus,fb,11.199999809265137,NA,5,NA
12212,rhodeus atremius,fb,6,NA,NA,NA
61463,rhodeus colchicus,fb,6.809999942779541,NA,NA,NA
55889,rhodeus fangi,fb,5.800000190734863,NA,NA,NA
56287,rhodeus haradai,fb,5.599999904632568,NA,NA,NA
50362,rhodeus laoensis,fb,4.690000057220459,NA,NA,NA
47833,rhodeus lighti,fb,7.199999809265137,NA,NA,NA
65129,rhodeus meridionalis,fb,9.5,NA,NA,NA
67830,rhodeus notatus,fb,4.900000095367432,NA,NA,NA
4784,rhodeus ocellatus,fb,9.199999809265137,NA,5.199999809265137,NA
58595,rhodeus pseudosericeus,fb,6.070000171661377,NA,NA,NA
2948,rhodeus sericeus,fb,11,NA,NA,NA
65960,rhodeus shitaiensis,fb,6.150000095367432,NA,NA,NA
54926,rhodeus sinensis,fb,5.849999904632568,NA,4.099999904632568,NA
24812,rhodeus smithii,fb,6.5,NA,NA,NA
54927,rhodeus spinalis,fb,10,NA,7.800000190734863,NA
25596,rhodeus uyekii,fb,6.199999809265137,NA,NA,NA
67465,rhodichthys melanocephalus,fb,10.399999618530272,12.5,NA,NA
27747,rhodichthys regina,fb,31,NA,NA,NA
3801,rhodymenichthys dolichogaster,fb,25,NA,NA,NA
213,rhomboplites aurorubens,fb,60,NA,35,NA
12949,rhombosolea leporina,fb,32,NA,NA,NA
12950,rhombosolea plebeia,fb,43,NA,30,NA
12951,rhombosolea retiaria,fb,25,NA,NA,NA
8889,rhombosolea tapirina,fb,45,NA,NA,NA
4435,rhyacichthys aspro,fb,25,NA,NA,NA
27291,rhyacichthys guilberti,fb,18,NA,NA,NA
14048,rhycherus filamentosus,fb,23,NA,NA,NA
24739,rhycherus gloveri,fb,16,NA,NA,NA
17001,rhynchactis leptonema,fb,NA,12.600000381469727,NA,NA
51704,rhynchactis macrothrix,fb,NA,13,NA,NA
51705,rhynchactis microthrix,fb,NA,11.300000190734863,NA,NA
15380,rhynchobatus australiae,fb,124,300,NA,NA
68212,rhynchobatus cooki,fb,81,NA,NA,NA
5503,rhynchobatus djiddensis,fb,310,NA,NA,NA
68082,rhynchobatus immaculatus,fb,99,NA,NA,NA
57375,rhynchobatus laevis,fb,270,NA,NA,NA
5017,rhynchobatus luebberti,fb,300,NA,150,NA
69253,rhynchobatus mononoke,fb,130,200,NA,NA
64134,rhynchobatus palpebratus,fb,262,NA,NA,NA
65550,rhynchobatus springeri,fb,215,213,NA,NA
22596,rhynchoconger ectenurus,fb,65,NA,NA,NA
2628,rhynchoconger flavus,fb,150,NA,30,NA
2629,rhynchoconger gracilior,fb,61,NA,NA,NA
47178,rhynchoconger guppyi,fb,95,NA,NA,NA
13624,rhynchoconger nitens,fb,40,NA,30,NA
57764,rhynchoconger trewavasae,fb,57,NA,45,NA
47819,rhynchocypris czekanowskii,fb,9,NA,NA,NA
46560,rhynchocypris lagowskii,fb,24,13.5,NA,NA
48140,rhynchocypris oxycephalus,fb,17.200000762939453,NA,NA,NA
25959,rhynchocypris percnurus,fb,18.5,NA,9,NA
48142,rhynchocypris poljakowii,fb,10,NA,NA,NA
64190,rhynchodoras castilloi,fb,7.980000019073486,NA,NA,NA
47649,rhynchodoras woodsi,fb,10.5,NA,NA,NA
47650,rhynchodoras xingui,fb,6.300000190734863,NA,NA,NA
1803,rhynchogadus hepaticus,fb,10,NA,NA,NA
9123,rhynchohyalus natalensis,fb,16,NA,NA,NA
6581,rhynchopelates oxyrhynchus,fb,25,NA,NA,NA
53274,rhynchorhamphus arabicus,fb,20,NA,NA,NA
4666,rhynchorhamphus georgii,fb,31,NA,NA,NA
25000,rhynchorhamphus malabaricus,fb,35,NA,20,NA
16892,rhynchorhamphus naga,fb,17.700000762939453,NA,NA,NA
68213,rhynchorhina mauritaniensis,fb,224,204,NA,NA
8192,rhynchostracion nasus,fb,30,NA,NA,NA
25653,rhytiodus argenteofuscus,fb,32,NA,NA,NA
51334,rhytiodus microlepis,fb,33.20000076293945,NA,NA,NA
6437,ribeiroclinus eigenmanni,fb,9.199999809265137,NA,NA,NA
12897,richardsonichthys leucogaster,fb,10,NA,NA,NA
2949,richardsonius balteatus,fb,18,NA,6.75,NA
2950,richardsonius egregius,fb,17,NA,7.199999809265137,NA
50624,ricola macrops,fb,21,NA,NA,NA
61289,ricuzenius pinetorum,fb,6,NA,NA,NA
16831,riekertia ellisi,fb,29,NA,NA,NA
59748,rimicola cabrilloi,fb,3.259999990463257,NA,NA,NA
11671,rimicola dimorpha,fb,3.200000047683716,NA,NA,NA
3080,rimicola eigenmanni,fb,5.699999809265137,NA,NA,NA
3081,rimicola muscarum,fb,7,NA,NA,NA
58542,rineloricaria aequalicuspis,fb,16.079999923706055,NA,NA,NA
50564,rineloricaria altipinnis,fb,15.399999618530272,NA,NA,NA
63923,rineloricaria anhaguapitan,fb,12.649999618530272,NA,NA,NA
63890,rineloricaria anitae,fb,11.739999771118164,NA,NA,NA
63949,rineloricaria baliola,fb,23.899999618530273,NA,NA,NA
50565,rineloricaria beni,fb,7.800000190734863,NA,NA,NA
50568,rineloricaria cadeae,fb,12.81999969482422,NA,NA,NA
63925,rineloricaria capitonia,fb,19.170000076293945,NA,NA,NA
50570,rineloricaria castroi,fb,16,NA,NA,NA
50571,rineloricaria catamarcensis,fb,11,NA,NA,NA
50572,rineloricaria cubataonis,fb,5.400000095367432,NA,NA,NA
64668,rineloricaria daraha,fb,20.09000015258789,NA,NA,NA
50573,rineloricaria eigenmanni,fb,10.199999809265137,NA,NA,NA
11328,rineloricaria fallax,fb,15.699999809265137,NA,NA,NA
50574,rineloricaria felipponei,fb,11.300000190734863,NA,NA,NA
50575,rineloricaria formosa,fb,15.199999809265137,NA,NA,NA
50576,rineloricaria hasemani,fb,13.699999809265137,NA,NA,NA
50577,rineloricaria henselii,fb,7.5,NA,NA,NA
50578,rineloricaria heteroptera,fb,13.300000190734863,NA,NA,NA
50579,rineloricaria hoehnei,fb,5.800000190734863,NA,NA,NA
64747,rineloricaria isaaci,fb,10.199999809265137,NA,NA,NA
50580,rineloricaria jaraguensis,fb,18.5,NA,NA,NA
50582,rineloricaria jubata,fb,21,NA,NA,NA
50583,rineloricaria konopickyi,fb,9.600000381469728,NA,NA,NA
50585,rineloricaria lanceolata,fb,12.300000190734863,NA,NA,NA
64665,rineloricaria langei,fb,11.649999618530272,NA,NA,NA
50586,rineloricaria latirostris,fb,36,NA,NA,NA
50588,rineloricaria longicauda,fb,13.170000076293944,NA,NA,NA
64666,rineloricaria maacki,fb,13.619999885559082,NA,NA,NA
49301,rineloricaria magdalenae,fb,20,NA,NA,NA
63947,rineloricaria malabarbai,fb,10.199999809265137,NA,NA,NA
58535,rineloricaria maquinensis,fb,8.5,NA,NA,NA
50589,rineloricaria melini,fb,13,NA,NA,NA
49091,rineloricaria microlepidogaster,fb,19.290000915527344,NA,NA,NA
50591,rineloricaria microlepidota,fb,14.5,NA,NA,NA
62139,rineloricaria misionera,fb,NA,9.739999771118164,NA,NA
50594,rineloricaria morrowi,fb,16.5,NA,NA,NA
50595,rineloricaria nigricauda,fb,6.5,NA,NA,NA
64673,rineloricaria osvaldoi,fb,16.829999923706055,NA,NA,NA
50596,rineloricaria pareiacantha,fb,10,NA,NA,NA
50597,rineloricaria parva,fb,11,NA,NA,NA
50598,rineloricaria phoxocephala,fb,15,NA,NA,NA
48333,rineloricaria platyura,fb,14,NA,NA,NA
50599,rineloricaria quadrensis,fb,14.699999809265137,NA,NA,NA
63927,rineloricaria reisi,fb,19.770000457763672,NA,NA,NA
63929,rineloricaria sanga,fb,9.949999809265137,NA,NA,NA
63928,rineloricaria setepovos,fb,10.600000381469728,NA,NA,NA
50600,rineloricaria sneiderni,fb,18,NA,NA,NA
50601,rineloricaria steindachneri,fb,19,NA,NA,NA
63926,rineloricaria stellata,fb,10.949999809265137,NA,NA,NA
48334,rineloricaria stewarti,fb,10,NA,NA,NA
50602,rineloricaria strigilata,fb,13.859999656677246,NA,NA,NA
50603,rineloricaria teffeana,fb,14,NA,NA,NA
50604,rineloricaria thrissoceps,fb,10.600000381469728,NA,NA,NA
63888,rineloricaria tropeira,fb,10.279999732971191,NA,NA,NA
50606,rineloricaria wolfei,fb,14.899999618530272,NA,NA,NA
63924,rineloricaria zaina,fb,13.859999656677246,NA,NA,NA
11219,rinoctes nasutus,fb,19,NA,NA,NA
50857,rioraja agassizii,fb,33,NA,NA,NA
3898,risor ruber,fb,2.5,NA,NA,NA
24735,rita chrysea,fb,19.5,NA,NA,NA
13325,rita gogra,fb,26,NA,NA,NA
24736,rita kuturnee,fb,30,NA,NA,NA
62179,rita macracanthus,fb,26.280000686645508,27.110000610351562,NA,NA
4884,rita rita,fb,150,NA,NA,NA
61417,rita sacerdotum,fb,200,NA,NA,NA
67970,rivulus azurescens,fb,5.659999847412109,NA,NA,NA
68143,rivulus berovidesi,fb,3.7899999618530273,3.799999952316284,NA,NA
11885,rivulus cylindraceus,fb,5.5,NA,NA,NA
64008,rivulus formosensis,fb,3.309999942779541,3.4600000381469727,NA,NA
27760,rivulus insulaepinorum,fb,6,NA,NA,NA
67971,rivulus pivijay,fb,4.809999942779541,NA,NA,NA
67972,rivulus ribesrubrum,fb,5.590000152587891,NA,NA,NA
27739,rivulus roloffi,fb,5.5,NA,NA,NA
67148,rivulus tomasi,fb,3.7300000190734863,3.200000047683716,NA,NA
67973,rivulus xi,fb,5.789999961853027,NA,NA,NA
65038,roa australis,fb,11.899999618530272,NA,NA,NA
12531,roa excelsa,fb,15,NA,NA,NA
12530,roa jayakari,fb,16,NA,NA,NA
11668,roa modesta,fb,17,NA,NA,NA
68418,roa rumsfeldi,fb,7.752999782562256,NA,NA,NA
59470,robinsia catherinae,fb,19.799999237060547,NA,NA,NA
61021,robinsichthys arrowsmithensis,fb,2.299999952316284,NA,NA,NA
63626,rocio gemmata,fb,7,NA,NA,NA
63623,rocio ocotal,fb,9.600000381469728,NA,NA,NA
3616,rocio octofasciata,fb,25,NA,7.5,NA
26770,rocio spinosissima,fb,11,NA,NA,NA
62487,roeboexodon geryi,fb,15,NA,NA,NA
27999,roeboexodon guyanensis,fb,12,NA,NA,NA
56650,roeboides affinis,fb,11,NA,NA,NA
63136,roeboides araguaito,fb,11.09000015258789,NA,NA,NA
53313,roeboides biserialis,fb,4.800000190734863,NA,NA,NA
56662,roeboides bouchellei,fb,8.199999809265137,NA,NA,NA
67163,roeboides bussingi,fb,9.279999732971191,NA,NA,NA
57043,roeboides carti,fb,8.300000190734863,NA,NA,NA
23342,roeboides dayi,fb,12.699999809265137,NA,NA,NA
52059,roeboides descalvadensis,fb,8.899999618530273,NA,NA,NA
56658,roeboides dientonito,fb,6.800000190734863,NA,NA,NA
61385,roeboides dispar,fb,8.109999656677246,NA,NA,NA
12399,roeboides guatemalensis,fb,13,NA,NA,NA
53357,roeboides ilseae,fb,7.599999904632568,NA,NA,NA
66295,roeboides loftini,fb,7.510000228881836,NA,NA,NA
63137,roeboides margareteae,fb,18.469999313354492,NA,NA,NA
52022,roeboides microlepis,fb,20,NA,NA,NA
25616,roeboides myersii,fb,18,NA,NA,NA
57974,roeboides numerosus,fb,6.099999904632568,NA,NA,NA
52061,roeboides occidentalis,fb,13,NA,NA,NA
57975,roeboides oligistos,fb,7,NA,NA,NA
53355,roeboides prognathus,fb,18.5,NA,NA,NA
64045,roeboides sazimai,fb,8.359999656677246,NA,NA,NA
53353,roeboides xenodon,fb,8.199999809265137,NA,NA,NA
54583,roestes itupiranga,fb,14.199999809265137,NA,NA,NA
53435,roestes molossus,fb,21.600000381469727,NA,NA,NA
53358,roestes ogilviei,fb,18.700000762939453,NA,NA,NA
8305,rogadius asper,fb,17,NA,NA,NA
67411,rogadius fehlmanni,fb,11.199999809265137,NA,NA,NA
64586,rogadius mcgroutheri,fb,14.5600004196167,NA,NA,NA
12982,rogadius patriciae,fb,27,NA,20,NA
15225,rogadius pristiger,fb,50,NA,15,NA
15226,rogadius serratus,fb,24,NA,15,NA
10253,rogadius welanderi,fb,13,NA,8,NA
13202,rohtee ogilbii,fb,50,NA,NA,NA
22647,rohteichthys microlepis,fb,30,NA,NA,NA
6315,romanichthys valsanicola,fb,11,NA,NA,NA
25894,romanogobio albipinnatus,fb,13,NA,NA,NA
62483,romanogobio antipai,fb,7.300000190734863,NA,NA,NA
62484,romanogobio banaticus,fb,8.479999542236328,NA,NA,NA
62485,romanogobio belingi,fb,11.5,NA,NA,NA
46515,romanogobio benacensis,fb,10,NA,NA,NA
47836,romanogobio ciscaucasicus,fb,15,NA,NA,NA
47885,romanogobio elimeius,fb,10,NA,NA,NA
25911,romanogobio kesslerii,fb,13,NA,12,NA
62481,romanogobio macropterus,fb,8.5,NA,NA,NA
62034,romanogobio parvus,fb,7.46999979019165,NA,NA,NA
51867,romanogobio pentatrichus,fb,13,NA,NA,NA
48160,romanogobio persus,fb,10.5,NA,NA,NA
62462,romanogobio tanaiticus,fb,10.699999809265137,NA,NA,NA
47347,romanogobio tenuicorpus,fb,16,NA,NA,NA
12073,romanogobio uranoscopus,fb,10,NA,NA,NA
62482,romanogobio vladykovi,fb,11.5,NA,NA,NA
3588,roncador stearnsii,fb,70,NA,30,NA
28248,rondeletia bicolor,fb,11.199999809265137,NA,NA,NA
4317,rondeletia loricata,fb,11,NA,NA,NA
46574,rondonacara hoehnei,fb,7.21999979019165,NA,NA,NA
3695,ronquilus jordani,fb,20,NA,NA,NA
14878,rosenblattia robusta,fb,10,NA,NA,NA
24630,rosenblattichthys alatus,fb,8,NA,NA,NA
16624,rosenblattichthys hubbsi,fb,14.449999809265137,NA,NA,NA
56836,rosenblattichthys nemotoi,fb,3.700000047683716,NA,NA,NA
7613,rostroraja alba,fb,230,202,NA,NA
1252,rostroraja eglanteria,fb,84,NA,NA,NA
6964,rouleina attrita,fb,48,NA,NA,NA
58905,rouleina euryops,fb,23.399999618530273,NA,NA,NA
22702,rouleina guentheri,fb,23,NA,NA,NA
58066,rouleina livida,fb,34,NA,NA,NA
11229,rouleina maderensis,fb,32,NA,NA,NA
58906,rouleina nuda,fb,14.4399995803833,NA,NA,NA
16695,rouleina squamilatera,fb,38,NA,NA,NA
22700,rouleina watasei,fb,22,NA,NA,NA
46333,ruanoho decemdigitatus,fb,12,NA,NA,NA
65481,ruanoho whero,fb,9,NA,NA,NA
48876,rubicundus eos,fb,NA,66.5,NA,NA
62595,rubicundus lakeside,fb,NA,27.5,NA,NA
63756,rubicundus lopheliae,fb,NA,20.100000381469727,NA,NA
65978,rubicundus rubicundus,fb,46.400001525878906,NA,NA,NA
4575,rudarius ercodes,fb,7.5,NA,NA,NA
7988,rudarius excelsus,fb,2.5,NA,NA,NA
7989,rudarius minutus,fb,5,NA,NA,NA
4045,ruscarius creaseri,fb,7.599999904632568,NA,NA,NA
4049,ruscarius meanyi,fb,5.900000095367432,NA,NA,NA
50826,rusichthys explicitus,fb,5.199999809265137,NA,NA,NA
4432,rusichthys plesiomorphus,fb,4.099999904632568,NA,NA,NA
65244,rutilus caspicus,fb,45,NA,NA,NA
8416,rutilus frisii,fb,70,NA,60,NA
65242,rutilus heckelii,fb,43,NA,NA,NA
26088,rutilus meidingeri,fb,70,NA,NA,NA
8418,rutilus pigus,fb,45,NA,25,NA
272,rutilus rutilus,fb,50.20000076293945,NA,25,NA
67806,rutilus stoumboudae,fb,15.600000381469728,NA,NA,NA
65245,rutilus virgo,fb,40,NA,NA,NA
1044,ruvettus pretiosus,fb,300,NA,150,NA
25545,rypticus bicolor,fb,28,NA,NA,NA
3353,rypticus bistrispinus,fb,15,NA,NA,NA
16536,rypticus bornoi,fb,6.099999904632568,NA,NA,NA
66505,rypticus carpenteri,fb,8.600000381469727,NA,NA,NA
56840,rypticus courtenayi,fb,19,NA,NA,NA
3354,rypticus maculatus,fb,20,NA,NA,NA
8331,rypticus nigripinnis,fb,20.299999237060547,NA,NA,NA
55056,rypticus randalli,fb,20.399999618530273,NA,NA,NA
1056,rypticus saponaceus,fb,35,NA,25,NA
3355,rypticus subbifrenatus,fb,18,NA,NA,NA
8268,ryukyupercis gushikeni,fb,30,NA,NA,NA
22911,sabanejewia aurata,fb,14,NA,NA,NA
49108,sabanejewia balcanica,fb,9,NA,NA,NA
65130,sabanejewia baltica,fb,9,NA,NA,NA
49158,sabanejewia bulgarica,fb,12,NA,NA,NA
47866,sabanejewia caspia,fb,8.800000190734863,NA,NA,NA
47867,sabanejewia caucasica,fb,10.5,NA,NA,NA
63395,sabanejewia kubanica,fb,6.5,NA,NA,NA
46528,sabanejewia larvata,fb,9,NA,5,NA
26620,sabanejewia romanica,fb,10.5,12,NA,NA
65131,sabanejewia vallachica,fb,9,NA,NA,NA
57799,saccoderma hastata,fb,4,NA,NA,NA
48636,saccoderma melanostigma,fb,2.6700000762939453,NA,NA,NA
28263,saccodon dariensis,fb,12.699999809265137,NA,NA,NA
56977,saccodon terminalis,fb,4,NA,NA,NA
27263,saccodon wagneri,fb,10.100000381469728,NA,NA,NA
67449,saccogaster brayae,fb,3.5999999046325684,NA,NA,NA
56393,saccogaster hawaii,fb,NA,6.900000095367432,NA,NA
67444,saccogaster horrida,fb,NA,5.900000095367432,NA,NA
56394,saccogaster maculata,fb,8.699999809265137,8.100000381469727,NA,NA
67445,saccogaster nikoliviae,fb,5,6.900000095367432,NA,NA
56397,saccogaster parva,fb,NA,5.800000190734863,NA,NA
56399,saccogaster staigeri,fb,9.300000190734863,7.199999809265137,NA,NA
56400,saccogaster tuberculata,fb,NA,16,NA,NA
9109,saccopharynx ampullaceus,fb,161,NA,NA,NA
57817,saccopharynx berteli,fb,89.5,NA,NA,NA
57197,saccopharynx lavenbergi,fb,78,NA,NA,NA
9110,saccopharynx ramosus,fb,62,NA,NA,NA
9111,saccopharynx thalassa,fb,107,NA,NA,NA
46448,sacura boulengeri,fb,19,NA,NA,NA
24854,sacura margaritacea,fb,13,10,NA,NA
59190,sacura parva,fb,12,NA,NA,NA
69181,sacura sanguinea,fb,12.40999984741211,11.630000114440918,NA,NA
59191,sacura speciosa,fb,9.600000381469728,NA,NA,NA
23700,sagamia geneionema,fb,7.099999904632568,NA,NA,NA
5198,sagamichthys abei,fb,33,NA,NA,NA
59110,sagamichthys gracilis,fb,20.299999237060547,NA,NA,NA
11461,sagamichthys schnakenbecki,fb,27,NA,NA,NA
59835,sahyadria chalakkudiensis,fb,12.5,NA,NA,NA
