db,spec_code,species,length,valid_name,aphia_id
fb,61091,steeneichthys nativitatus,3.200000047683716,NA,NA
fb,61093,parapercis striolata,20,NA,NA
fb,61094,parapercis flavescens,8.899999618530273,NA,NA
fb,61099,onigocia bimaculata,6.599999904632568,NA,NA
fb,61101,sparisoma frondosum,23.450000381469728,NA,NA
fb,61102,peristedion antillarum,18,NA,NA
fb,61103,peristedion greyae,23.899999618530273,NA,NA
fb,61104,peristedion unicuspis,22.399999809265136,NA,NA
fb,61105,peristedion paucibarbiger,7,NA,NA
fb,61106,parapriacanthus marei,10,NA,NA
fb,61107,parapriacanthus dispar,16,NA,NA
fb,61113,amblyglyphidodon orbicularis,8.300000190734863,NA,NA
fb,61121,astronesthes kreffti,24.579999923706055,NA,NA
fb,61122,eustomias vulgaris,21.23,NA,NA
fb,61123,eustomias parini,10.100000381469728,NA,NA
fb,61124,eustomias paxtoni,23.13,NA,NA
fb,61125,eustomias magnificus,22.12,NA,NA
fb,61126,eustomias longiramis,18.21,NA,NA
fb,61127,eustomias elongatus,14.97,NA,NA
fb,61128,eustomias bulbiramis,11.199999809265137,NA,NA
fb,61129,eustomias flagellifer,9,NA,NA
fb,61130,eustomias cryptobulbus,13.899999618530272,NA,NA
fb,61132,eustomias similis,13.18,NA,NA
fb,61133,eustomias albibulbus,16.09,NA,NA
fb,61134,eustomias problematicus,15.42,NA,NA
fb,61150,bathophilus proximus,5,NA,NA
fb,61152,astronesthes zharovi,12.29,NA,NA
fb,61156,lepidotrigla pleuracanthica,20,NA,NA
fb,61157,torpedo adenensis,10.699999809265137,NA,NA
fb,61162,esselenichthys carli,17.100000381469727,NA,NA
fb,61163,esselenichthys laurae,9.699999809265137,NA,NA
fb,61165,zoarchias uchidai,12.229999542236328,NA,NA
fb,61166,kasatkia memorabilis,10,NA,NA
fb,61167,acheilognathus elongatoides,9.800000190734863,acheilognathus elongatoides,1009922
fb,61172,pholis nea,7.900000095367432,NA,NA
fb,61173,neomerinthe rufescens,10,NA,NA
fb,61175,solenostomus halimeda,5.24,NA,NA
fb,61178,synodus falcatus,14.5,NA,NA
fb,61184,galeus mincaronei,40.400001525878906,NA,NA
fb,61185,schroederichthys saurisqualus,58.20000076293945,NA,NA
fb,61187,chrionema squamentum,11,NA,NA
fb,61194,hemerorhinus heyningi,11.5,NA,NA
fb,61195,bathypterois parini,15.300000190734863,NA,NA
fb,61198,poecilopsetta macrocephala,10.239999771118164,NA,NA
fb,61201,canthigaster figueiredoi,12,NA,NA
fb,61202,canthigaster jamestyleri,8.520000457763672,NA,NA
fb,61203,canthigaster supramacula,3.900000095367432,NA,NA
fb,61206,kathetostoma fluviatilis,4.400000095367432,kathetostoma fluviatilis,1020445
fb,61209,scopelarchoides kreffti,19.020000457763672,NA,NA
fb,61221,salarias sibogai,5,NA,NA
fb,61223,praealticus oortii,6,NA,NA
fb,61224,praealticus caesius,7.900000095367432,NA,NA
fb,61225,praealticus multistriatus,9,NA,NA
fb,61226,plagiotremus iosodon,4.5,NA,NA
fb,61229,alticus simplicirrus,12,NA,NA
fb,61231,salarias nigrocinctus,5.300000190734863,NA,NA
fb,61232,meiacanthus urostigma,8,NA,NA
fb,61234,praealticus semicrenatus,6,NA,NA
fb,61237,ecsenius niue,3.0899999141693115,NA,NA
fb,61238,ecsenius ops,5.5,NA,NA
fb,61239,ecsenius polystictus,4.199999809265137,NA,NA
fb,61240,hypleurochilus caudovittatus,5.900000095367432,NA,NA
fb,61241,hypleurochilus pseudoaequipinnis,6.800000190734863,NA,NA
fb,61244,neocentropogon mesedai,6.46999979019165,NA,NA
fb,61247,atherinomorus vaigiensis,17,NA,NA
fb,61249,hypoplectrodes cardinalis,10,NA,NA
fb,61250,lepidoperca filamenta,18,NA,NA
fb,61251,pseudanthias venator,10.150000095367432,NA,NA
fb,61252,epinephelus clippertonensis,61,NA,NA
fb,61253,dactylanthias aplodactylus,17,NA,NA
fb,61254,caprodon krasyukovae,47,NA,NA
fb,61256,pseudanthias fucinus,8.100000381469727,NA,NA
fb,61257,pseudanthias rubrolineatus,9.220000267028809,NA,NA
fb,61265,lepidoperca aurantia,25.739999771118164,NA,NA
fb,61269,parasphyraenops atrimanus,8.399999618530273,NA,NA
fb,61271,rabaulichthys suzukii,6.420000076293945,NA,NA
fb,61272,bullisichthys caribbaeus,6,NA,NA
fb,61277,bhanotia pauciradiata,3.2100000381469727,NA,NA
fb,61281,hippocampus spinosissimus,11.600000381469728,hippocampus spinosissimus,275210
fb,61284,archistes plumarius,7.199999809265137,NA,NA
fb,61286,artediellichthys nigripinnis,13.699999809265137,NA,NA
fb,61287,stelgistrum concinnum,5.099999904632568,NA,NA
fb,61288,trichocottus brashnikovi,22.5,NA,NA
fb,61289,ricuzenius pinetorum,6,NA,NA
fb,61290,alcichthys elongatus,44,NA,NA
fb,61296,icelinus pietschi,4.21999979019165,NA,NA
fb,61297,radulinopsis taranetzi,5.949999809265137,NA,NA
fb,61300,paraplotosus muelleri,26.799999237060547,NA,NA
fb,61301,paraplotosus butleri,32.5,NA,NA
fb,61306,oxyurichthys notonema,9,NA,NA
fb,61311,mugilogobius notospilus,3,NA,NA
fb,61312,palutrus pruinosa,1.7000000476837158,NA,NA
fb,61314,gobiopsis malekulae,3,NA,NA
fb,61315,phyllogobius platycephalops,5,NA,NA
fb,61321,lythrypnus brasiliensis,1.6100000143051147,NA,NA
fb,61324,trimma dalerocheila,1.950000047683716,NA,NA
fb,61325,tryssogobius colini,3.299999952316284,NA,NA
fb,61326,tryssogobius longipes,2.0999999046325684,NA,NA
fb,61327,lubricogobius dinah,1.6299999952316284,NA,NA
fb,61328,vanderhorstia longimanus,2.82,NA,NA
fb,61329,eviota indica,1.5399999618530271,NA,NA
fb,61330,eviota inutilis,2.0399999618530273,NA,NA
fb,61334,cabillus macrophthalmus,2.63,NA,NA
fb,61339,stellifer wintersteenorum,20.299999618530272,NA,NA
fb,61342,sciaena callaensis,9.5,NA,NA
fb,61350,aseraggodes texturatus,7.739999771118164,NA,NA
fb,61353,brachirus heterolepis,36,NA,NA
fb,61355,aseraggodes ramsaii,6.349999904632568,NA,NA
fb,61357,lile nigrofasciata,9.109999656677246,NA,NA
fb,61361,channichthys rugosus,3,NA,NA
fb,61365,hyporhamphus naos,22.899999618530273,NA,NA
fb,61370,myripristis earlei,24,NA,NA
fb,61378,torpedo suessii,23.200000762939453,NA,NA
fb,61379,garra imberba,34.5,garra imberba,1011689
fb,61380,lupinoblennius paivai,5.070000171661377,NA,NA
fb,61381,pseudogobio guilinensis,18.350000381469727,NA,NA
fb,61384,odontostilbe pulchra,3.7200000286102295,NA,NA
fb,61385,roeboides dispar,8.109999656677246,NA,NA
fb,61386,deuterodon longirostris,9.130000114440918,NA,NA
fb,61387,gymnogeophagus che,11.600000381469728,NA,NA
fb,61388,oreochromis ismailiaensis,19.100000381469727,NA,NA
fb,61389,paretroplus dambabe,18.68000030517578,NA,NA
fb,61390,coptodon ismailiaensis,9.300000190734863,coptodon ismailiaensis,1010866
fb,61392,caecula kuro,60,NA,NA
fb,61394,pseudogramma australis,6.699999809265137,NA,NA
fb,61396,canthigaster natalensis,8.600000381469727,NA,NA
fb,61398,histiobranchus australis,62.79999923706055,NA,NA
fb,61399,astronesthes ijimai,13.300000190734863,NA,NA
fb,61400,aphyocharax yekwanae,5.639999866485596,NA,NA
fb,61401,parambassis pulcinella,7.96999979019165,parambassis pulcinella,1009699
fb,61402,gila brevicauda,12.899999618530272,NA,NA
fb,61404,gobiodon ceramensis,3.5,NA,NA
fb,61407,agonostomus catalai,20,NA,NA
fb,61408,opsaridium peringueyi,8.25,NA,NA
fb,61409,synodontis thamalakanensis,17.5,NA,NA
fb,61410,hypsolebias flagellatus,5.130000114440918,NA,NA
fb,61411,simpsonichthys delucai,2.4700000286102295,NA,NA
fb,61412,hypsolebias brunoi,3.009999990463257,NA,NA
fb,61414,etia nguti,13.3100004196167,NA,NA
fb,61415,ancistomus spilomma,14.210000038146973,NA,NA
fb,61416,ancistomus micrommatos,11.850000381469728,NA,NA
fb,61417,rita sacerdotum,200,rita sacerdotum,1020052
fb,61418,channa burmanica,8.039999961853027,channa burmanica,1016941
fb,61419,pseudogobiopsis paludosa,3.049999952316284,pseudogobiopsis paludosa,1014841
fb,61420,cobitis melanoleuca,11,cobitis melanoleuca,405376
fb,61421,gymnotus choco,26,NA,NA
fb,61422,gymnotus esmeraldas,30.899999618530273,NA,NA
fb,61423,gymnotus henni,31.200000762939453,NA,NA
fb,61424,gymnotus paraguensis,24,NA,NA
fb,61425,gymnotus tigre,41.099998474121094,NA,NA
fb,61426,gymnotus javari,20.100000381469727,NA,NA
fb,61427,gymnotus panamensis,23.600000381469727,NA,NA
fb,61428,gymnotus ucamara,19,NA,NA
fb,61431,trimma annosum,2.799999952316284,NA,NA
fb,61432,halidesmus socotraensis,6.949999809265137,NA,NA
fb,61434,cocotropus keramaensis,3.430000066757202,NA,NA
fb,61436,clarias pseudoleiacanthus,24.5,clarias pseudoleiacanthus,1009686
fb,61437,clarias kapuasensis,26,clarias kapuasensis,1009687
fb,61438,microcottus matuaensis,8.130000114440918,NA,NA
fb,61439,trichiurus nickolensis,70.19999694824219,NA,NA
fb,61440,photopectoralis panayensis,8.300000190734863,NA,NA
fb,61441,narcine atzi,36,NA,NA
fb,61443,periophthalmus walailakae,11.600000381469728,NA,NA
fb,61444,parasikukia maculata,3.75,NA,NA
fb,61445,oreoglanis infulatus,10.300000190734863,NA,NA
fb,61446,paraulopus atripes,14,NA,NA
fb,61447,cristatogobius rubripectoralis,6.050000190734863,NA,NA
fb,61448,polynemus aquilonaris,15.800000190734863,NA,NA
fb,61449,bryconamericus andresoi,7.130000114440918,NA,NA
fb,61450,bryconamericus yokiae,6.769999980926514,NA,NA
fb,61452,bryconamericus huilae,8.5600004196167,NA,NA
fb,61453,devario strigillifer,10,NA,NA
fb,61454,danio feegradei,6.75,NA,NA
fb,61455,salmo pallaryi,23.700000762939453,salmo pallaryi,306046
fb,61456,devario affinis,8,NA,NA
fb,61457,danio quangbinhensis,8.5,NA,NA
fb,61458,devario yuensis,8.800000190734863,NA,NA
fb,61459,devario peninsulae,8,NA,NA
fb,61460,devario suvatti,9,NA,NA
fb,61461,devario browni,8,NA,NA
fb,61462,nannacara taenia,5,NA,NA
fb,61463,rhodeus colchicus,6.809999942779541,rhodeus colchicus,1384268
fb,61464,phreatobius cisternarum,5.5,NA,NA
fb,61466,prolabeops nyongensis,4.900000095367432,NA,NA
fb,61467,ambassis ambassis,13.6,NA,NA
fb,61472,leporinus spilopleura,26.5,NA,NA
fb,61473,starksia leucovitta,2.490000009536743,NA,NA
fb,61474,starksia melasma,2.109999895095825,NA,NA
fb,61475,starksia multilepis,2.1600000858306885,NA,NA
fb,61476,starksia rava,2.5299999713897705,NA,NA
fb,61477,starksia sella,2.7699999809265137,NA,NA
fb,61479,starksia smithvanizi,1.950000047683716,NA,NA
fb,61480,tomicodon briggsi,1.7300000190734863,NA,NA
fb,61481,tomicodon australis,2.680000066757202,NA,NA
fb,61483,tomicodon clarkei,1.58,NA,NA
fb,61484,tomicodon cryptus,1.899999976158142,NA,NA
fb,61485,tomicodon lavettsmithi,2.6700000762939453,NA,NA
fb,61486,tomicodon leurodiscus,1.940000057220459,NA,NA
fb,61487,tomicodon rupestris,2.7300000190734863,NA,NA
fb,61489,puntius ambassis,7.5,puntius ambassis,1020667
fb,61490,schizothorax huegelii,30,NA,NA
fb,61492,cranoglanis multiradiata,30.700000762939453,NA,NA
fb,61493,bryconamericus guaytarae,8.300000190734863,NA,NA
fb,61494,bryconamericus icelus,8,NA,NA
fb,61495,grundulus cochae,6.139999866485596,NA,NA
fb,61496,sinocrossocheilus labiatus,7.269999980926514,NA,NA
fb,61497,pseudocrossocheilus papillolabrus,12.850000381469728,NA,NA
fb,61498,pseudocrossocheilus nigrovittatus,9.699999809265137,NA,NA
fb,61499,pseudocrossocheilus longibullus,10.399999618530272,NA,NA
fb,61504,aphanius baeticus,3,aphanius baeticus,1009786
fb,61505,cyprinodon arcuatus,4.599999904632568,cyprinodon arcuatus,1009787
fb,61506,cyprinodon esconditus,3.900000095367432,cyprinodon esconditus,1009788
fb,61508,botia kubotai,15,NA,NA
fb,61510,demissolinea novaeguineensis,45,NA,NA
fb,61511,parakysis notialis,2.009999990463257,NA,NA
fb,61513,sturisomatichthys kneri,23.88999938964844,NA,NA
fb,61514,liparis adiastolus,16.700000762939453,NA,NA
fb,61515,chiloconger philippinensis,21.23,NA,NA
fb,61518,dormitator cubanus,9.699999809265137,dormitator cubanus,1014091
fb,61519,kenyaconger heemstrai,26.700000762939453,NA,NA
fb,61520,dormitator lophocephalus,9,dormitator lophocephalus,309462
fb,61522,pseudoplesiops wassi,2.9000000953674316,NA,NA
fb,61523,ostorhinchus brevispinis,6.199999809265137,NA,NA
fb,61524,ostorhinchus regula,3.839999914169311,NA,NA
fb,61525,eleotris annobonensis,11.5,NA,NA
fb,61527,giuris margaritacea,21.5,NA,NA
fb,61532,leptophilypnus fluviatilis,6.400000095367432,NA,NA
fb,61534,mogurnda wapoga,6.329999923706055,NA,NA
fb,61536,pomacentrus aurifrons,6.199999809265137,NA,NA
fb,61537,lethrinus ravus,27.5,NA,NA
fb,61538,neolamprologus devosi,5.710000038146973,NA,NA
fb,61539,apteronotus eschmeyeri,32,NA,NA
fb,61540,chromidotilapia melaniae,7.949999809265137,NA,NA
fb,61541,chromidotilapia nana,5.889999866485596,NA,NA
fb,61542,parananochromis axelrodi,9.119999885559082,NA,NA
fb,61543,parananochromis brevirostris,5.119999885559082,NA,NA
fb,61544,parananochromis ornatus,5.199999809265137,NA,NA
fb,61545,apteronotus caudimaculosus,28.68000030517578,NA,NA
fb,61546,benthophilus casachicus,7.599999904632568,NA,NA
fb,61547,micronema platypogon,17.6299991607666,NA,NA
fb,61549,acrochordonichthys gyrinus,10,NA,NA
fb,61550,pethia stoliczkana,5,pethia stoliczkana,1020561
fb,61551,pseudolaguvia tenebricosa,3.1500000953674316,NA,NA
fb,61552,hemipsilichthys nimius,10.510000228881836,NA,NA
fb,61553,hemiancistrus sabaji,19.385000228881836,NA,NA
fb,61555,anchoviella perezi,3.5999999046325684,NA,NA
fb,61556,lycengraulis limnichthys,12.800000190734863,lycengraulis limnichthys,1014246
fb,61560,apareiodon orinocensis,13.199999809265137,NA,NA
fb,61561,lebiasina chucuriensis,14.800000190734863,NA,NA
fb,61563,lebiasina provenzanoi,12.300000190734863,NA,NA
fb,61564,lebiasina yuruaniensis,10,NA,NA
fb,61565,dermogenys bispina,5.010000228881836,dermogenys bispina,1010377
fb,61566,ptychochromis grandidieri,21.299999237060547,NA,NA
fb,61567,dermogenys bruneiensis,3.430000066757202,dermogenys bruneiensis,1009917
fb,61568,dermogenys collettei,3.680000066757202,dermogenys collettei,1009918
fb,61570,macrognathus meklongensis,17.799999237060547,macrognathus meklongensis,1011813
fb,61571,ayarnangra estuarius,5.13,NA,NA
fb,61573,petilipinnis grunniens,27.899999618530273,NA,NA
fb,61574,callopanchax huwaldi,6.650000095367432,NA,NA
fb,61578,glossolepis dorityi,11.5,NA,NA
fb,61584,ctenogobiops formosa,4.570000171661377,NA,NA
fb,61585,odontobutis sinensis,18.1,odontobutis sinensis,1009783
fb,61588,merluccius patagonicus,58.60000038146973,NA,NA
fb,61589,hypostomus mutucae,10.920000076293944,hypostomus mutucae,1010256
fb,61590,isbrueckerichthys epakmos,10.300000190734863,NA,NA
fb,61591,lithogenes valencia,5.119999885559082,NA,NA
fb,61592,austrolebias jaegari,3.0399999618530273,NA,NA
fb,61593,laimosemion torrenticola,3.200000047683716,NA,NA
fb,61594,cynodonichthys wassmanni,5.800000190734863,cynodonichthys wassmanni,1010348
fb,61600,spectrolebias reticulatus,2,NA,NA
fb,61601,ancistomus spinosissimus,12.6899995803833,NA,NA
fb,61602,curculionichthys insperatus,3.0199999809265137,NA,NA
fb,61603,leptoancistrus cordobensis,3.700000047683716,NA,NA
fb,61607,chaetodon interruptus,20,NA,NA
fb,61608,urolophus deforgesi,34.20000076293945,NA,NA
fb,61610,urolophus neocaledoniensis,36.599998474121094,NA,NA
fb,61611,urolophus papilio,31.299999237060547,NA,NA
fb,61612,urolophus piperatus,48.400001525878906,NA,NA
fb,61614,encheliophis chardewalli,7.199999809265137,NA,NA
fb,61615,oneirodes pietschi,11.699999809265137,NA,NA
fb,61616,bufoceratias shaoi,10.100000381469728,NA,NA
fb,61617,clarias insolitus,13.970000267028809,clarias insolitus,1009668
fb,61619,eustomias jimcraddocki,14.329999923706056,NA,NA
fb,61620,eustomias monodactylus,23.13,NA,NA
fb,61621,dolichamphilius longiceps,4.21999979019165,NA,NA
fb,61622,psammphiletria delicata,2.049999952316284,NA,NA
fb,61623,psammphiletria nasuta,2.3499999046325684,NA,NA
fb,61624,tetracamphilius clandestinus,1.950000047683716,NA,NA
fb,61625,tetracamphilius pectinatus,3.369999885559082,NA,NA
fb,61626,zaireichthys heterurus,3.4600000381469727,NA,NA
fb,61631,leporinus badueli,10.5,NA,NA
fb,61632,nothobranchius nubaensis,4.989999771118164,NA,NA
fb,61633,myloplus planquettei,58,NA,NA
fb,61634,entomocorus melaphareus,5.860000133514404,NA,NA
fb,61635,clupisoma roosae,15.399999618530272,clupisoma roosae,1009524
fb,61636,tomiyamichthys smithi,9.520000457763672,NA,NA
fb,61637,symphurus bathyspilus,12.100000381469728,NA,NA
fb,61638,hippocampus colemani,2.6500000953674316,NA,NA
fb,61639,lumpenopsis clitella,5.320000171661377,NA,NA
fb,61642,mystus impluviatus,11.960000038146973,mystus impluviatus,1009660
fb,61644,ellopostoma mystax,7,NA,NA
fb,61645,ghatsa santhamparaiensis,6.099999904632568,NA,NA
fb,61648,neonoemacheilus assamensis,4.300000190734863,NA,NA
fb,61649,barbatula toni,16,NA,NA
fb,61654,oxyeleotris selheimi,55,oxyeleotris selheimi,991295
fb,61657,chaetodontoplus dimidiatus,22,NA,NA
fb,61660,australoheros scitulus,11,australoheros scitulus,1009726
fb,61661,hemieleotris levis,4.800000190734863,NA,NA
fb,61662,eptatretus luzonicus,37.29999923706055,NA,NA
fb,61663,eptatretus moki,47,NA,NA
fb,61664,eptatretus walkeri,51.79999923706055,NA,NA
fb,61665,cetopsidium orientale,5.800000190734863,NA,NA
fb,61666,aspidoras velites,2.7899999618530273,NA,NA
fb,61667,corydoras bilineatus,5.03000020980835,NA,NA
fb,61668,corydoras cruziensis,4.260000228881836,NA,NA
fb,61669,corydoras tukano,4.139999866485596,NA,NA
fb,61673,schismatogobius pallidus,1.7200000286102295,schismatogobius pallidus,1525431
fb,61682,schistura deansmarti,10.470000267028809,schistura deansmarti,1009656
fb,61683,schistura pridii,3.799999952316284,schistura pridii,1009657
fb,61684,schistura spiesi,11.90999984741211,schistura spiesi,1009658
fb,61685,sewellia albisuera,6.400000095367432,NA,NA
fb,61690,danionella mirifica,1.409999966621399,NA,NA
fb,61694,lycodes marisalbi,21.299999237060547,NA,NA
fb,61697,neolissochilus subterraneus,22.5,NA,NA
fb,61701,lycodes gracilis,28,NA,NA
fb,61706,tuamotuichthys bispinosus,8.800000190734863,NA,NA
fb,61725,polypterus teugelsi,41.5,NA,NA
fb,61736,rhinogobius chiengmaiensis,5,rhinogobius chiengmaiensis,1015473
fb,61739,stiphodon multisquamus,5.5,NA,NA
fb,61750,erythrinus kessleri,19,NA,NA
fb,61751,haplochromis paradoxus,7.449999809265137,NA,NA
fb,61753,schindleria brevipinguis,0.8899999868869781,NA,NA
fb,61754,etheostoma basilare,5.460000038146973,NA,NA
fb,61755,etheostoma derivativum,5.699999809265137,NA,NA
fb,61756,etheostoma cervus,5.239999771118164,NA,NA
fb,61768,etheostoma artesiae,8,NA,NA
fb,61773,amphilophus amarillo,15.5,amphilophus amarillo,1009775
fb,61774,amphilophus sagittae,16,amphilophus sagittae,1007035
fb,61775,amphilophus xiloaensis,16,amphilophus xiloaensis,1009776
fb,61777,cyphotilapia gibberosa,21.010000228881836,NA,NA
fb,61778,maylandia pulpican,7.130000114440918,NA,NA
fb,61779,haplochromis akika,7.699999809265137,NA,NA
fb,61780,haplochromis oligolepis,8.25,NA,NA
fb,61781,lethrinops turneri,9.399999618530272,NA,NA
fb,61782,tomocichla asfraci,25,NA,NA
fb,61783,kihnichthys ufermanni,25,NA,NA
fb,61784,chasmocranus lopezi,5.400000095367432,NA,NA
fb,61785,phenacorhamdia nigrolineata,3.799999952316284,NA,NA
fb,61786,pimelodella eutaenia,14.5,pimelodella eutaenia,1016036
fb,61787,pimelodella martinezi,6.800000190734863,pimelodella martinezi,1007180
fb,61788,pimelodella reyesi,9.899999618530272,pimelodella reyesi,1013501
fb,61789,pimelodella ophthalmica,14.5,pimelodella ophthalmica,1020104
fb,61790,pimelodella taeniophora,8.5,pimelodella taeniophora,1018701
fb,61791,pimelodella harttii,15,pimelodella harttii,1026876
fb,61792,pimelodella wesselii,19.799999237060547,pimelodella wesselii,1026884
fb,61795,micropercops dabryi,10,NA,NA
fb,61797,xenurolebias izecksohni,6,NA,NA
fb,61798,melanorivulus apiamici,3,NA,NA
fb,61801,laimosemion strigatus,6,NA,NA
fb,61802,cnesterodon hypselurus,3.049999952316284,cnesterodon hypselurus,1384269
fb,61803,cnesterodon omorgmatos,3.049999952316284,cnesterodon omorgmatos,1009912
fb,61804,cnesterodon raddai,2.319999933242798,cnesterodon raddai,1384270
fb,61805,gambusia clarkhubbsi,5.800000190734863,gambusia clarkhubbsi,1009643
fb,61807,phallotorynus victoriae,2.299999952316284,NA,NA
fb,61814,hippopotamyrus szaboi,14.600000381469728,NA,NA
fb,61815,badis tuivaiei,5.699999809265137,NA,NA
fb,61816,sparisoma tuiupiranga,15.249999809265136,NA,NA
fb,61818,schilbe durinii,6.5,NA,NA
fb,61819,pachypterus acutirostris,7.760000228881836,NA,NA
fb,61822,kryptopterus geminus,17.059999465942383,NA,NA
fb,61823,ompok pinnatus,10,NA,NA
fb,61824,sternopygus obtusirostris,56,NA,NA
fb,61827,sisor chennuah,9.8100004196167,NA,NA
fb,61828,sisor rheophilus,15.5,NA,NA
fb,61829,sisor torosus,9.489999771118164,NA,NA
fb,61830,trichomycterus maracaya,5.099999904632568,NA,NA
fb,61831,homodiaetus banguela,3.799999952316284,NA,NA
fb,61832,homodiaetus graciosa,3.5,NA,NA
fb,61833,listrura boticario,3.700000047683716,NA,NA
fb,61834,trichomycterus spelaeus,5.409999847412109,NA,NA
fb,61839,micropoecilia bifurca,3,micropoecilia bifurca,1017923
fb,61841,lamprologus teugelsi,8.229999542236328,NA,NA
fb,61842,lamprologus tigripictilis,8.350000381469727,NA,NA
fb,61847,lophiobrycon weitzmani,2.890000104904175,NA,NA
fb,61853,pomacentrus rodriguesensis,7.980000019073486,NA,NA
fb,61857,acheilognathus taenianalis,11.100000190734864,acheilognathus taenianalis,1026267
fb,61858,astyanax turmalinensis,6.480000019073486,NA,NA
fb,61859,cirrhilabrus marjorie,5.789999961853027,NA,NA
fb,61860,paracheilinus rubricaudalis,5.599999904632568,NA,NA
fb,61862,alburnus qalilus,9.399999618530272,alburnus qalilus,1011075
fb,61864,puntius aphya,6.099999904632568,puntius aphya,1020705
fb,61865,barbus balcanicus,17.5,barbus balcanicus,1009768
fb,61866,sarcocheilichthys lacustris,20,NA,NA
fb,61867,helcogramma albimacula,4.199999809265137,NA,NA
fb,61868,helcogramma cerasina,4.25,NA,NA
fb,61869,helcogramma desa,5.5,NA,NA
fb,61870,barbus carpathicus,27,barbus carpathicus,1009767
fb,61873,puntius tetraspilus,3.5999999046325684,puntius tetraspilus,1020594
fb,61875,barilius chatricensis,8.640000343322754,NA,NA
fb,61877,barilius ngawa,9.649999618530272,NA,NA
fb,61878,barilius naseeri,12.020000228881836,NA,NA
fb,61880,dionda argentosa,7.599999904632568,NA,NA
fb,61882,garra propulvinus,6.349999904632568,garra propulvinus,1009519
fb,61884,esomus manipurensis,5.800000190734863,esomus manipurensis,1011350
fb,61885,macrhybopsis australis,7,NA,NA
fb,61887,smilosicyopus chloe,5,smilosicyopus chloe,1010071
fb,61888,helcogramma lacuna,3.940000057220459,NA,NA
fb,61889,helcogramma nesion,4.599999904632568,NA,NA
fb,61890,gila seminuda,38,NA,NA
fb,61891,helcogramma nigra,3.799999952316284,NA,NA
fb,61895,dionda nigrotaeniata,9,NA,NA
fb,61896,macrhybopsis tetranema,7.699999809265137,NA,NA
fb,61897,macrhybopsis marconis,7.300000190734863,NA,NA
fb,61898,erimystax harryi,11,NA,NA
fb,61900,helcogramma randalli,4.699999809265137,NA,NA
fb,61902,puntius mahecola,8.899999618530273,puntius mahecola,1022074
fb,61903,nipponocypris sieboldii,12.5,NA,NA
fb,61905,garra vittatula,5.909999847412109,garra vittatula,1009518
fb,61906,macrhybopsis hyostoma,7.599999904632568,NA,NA
fb,61907,hybopsis rubrifrons,8.399999618530273,NA,NA
fb,61908,pteronotropis metallicus,6.5,NA,NA
fb,61909,pteronotropis stonei,6.599999904632568,NA,NA
fb,61912,opsariichthys dienbienensis,12.220000267028809,NA,NA
fb,61913,oreoleuciscus angusticephalus,23.780000686645508,NA,NA
fb,61914,hyphessobrycon langeanii,5.849999904632568,NA,NA
fb,61916,hyphessobrycon eilyos,2.4700000286102295,NA,NA
fb,61919,phoxinellus dalmaticus,6,NA,NA
fb,61920,delminichthys jadovensis,9.300000190734863,NA,NA
fb,61921,delminichthys krbavensis,10,NA,NA
fb,61922,chrosomus saylori,7.400000095367432,NA,NA
fb,61924,garra spilota,6.090000152587891,garra spilota,1009512
fb,61925,pseudophoxinus hasani,5.78000020980835,pseudophoxinus hasani,1011074
fb,61927,garra rakhinica,8.149999618530273,garra rakhinica,1009513
fb,61929,garra flavatra,6.179999828338623,garra flavatra,1009514
fb,61930,garra poecilura,4.449999809265137,garra poecilura,1009515
fb,61931,garra nigricollis,13.119999885559082,garra nigricollis,1009516
fb,61934,pethia yuensis,5.5,pethia yuensis,1009722
fb,61935,petrocephalus sullivani,9.3100004196167,NA,NA
fb,61936,schismatogobius vanuatuensis,5,schismatogobius vanuatuensis,1384308
fb,61937,feia ranta,1.409999966621399,NA,NA
fb,61942,sinocyclocheilus guilinensis,12.849999809265135,NA,NA
fb,61945,sinocyclocheilus qiubeiensis,12.0600004196167,NA,NA
fb,61950,barilius nelsoni,6.199999809265137,NA,NA
fb,61951,chetia brevicauda,12.5,chetia brevicauda,1009763
fb,61953,esomus malabaricus,12.5,esomus malabaricus,1020774
fb,61954,garra salweenica,17.440000534057617,garra salweenica,1015471
fb,61955,microsynodontis armatus,2.740000009536743,NA,NA
fb,61957,microsynodontis emarginata,3.359999895095825,NA,NA
fb,61958,microsynodontis hirsuta,6.800000190734863,NA,NA
fb,61959,haplochromis exspectatus,8.5,NA,NA
fb,61960,microsynodontis laevigata,8.5,NA,NA
fb,61961,haplochromis ampullarostratus,7.199999809265137,NA,NA
fb,61962,haplochromis commutabilis,10.399999618530272,NA,NA
fb,61964,microsynodontis nannoculus,3.910000085830689,NA,NA
fb,61968,neolissochilus soro,100,NA,NA
fb,61969,oligosarcus platensis,9.699999809265137,NA,NA
fb,61970,astyanax ita,6.059999942779541,NA,NA
fb,61971,astyanax stenohalinus,7.760000228881836,NA,NA
fb,61972,bryconops durbinae,3.059999942779541,NA,NA
fb,61974,bryconacidnus hemigrammus,4,NA,NA
fb,61976,bryconamericus macrophthalmus,4.699999809265137,NA,NA
fb,61977,bryconamericus orinocoense,2.940000057220459,NA,NA
fb,61979,odontostilbe littoris,1.7999999523162842,NA,NA
fb,61980,creagrutus tuyuka,6.829999923706055,NA,NA
fb,61981,diapoma alegretense,4.199999809265137,NA,NA
